Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"May 24, 2000","May 24, 2000",Mission: Impossible 2,Paramount Pictures,Action,Based on TV,Live Action,Contemporary Fiction,"$120,000,000","3,653","3,669","$57,845,297","$215,409,889","$366,476,556","$334,178,627","$549,588,516"
2,"Nov 17, 2000","Nov 17, 2000",How the Grinch Stole Christmas,Universal,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,"$123,000,000","3,127","3,256","$55,820,330","$260,348,825","$442,175,988","$85,096,578","$345,445,403"
3,"Jul 14, 2000","Jul 14, 2000",X-Men,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$75,000,000","3,025","3,112","$54,471,475","$157,299,717","$267,613,795","$139,572,650","$296,872,367"
4,"Jul 28, 2000","Jul 28, 2000",Nutty Professor II: The Klumps,Universal,Comedy,Remake,Live Action,Contemporary Fiction,"$84,000,000","3,242","3,251","$42,518,830","$123,307,945","$209,783,640","$43,000,000","$166,307,945"
5,"Jul 7, 2000","Jul 7, 2000",Scary Movie,Miramax/Dimension,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$19,000,000","2,912","3,301","$42,346,669","$157,019,771","$267,137,524","$120,180,229","$277,200,000"
6,"Jun 30, 2000","Jun 30, 2000",The Perfect Storm,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$120,000,000","3,407","3,407","$41,325,042","$182,618,434","$310,688,504","$146,093,000","$328,711,434"
7,"Nov 3, 2000","Nov 3, 2000",Charlie's Angels,Sony Pictures,Action,Based on TV,Live Action,Contemporary Fiction,"$90,000,000","3,037","3,037","$40,128,550","$125,305,545","$212,979,027","$134,430,545","$259,736,090"
8,"May 19, 2000","May 19, 2000",Dinosaur,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$127,500,000","3,257","3,319","$38,854,851","$137,748,063","$234,350,592","$218,400,000","$356,148,063"
9,"May 5, 2000","May 4, 2000",Gladiator,Dreamworks SKG,Action,Original Screenplay,Live Action,Historical Fiction,"$103,000,000","2,938","3,188","$34,819,017","$187,683,805","$319,219,062","$268,751,783","$456,435,588"
10,"Feb 4, 2000","Feb 4, 2000",Scream 3,Miramax,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000","3,467","3,467","$34,713,342","$89,138,076","$151,650,489","$72,700,000","$161,838,076"
11,"Dec 15, 2000","Dec 15, 2000",What Women Want,Paramount Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$65,000,000","3,012","3,092","$33,614,543","$182,805,123","$305,565,060","$191,300,000","$374,105,123"
12,"Nov 22, 2000","Nov 22, 2000",Unbreakable,Walt Disney,Thriller/Suspense,Original Screenplay,Live Action,Super Hero,"$73,243,106","2,708","2,790","$30,330,771","$94,999,143","$161,218,935","$153,100,000","$248,099,143"
13,"Jul 21, 2000","Jul 21, 2000",What Lies Beneath,Dreamworks SKG,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$90,000,000","2,813","2,925","$29,702,959","$155,464,351","$264,491,291","$133,229,638","$288,693,989"
14,"Dec 22, 2000","Dec 22, 2000",Cast Away,20th Century Fox,Adventure,Original Screenplay,Live Action,Contemporary Fiction,"$85,000,000","2,774","3,061","$28,883,406","$233,632,142","$387,419,185","$193,598,374","$427,230,516"
15,"Oct 6, 2000","Oct 6, 2000",Meet the Parents,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$55,000,000","2,614","2,697","$28,623,300","$166,225,040","$282,400,796","$164,200,000","$330,425,040"
16,"Mar 17, 2000","Mar 17, 2000",Erin Brockovich,Universal,Drama,Based on Real Life Events,Live Action,Dramatization,"$50,000,000","2,848","3,265","$28,138,465","$125,548,685","$213,595,810","$132,256,558","$257,805,243"
17,"Aug 4, 2000","Aug 4, 2000",Hollow Man,Sony Pictures,Horror,Original Screenplay,Live Action,Science Fiction,"$90,000,000","2,956","2,956","$26,414,386","$73,209,340","$124,550,947","$117,990,660","$191,200,000"
18,"Jun 2, 2000","Jun 2, 2000",Big Momma's House,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$33,000,000","2,802","2,854","$25,661,041","$117,559,438","$200,003,716","$56,000,000","$173,559,438"
19,"Jun 9, 2000","Jun 9, 2000",Gone in 60 Seconds,Walt Disney,Action,Remake,Live Action,Contemporary Fiction,"$103,300,000","3,006","3,089","$25,336,048","$101,643,008","$172,925,109","$131,000,000","$232,643,008"
20,"Jun 23, 2000","Jun 23, 2000","Me, Myself & Irene",20th Century Fox,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$51,000,000","3,019","3,087","$24,209,385","$90,570,999","$154,088,315","$58,700,000","$149,270,999"
21,"Mar 10, 2000","Mar 10, 2000",Mission to Mars,Walt Disney,Adventure,Original Screenplay,Live Action,Science Fiction,"$90,000,000","3,054","3,101","$22,855,247","$60,874,615","$103,565,897","$45,125,385","$106,000,000"
22,"Nov 17, 2000","Nov 17, 2000",Rugrats in Paris,Paramount Pictures,Adventure,Based on TV,Hand Animation,Kids Fiction,"$30,000,000","2,934","2,957","$22,718,184","$76,501,438","$129,721,993","$26,783,375","$103,284,813"
23,"Jun 28, 2000","Jun 28, 2000",The Patriot,Sony Pictures,Drama,Original Screenplay,Live Action,Historical Fiction,"$110,000,000","3,061","3,061","$22,413,710","$113,330,342","$192,808,759","$101,969,658","$215,300,000"
24,"Jun 16, 2000","Jun 16, 2000",Shaft,Paramount Pictures,Action,Remake,Live Action,Contemporary Fiction,"$53,012,938","2,337","2,433","$21,714,757","$70,327,868","$119,648,702","$36,862,240","$107,190,108"
25,"Sep 29, 2000","Sep 29, 2000",Remember the Titans,Walt Disney,Drama,Based on Real Life Events,Live Action,Dramatization,"$30,000,000","1,865","2,803","$20,905,831","$115,719,751","$196,673,364","$21,051,932","$136,771,683"
26,"Nov 22, 2000","Nov 22, 2000",102 Dalmatians,Walt Disney,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,"$85,000,000","2,704","2,704","$19,883,351","$66,941,559","$113,189,171",$0,"$66,941,559"
27,"May 26, 2000","May 26, 2000",Shanghai Noon,Walt Disney,Western,Original Screenplay,Live Action,Historical Fiction,"$55,000,000","2,711","2,751","$19,647,065","$56,932,305","$96,858,849","$14,257,530","$71,189,835"
28,"Jul 21, 2000","Jul 21, 2000",Pokemon 2000,Warner Bros.,Adventure,Based on TV,Hand Animation,Kids Fiction,"$30,000,000","2,752","2,752","$19,575,608","$43,746,923","$74,426,581","$90,200,000","$133,946,923"
29,"Apr 21, 2000","Apr 21, 2000",U-571,Universal,Action,Original Screenplay,Live Action,Historical Fiction,"$62,000,000","2,583","2,820","$19,553,310","$77,086,030","$131,146,360","$50,544,000","$127,630,030"
30,"Aug 4, 2000","Aug 4, 2000",Space Cowboys,Warner Bros.,Adventure,Original Screenplay,Live Action,Science Fiction,"$65,000,000","2,805","2,835","$18,093,776","$90,454,043","$153,867,080","$38,420,000","$128,874,043"
31,"Mar 22, 2000","Mar 22, 2000",Romeo Must Die,Warner Bros.,Action,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000","2,641","2,641","$18,014,503","$55,973,336","$95,227,360","$35,063,424","$91,036,760"
32,"Aug 18, 2000","Aug 18, 2000",The Cell,New Line,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$35,000,000","2,411","2,476","$17,515,050","$61,280,963","$104,257,215","$42,821,784","$104,102,747"
33,"Jun 21, 2000","Jun 21, 2000",Chicken Run,Dreamworks SKG,Adventure,Original Screenplay,Stop-Motion Animation,Kids Fiction,"$42,000,000","2,491","2,953","$17,506,162","$106,793,915","$181,688,346","$121,000,000","$227,793,915"
34,"Aug 25, 2000","Aug 25, 2000",Bring it On,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000","2,380","2,466","$17,362,105","$68,353,550","$116,289,804","$22,100,000","$90,453,550"
35,"Aug 4, 2000","Aug 4, 2000",Coyote Ugly,Walt Disney,Drama,Based on Real Life Events,Live Action,Contemporary Fiction,"$45,000,000","2,653","2,664","$17,319,282","$60,786,269","$103,415,592","$53,130,205","$113,916,474"
36,"Jan 12, 2000","Jan 12, 2000",Next Friday,New Line,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$9,500,000","1,103","2,012","$16,918,226","$57,176,582","$97,274,443","$2,498,725","$59,675,307"
37,"Nov 10, 2000","Nov 10, 2000",Little Nicky,New Line,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$80,000,000","2,910","2,910","$16,063,904","$39,442,871","$67,055,863","$18,827,520","$58,270,391"
38,"Feb 18, 2000","Feb 18, 2000",The Whole Nine Yards,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$24,000,000","2,910","2,910","$15,915,676","$57,262,492","$97,420,594","$28,265,375","$85,527,867"
39,"Feb 18, 2000","Feb 18, 2000",Hanging Up,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000","2,618","2,620","$15,710,411","$36,037,909","$61,311,244","$15,829,814","$51,867,723"
40,"Dec 8, 2000","Dec 8, 2000",Vertical Limit,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$75,000,000","2,307","2,602","$15,507,845","$68,473,360","$115,146,966","$145,026,640","$213,500,000"
41,"May 19, 2000","May 19, 2000",Road Trip,Dreamworks SKG,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$16,000,000","2,530","2,654","$15,484,004","$68,525,609","$116,582,529","$51,213,501","$119,739,110"
42,"Feb 11, 2000","Feb 11, 2000",The Beach,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$50,000,000","2,547","2,587","$15,277,921","$39,778,599","$67,675,279",$0,"$39,778,599"
43,"Dec 22, 2000","Dec 22, 2000",The Family Man,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$60,000,000","2,388","2,441","$15,104,055","$75,764,085","$126,250,002","$48,951,778","$124,715,863"
44,"Apr 7, 2000","Apr 7, 2000",Rules of Engagement,Paramount Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$60,000,000","3,155","3,220","$15,011,181","$61,322,858","$104,328,493","$10,397,073","$71,719,931"
45,"Feb 11, 2000","Feb 11, 2000",Snow Day,Paramount Pictures,Adventure,Original Screenplay,Live Action,Contemporary Fiction,"$13,000,000","2,664","2,717","$14,331,819","$60,008,303","$102,092,040","$2,444,624","$62,452,927"
46,"Feb 18, 2000","Feb 18, 2000",Pitch Black,USA Films,Horror,Original Screenplay,Live Action,Science Fiction,"$23,000,000","1,832","1,930","$14,015,741","$39,235,088","$66,750,603","$13,947,000","$53,182,088"
47,"Dec 22, 2000","Dec 22, 2000",Miss Congeniality,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$45,000,000","2,668","2,669","$13,853,686","$106,807,667","$176,807,806","$106,613,284","$213,420,951"
48,"Dec 15, 2000","Dec 15, 2000","Dude, Where's My Car?",20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$13,000,000","2,087","2,100","$13,845,914","$46,729,374","$78,599,967","$26,450,923","$73,180,297"
49,"Nov 10, 2000","Nov 10, 2000",Men of Honor,20th Century Fox,Drama,Based on Real Life Events,Live Action,Dramatization,"$32,000,000","2,092","2,190","$13,339,465","$48,814,909","$82,943,035","$33,524,574","$82,339,483"
50,"Oct 27, 2000","Oct 27, 2000",Book of Shadows: Blair Witch 2,Artisan,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$15,000,000","3,317","3,320","$13,223,887","$26,421,314","$44,950,542","$21,300,000","$47,721,314"
51,"Oct 20, 2000","Oct 20, 2000",Bedazzled,20th Century Fox,Comedy,Remake,Live Action,Contemporary Fiction,"$48,000,000","2,568","2,571","$13,106,526","$37,879,996","$64,415,903","$52,496,228","$90,376,224"
52,"Nov 17, 2000","Nov 17, 2000",The 6th Day,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,"$82,000,000","2,516","2,518","$13,020,883","$34,543,701","$58,750,796","$61,481,197","$96,024,898"
53,"Mar 31, 2000","Mar 31, 2000",The Road to El Dorado,Dreamworks SKG,Adventure,Original Screenplay,Hand Animation,Kids Fiction,"$95,000,000","3,218","3,223","$12,846,652","$50,802,661","$86,430,496","$14,897,339","$65,700,000"
54,"Jul 7, 2000","Jul 7, 2000",The Kid,Walt Disney,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$65,000,000","2,167","2,343","$12,687,726","$69,688,384","$118,560,755",$0,"$69,688,384"
