Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Dec 18, 2015","Dec 16, 2015",Star Wars Ep. VII: The Force Awakens,Walt Disney,Adventure,Original Screenplay,Animation/Live Action,Science Fiction,"$306,000,000","4,134","4,134","$247,966,675","$936,662,225","$1,013,504,282","$1,127,953,592","$2,064,615,817"
2,"Jun 12, 2015","Jun 9, 2015",Jurassic World,Universal,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$215,000,000","4,274","4,291","$208,806,270","$652,306,625","$709,564,064","$1,017,657,016","$1,669,963,641"
3,"May 1, 2015","Apr 22, 2015",Avengers: Age of Ultron,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$365,000,000","4,276","4,276","$191,271,109","$459,005,868","$499,298,192","$936,311,111","$1,395,316,979"
4,"Apr 3, 2015","Apr 1, 2015",Furious 7,Universal,Action,Original Screenplay,Live Action,Contemporary Fiction,"$190,000,000","4,004","4,022","$147,187,040","$353,007,020","$383,994,584","$1,161,546,466","$1,514,553,486"
5,"Jul 10, 2015","Jun 17, 2015",Minions,Universal,Adventure,Spin-Off,Digital Animation,Kids Fiction,"$74,000,000","4,301","4,311","$115,718,405","$336,045,770","$365,544,453","$821,225,989","$1,157,271,759"
6,"Nov 20, 2015","Nov 18, 2015",The Hunger Games: Mockingjay - Part 2,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$160,000,000","4,175","4,175","$102,665,981","$281,723,902","$306,245,538","$365,672,231","$647,396,133"
7,"Jun 19, 2015","Jun 12, 2015",Inside Out,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$175,000,000","3,946","4,158","$90,440,272","$356,461,711","$387,752,533","$494,104,632","$850,566,343"
8,"Feb 13, 2015","Feb 11, 2015",Fifty Shades of Grey,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$40,000,000","3,646","3,655","$85,171,450","$166,167,230","$180,753,676","$404,627,720","$570,794,950"
9,"Nov 6, 2015","Oct 6, 2015",Spectre,Sony Pictures,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$300,000,000","3,929","3,929","$70,403,148","$200,074,175","$217,554,820","$679,003,169","$879,077,344"
10,"May 15, 2015","May 7, 2015",Pitch Perfect 2,Universal,Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$29,000,000","3,473","3,660","$69,216,890","$184,296,230","$200,474,072","$102,918,966","$287,215,196"
11,"Mar 13, 2015","Mar 6, 2015",Cinderella,Walt Disney,Drama,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,"$95,000,000","3,845","3,848","$67,877,361","$201,151,353","$218,808,763","$341,200,000","$542,351,353"
12,"Aug 14, 2015","Aug 14, 2015",Straight Outta Compton,Universal,Drama,Based on Real Life Events,Live Action,Dramatization,"$28,000,000","2,757","3,142","$60,200,180","$161,197,785","$175,348,006","$40,985,196","$202,182,981"
13,"Jul 17, 2015","Jul 14, 2015",Ant-Man,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$130,000,000","3,856","3,868","$57,225,526","$180,202,163","$196,020,616","$338,656,286","$518,858,449"
14,"Jul 31, 2015","Jul 29, 2015",Mission: Impossibleâ€”Rogue Nation,Paramount Pictures,Action,Based on TV,Live Action,Contemporary Fiction,"$150,000,000","3,956","3,988","$55,520,089","$195,042,377","$212,163,530","$493,816,615","$688,858,992"
15,"Feb 6, 2015","Jan 28, 2015",The SpongeBob Movie: Sponge Out of Water,Paramount Pictures,Adventure,Based on TV,Animation/Live Action,Kids Fiction,"$74,000,000","3,641","3,680","$55,365,012","$162,994,032","$177,301,922","$148,019,149","$311,013,181"
16,"May 29, 2015","May 27, 2015",San Andreas,Warner Bros.,Adventure,Original Screenplay,Live Action,Science Fiction,"$110,000,000","3,777","3,812","$54,588,173","$155,190,832","$168,813,749","$301,067,707","$456,258,539"
