Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"May 24, 2019","May 24, 2019",The Lumber Baron,Indican Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,$0,11,11,"$26,180","$87,881","$87,968",$0,"$87,881"
2,"Feb 1, 2019","Feb 1, 2019",Ging chaat goo si/Ging chaat goo si j…,Janus Films,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,5,7,"$25,591","$113,224","$113,341",$0,"$113,224"
3,"Sep 13, 2019","Sep 6, 2019",Hua Jiao Zhi Wei,China Lion Film Distribution,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,13,13,"$25,206","$43,262","$43,301","$240,958","$284,220"
4,"Aug 16, 2019","Aug 16, 2019",Aquarela,Sony Pictures Classics,Documentary,Based on Real Life Events,Live Action,Factual,$0,5,69,"$24,753","$301,429","$301,757","$385,223","$686,652"
5,"Mar 29, 2019","Mar 29, 2019",Diane,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,3,67,"$24,467","$339,838","$340,207",$0,"$339,838"
6,"Sep 27, 2019","Sep 27, 2019",The Death of Dick Long,A24,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,30,30,"$23,630","$33,856","$33,892",$0,"$33,856"
7,"Feb 13, 2019","Feb 13, 2019",PÃ¡jaros de verano,The Orchard,Drama,Based on Real Life Events,Live Action,Dramatization,$0,2,97,"$23,099","$507,259","$507,807","$1,081,149","$1,588,408"
8,"Aug 30, 2019","Aug 30, 2019",Before You Know It,1091 Media,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,3,31,"$23,086","$151,307","$151,470",$0,"$151,307"
9,"Jul 12, 2019","Jul 12, 2019",Sword of Trust,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,78,"$22,512","$322,598","$322,949",$0,"$322,598"
10,"Jun 28, 2019","Jun 28, 2019",Ophelia,IFC Films,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,58,58,"$22,145","$50,722","$50,774","$307,150","$357,872"
11,"Mar 15, 2019","Aug 31, 2018",Yardie,Rialto Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,77,77,"$22,056","$35,632","$35,662","$1,497,063","$1,532,695"
12,"Aug 9, 2019","Aug 9, 2019",The Witches of Dumpling Farm,Nocturnal Features,Horror,Original Screenplay,Live Action,Contemporary Fiction,$0,10,10,"$21,600","$21,600","$21,623",$0,"$21,600"
13,"Apr 5, 2019","Oct 26, 2018",Peterloo,Amazon Studios,Drama,Based on Real Life Events,Live Action,Dramatization,$0,3,92,"$21,577","$151,971","$152,130","$2,001,058","$2,153,029"
14,"Mar 8, 2019","Aug 22, 1981",Babylon,Self Distributed,Drama,Based on Real Life Events,Live Action,Dramatization,$0,1,9,"$21,214","$109,749","$109,866",$0,"$109,749"
15,"Oct 18, 2019","Oct 18, 2019",The Cave,National Geographic Entertainment,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,10,"$21,185","$62,625","$62,668","$97,290","$159,915"
16,"Sep 27, 2019","Sep 27, 2019",Hatsukoi,Well Go USA,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,40,"$21,151","$219,680","$219,915","$3,451,532","$3,671,212"
17,"Jan 25, 2019","Jan 25, 2019",The Bounty Killer,Indican Pictures,Western,Remake,Live Action,Historical Fiction,$0,15,15,"$20,805","$48,815","$48,867",$0,"$48,815"
18,"May 10, 2019","May 10, 2019",Charlie Says,IFC Films,Drama,Based on Factual Book/Article,Live Action,Dramatization,$0,38,38,"$20,684","$51,044","$51,095","$57,485","$108,529"
19,"Oct 18, 2019","Oct 18, 2019",Immortal Hero,Freestyle Releasing,Drama,Based on Real Life Events,Live Action,Dramatization,$0,12,12,"$20,629","$43,059","$43,099","$6,137,025","$6,180,084"
20,"Aug 9, 2019","Aug 9, 2019",One Child Nation,Amazon Studios,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,36,"$20,523","$252,734","$253,009","$1,716","$254,450"
21,"Apr 19, 2019","Apr 19, 2019",Family,Film Arcade,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,3,107,"$19,586","$196,322","$196,531",$0,"$196,322"
