Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Jan 1, 2010","Jan 1, 2010",Shanghai Red,Indican Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,2,3,"$1,146","$29,566","$34,241",$0,"$29,566"
2,"Jan 29, 2010","Jan 29, 2010",The Most Dangerous Man in America: Da…,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,12,"$1,114","$453,650","$527,238",$0,"$453,650"
3,"Jan 22, 2010","Jan 22, 2010",Murder in Fashion,Regent Releasing,Drama,Based on Real Life Events,Live Action,Dramatization,$0,2,2,"$1,046","$3,346","$3,888",$0,"$3,346"
4,"Mar 12, 2010","Mar 12, 2010",Stolen,IFC Films,,,,,$0,1,2,"$1,035","$7,943","$9,225",$0,"$7,943"
5,"Jan 26, 2010","Jan 26, 2010",The Weathered Underground,Indican Pictures,Multiple Genres,Original Screenplay,Live Action,Contemporary Fiction,$0,3,22,"$1,010","$140,091","$162,813",$0,"$140,091"
6,"Feb 19, 2010","Feb 19, 2010",Dreamkiller,,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,3,3,$861,"$15,318","$17,799",$0,"$15,318"
7,"Jun 4, 2010","Jun 4, 2010",Chun Feng Chen Zui De Ye Wan,Strand,Drama,,,,$0,1,2,$854,"$10,478","$12,178",$0,"$10,478"
8,"Jan 29, 2010","Jan 29, 2010",Falling Awake,IFC Films,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,2,2,$847,"$1,978","$2,293",$0,"$1,978"
9,"Oct 15, 2010","Oct 15, 2010",Carmo,First Run Features,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,$835,"$1,512","$1,751",$0,"$1,512"
10,"May 21, 2010","May 21, 2010",Perrierâ€™s Bounty,,,,,,"$6,600,000",1,1,$828,$828,$954,$0,$828
11,"Sep 24, 2010","Sep 24, 2010",A Mother's Courage: Talking Back to A…,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,2,$822,"$1,916","$2,219",$0,"$1,916"
12,"Jan 1, 2010","Jan 1, 2010",Kings of the Evening,Indican Pictures,Drama,Original Screenplay,Live Action,Historical Fiction,$0,1,5,$802,"$98,926","$115,010",$0,"$98,926"
13,"Sep 10, 2010","Sep 10, 2010",Daddy's Home,Self Distributed,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,$796,$796,$917,$0,$796
14,"Sep 17, 2010","Sep 17, 2010",The Temptation of St. Tony,Olive Films,Drama,,,,$0,1,1,$747,"$1,963","$2,274",$0,"$1,963"
15,"Sep 17, 2010","Sep 17, 2010",Flickan,Olive Films,Drama,,,,$0,1,1,$712,"$2,201","$2,549",$0,"$2,201"
16,"Mar 26, 2010","Mar 26, 2010",Manuela y Manuel,Regent Releasing,,,,,$0,1,1,$629,"$6,291","$7,308",$0,"$6,291"
17,"Oct 29, 2010","Oct 29, 2010",Eichmann,Regent Releasing,Drama,Based on Real Life Events,Live Action,Dramatization,$0,1,1,$573,"$2,706","$3,136",$0,"$2,706"
18,"Apr 16, 2010","Apr 16, 2010",Nobody's Perfect,Lorber Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,$533,"$2,122","$2,458",$0,"$2,122"
19,"Mar 12, 2010","Mar 12, 2010",My Year Without Sex,Strand,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,$528,"$3,119","$3,622",$0,"$3,119"
20,"May 7, 2010","May 7, 2010",Carbon Nation,,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,$378,"$1,470","$1,706",$0,"$1,470"
