Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Aug 13, 2010","Jul 28, 2006",Gedo Senki (Tales from Earthsea),Walt Disney,Adventure,Based on Fiction Book/Short Story,Digital Animation,Fantasy,$0,5,5,"$20,614","$48,658","$56,551","$68,000,000","$68,048,658"
2,"Oct 29, 2010","Oct 29, 2010",Monsters,Magnet Pictures,Drama,Original Screenplay,Live Action,Science Fiction,"$500,000",3,25,"$20,508","$237,301","$275,797","$5,402,429","$5,639,730"
3,"Sep 3, 2010","Sep 3, 2010",Last Train Home,Zeitgeist,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,14,"$20,418","$288,328","$335,099",$0,"$288,328"
4,"May 21, 2010","May 21, 2010",Racing Dreams,Hannover House,Documentary,Based on Real Life Events,Live Action,Factual,$0,33,33,"$20,048","$615,028","$714,802",$0,"$615,028"
5,"Oct 15, 2010","Oct 15, 2010",Carlos,IFC Films,Drama,Based on Real Life Events,Live Action,Dramatization,"$18,000,000",2,7,"$20,006","$145,526","$169,067","$1,473,627","$1,619,153"
6,"Jun 4, 2010","Jun 4, 2010",Living in Emergency,Bev Pictures,Documentary,Based on Real Life Events,,Factual,$0,7,10,"$19,605","$69,047","$80,247",$0,"$69,047"
7,"Jan 22, 2010","Jan 22, 2010",La fille du RER,Strand,Drama,Based on Real Life Events,Live Action,Contemporary Fiction,"$9,000,000",2,10,"$19,154","$208,163","$241,932",$0,"$208,163"
8,"Jul 30, 2010","Jul 30, 2010",The Extra Man,Magnolia Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$7,000,000",2,33,"$18,861","$453,377","$526,927","$38,731","$492,108"
9,"Oct 8, 2010","Oct 8, 2010",Tamara Drewe,Sony Pictures Classics,Comedy,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,$0,4,59,"$18,604","$560,391","$651,098","$6,167,359","$6,727,750"
10,"Mar 19, 2010","Mar 19, 2010",Vincere,IFC Films,Drama,Based on Real Life Events,Live Action,Dramatization,$0,2,36,"$18,096","$619,162","$719,607","$793,703","$1,412,865"
11,"Jul 21, 2010","Jul 21, 2010",Jean-Michel Basquiat: The Radiant Child,Arthouse Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,7,"$17,466","$256,242","$297,805","$2,316","$258,558"
12,"Oct 15, 2010","Oct 15, 2010",Poema de SalvaciÃ³n,CanZion Films,,,,,$0,5,30,"$17,151","$915,502","$1,061,538",$0,"$915,502"
13,"Aug 6, 2010","Aug 6, 2010",Lebanon,Sony Pictures Classics,Drama,Based on Real Life Events,Live Action,Dramatization,$0,2,23,"$17,145","$368,088","$427,799","$1,596,701","$1,964,789"
14,"Apr 9, 2010","Apr 9, 2010",The Square,Apparition,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$1,900,000",2,24,"$17,092","$406,216","$472,108","$334,716","$740,932"
15,"Sep 10, 2010","Sep 10, 2010",Genius Within: The Inner Life of Glen…,Lorber Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,9,"$17,034","$167,508","$194,642",$0,"$167,508"
16,"Nov 5, 2010","Nov 5, 2010",Client 9: The Rise and Fall of Eliot …,Magnolia Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,17,"$16,962","$189,416","$220,025",$0,"$189,416"
17,"Mar 26, 2010","Mar 26, 2010",Ca$h,Roadside Attractions,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$7,000,000",27,43,"$16,469","$46,488","$54,030",$0,"$46,488"
18,"Jul 9, 2010","Jul 9, 2010",Winnebago Man,Kino International,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,11,"$16,469","$181,039","$210,406",$0,"$181,039"
19,"Jun 11, 2010","Jun 11, 2010",The Lottery,Variance Films,,,,,$0,1,3,"$16,435","$54,543","$63,383",$0,"$54,543"
