Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Sep 1, 2006","Sep 1, 2006",Lassie,IDP/Goldwyn/Roadside,Adventure,Remake,Live Action,Historical Fiction,$0,169,169,"$254,420","$652,163","$913,020","$7,223,748","$7,875,911"
2,"Oct 20, 2006","Oct 20, 2006",Running With Scissors,Sony Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Dramatization,"$12,000,000",8,586,"$226,108","$6,860,000","$9,603,998","$1,846,701","$8,706,701"
3,"Nov 10, 2006","Nov 10, 2006",Night of the Living Dead 3-D,,,,,,$0,145,145,"$215,301","$275,000","$384,993",$0,"$275,000"
4,"Oct 13, 2006","Oct 13, 2006",Alex Rider: Operation Stormbreaker,Weinstein Co.,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$40,000,000",221,221,"$215,177","$659,210","$922,887","$20,063,240","$20,722,450"
5,"Oct 20, 2006","Oct 20, 2006",Jaan-E-Maan,AdLab Films,Musical,Original Screenplay,Live Action,Contemporary Fiction,$0,66,73,"$210,000","$650,000","$909,994",$0,"$650,000"
6,"Feb 17, 2006","Feb 17, 2006",The Second Chance,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,87,87,"$200,554","$432,253","$605,147",$0,"$432,253"
7,"Nov 3, 2006","Jul 6, 2006",Volver,Sony Pictures Classics,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$9,400,000",5,689,"$197,703","$12,899,867","$17,512,738","$74,326,746","$87,226,613"
8,"Apr 28, 2006","Apr 28, 2006",The Lost City,Magnolia Pictures,Drama,Original Screenplay,Live Action,Historical Fiction,"$9,600,000",18,56,"$191,560","$2,484,186","$3,477,860","$2,772,653","$5,256,839"
9,"Apr 14, 2006","Apr 14, 2006",Preaching to the Choir,Innovation Film Group,Comedy,,,,$0,143,143,"$190,865","$405,191","$567,265",$0,"$405,191"
10,"Aug 18, 2006","Aug 18, 2006",Trust the Man,Fox Searchlight,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$9,000,000",38,260,"$180,271","$1,530,535","$2,142,745","$1,017,843","$2,548,378"
11,"Mar 17, 2006","Mar 17, 2006","Don't Trip, He Ain't Through With Me Yet",Freestyle Releasing,Concert/Performance,Based on Real Life Events,Live Action,Factual,$0,54,56,"$164,926","$319,088","$446,717",$0,"$319,088"
12,"Oct 27, 2006","Oct 27, 2006",Conversations with God,IDP/Goldwyn/Roadside,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,64,64,"$150,355","$425,045","$595,060",$0,"$425,045"
13,"Mar 17, 2006","Mar 17, 2006",Church Ball,Halestone,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,40,40,"$144,376","$464,991","$650,978",$0,"$464,991"
14,"Apr 14, 2006","Apr 14, 2006",The Notorious Bettie Page,Picturehouse,Drama,Based on Real Life Events,Live Action,Dramatization,$0,20,73,"$143,131","$1,415,082","$1,981,114","$364,488","$1,779,570"
15,"Sep 27, 2006","Sep 27, 2006",The Last King of Scotland,Fox Searchlight,Drama,Based on Fiction Book/Short Story,Live Action,Dramatization,"$6,000,000",4,540,"$142,899","$17,606,684","$23,710,099","$31,548,687","$49,155,371"
16,"Dec 15, 2006","Dec 15, 2006",Kabul Express,Yash Raj Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,50,50,"$142,591","$302,458","$421,527",$0,"$302,458"
17,"Aug 4, 2006","Aug 4, 2006",Shaadi Karke Phas Gaye Yaar,Eros Entertainment,,,,,$0,27,27,"$142,462","$223,137","$312,385","$52,456","$275,593"
18,"May 5, 2006","May 5, 2006",Art School Confidential,Sony Pictures Classics,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,12,762,"$135,733","$3,297,137","$4,615,985",$0,"$3,297,137"
19,"Apr 7, 2006","Apr 7, 2006",When Do We Eat?,ThinkFilm,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,48,48,"$134,006","$431,513","$604,110",$0,"$431,513"
20,"Sep 8, 2006","Sep 8, 2006",Broken Bridges,Paramount Vantage,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,84,84,"$133,784","$251,775","$352,476",$0,"$251,775"
21,"Sep 1, 2006","Sep 1, 2006",Idiocracy,20th Century Fox,Comedy,Original Screenplay,Live Action,Science Fiction,"$2,400,000",130,130,"$124,367","$444,093","$621,726","$56,203","$500,296"
22,"Sep 30, 2006","Sep 15, 2006",The Queen,Miramax,Drama,Based on Real Life Events,Live Action,Dramatization,"$15,000,000",3,"1,850","$122,014","$56,441,711","$77,121,699","$72,444,162","$128,885,873"
23,"Apr 14, 2006","Apr 14, 2006",Humko Deewana Kar Gaye,UTV Communications,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,39,39,"$108,630","$250,083","$350,111",$0,"$250,083"
24,"Oct 4, 2006","Oct 4, 2006",Shortbus,ThinkFilm,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$2,000,000",6,70,"$107,907","$1,997,497","$2,787,928",$0,"$1,997,497"
25,"Jul 21, 2006","Jul 21, 2006",Shadowboxer,Freestyle Releasing,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,22,43,"$103,238","$370,627","$518,875","$72,324","$442,951"
26,"Feb 24, 2006","Feb 24, 2006",Taxi No. 9 2 11: Nau Do Gyarah,UTV Communications,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,36,36,"$102,466","$292,794","$409,908",$0,"$292,794"
27,"Nov 21, 2006","Nov 21, 2006",The History Boys,Fox Searchlight,Comedy,Based on Play,Live Action,Contemporary Fiction,"$3,700,000",7,165,"$100,803","$2,730,296","$3,770,621","$10,717,702","$13,447,998"
28,"Oct 6, 2006","Oct 6, 2006",Little Children,New Line,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$14,000,000",5,115,"$97,953","$5,463,019","$7,447,571","$8,658,158","$14,121,177"
29,"Feb 3, 2006","Jun 24, 2005",A Good Woman,Lionsgate,Drama,Based on Play,Live Action,Historical Fiction,$0,35,35,"$97,060","$223,144","$312,394","$5,852,606","$6,075,750"
30,"Jan 20, 2006","Jan 20, 2006",Dirty,Silver Nitrate,,,,,$0,35,35,"$95,521","$271,078","$379,500",$0,"$271,078"
31,"Aug 2, 2006","Aug 2, 2006",Quinceanera,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$400,000",8,96,"$95,400","$1,692,693","$2,369,766","$1,104,506","$2,797,199"
32,"Sep 29, 2006","Sep 29, 2006",A Guide to Recognizing Your Saints,First Look,Drama,Original Screenplay,Live Action,Historical Fiction,$0,8,60,"$94,784","$516,139","$722,587","$1,611,255","$2,127,394"
33,"Mar 31, 2006","Mar 31, 2006",Marilyn Hotchkiss' Ballroom Dancing a…,IDP/Goldwyn/Roadside,Musical,Remake,Live Action,Contemporary Fiction,"$2,500,000",38,46,"$92,668","$349,132","$488,779","$148,063","$497,195"
34,"Dec 20, 2006","Dec 20, 2006",Letters from Iwo Jima,Warner Bros.,Drama,Based on Real Life Events,Live Action,Historical Fiction,"$13,000,000",5,781,"$89,097","$13,756,082","$18,356,011","$54,111,916","$67,867,998"
35,"Feb 17, 2006","Feb 17, 2006",Nochnoy dozor,Fox Searchlight,Action,Based on Fiction Book/Short Story,Live Action,Fantasy,"$4,200,000",3,158,"$86,985","$1,502,188","$2,103,057","$32,411,354","$33,913,542"
36,"Mar 31, 2006","Mar 31, 2006",Brick,Focus/Rogue Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$450,000",2,45,"$83,574","$2,075,743","$2,906,037","$2,168,253","$4,243,996"
37,"Oct 27, 2006","Oct 27, 2006",Romeo & Juliet: Sealed with a Kiss,Indican Pictures,Adventure,,Hand Animation,,$0,26,27,"$80,938","$463,002","$628,805",$0,"$463,002"
38,"Jun 2, 2006","Jun 2, 2006",Peaceful Warrior,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Dramatization,"$10,000,000",10,615,"$80,602","$2,893,666","$3,928,446","$366,513","$3,260,179"
39,"Apr 21, 2006","Apr 21, 2006",Pyare Mohan,Eros Entertainment,Comedy,,,,$0,27,27,"$78,462","$150,198","$210,268",$0,"$150,198"
40,"Apr 14, 2006","Apr 14, 2006",Kinky Boots,Miramax,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,9,127,"$77,529","$1,822,428","$2,551,397","$6,996,000","$8,818,428"
41,"Dec 15, 2006","Dec 15, 2006",The Good German,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$32,000,000",5,64,"$76,817","$1,308,696","$1,775,083","$5,369,337","$6,678,033"
42,"Feb 24, 2006","Feb 24, 2006",Tsotsi,Miramax,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$3,000,000",6,122,"$76,324","$2,912,606","$4,077,642","$8,624,933","$11,537,539"
43,"Jan 20, 2006","Jan 20, 2006",Zinda,,,,,,$0,38,38,"$76,320","$332,491","$465,478",$0,"$332,491"
