Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Jun 11, 1993","Jun 11, 1993",Jurassic Park,Universal,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Science Fiction,"$63,000,000","2,404","2,778","$50,159,460","$402,523,348","$842,378,602","$643,049,687","$1,045,573,035"
2,"Jun 30, 1993","Jun 30, 1993",The Firm,Paramount Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$42,000,000","2,393","2,393","$32,476,785","$158,340,892","$350,721,249","$112,000,000","$270,340,892"
3,"Aug 6, 1993","Aug 6, 1993",The Fugitive,Warner Bros.,Thriller/Suspense,Based on TV,Live Action,Contemporary Fiction,"$44,000,000","2,340","2,425","$23,758,855","$183,875,760","$407,280,360","$169,839,557","$353,715,317"
4,"Nov 24, 1993","Nov 24, 1993",Mrs. Doubtfire,20th Century Fox,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$25,000,000","1,605","2,354","$20,468,847","$219,195,051","$488,652,757","$222,090,952","$441,286,003"
5,"May 28, 1993","May 28, 1993",Cliffhanger,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,"$65,000,000","2,333","2,431","$20,458,022","$84,049,211","$186,166,965","$170,950,789","$255,000,000"
6,"Apr 7, 1993","Apr 7, 1993",Indecent Proposal,Paramount Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,"1,694","1,922","$18,387,632","$106,614,059","$236,147,564","$159,985,941","$266,600,000"
7,"Jun 25, 1993","Jun 25, 1993",Sleepless in Seattle,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,579","1,657","$17,253,733","$126,680,884","$280,595,095","$101,218,442","$227,899,326"
8,"Dec 17, 1993","Dec 17, 1993",The Pelican Brief,Warner Bros.,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$45,000,000","1,993","2,022","$16,864,404","$100,768,056","$224,152,617","$87,227,803","$187,995,859"
9,"Jun 18, 1993","Jun 18, 1993",Last Action Hero,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,"$85,000,000","2,306","2,306","$15,338,241","$50,016,394","$110,785,099","$87,282,095","$137,298,489"
10,"Jul 9, 1993","Jul 9, 1993",In the Line of Fire,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,903","2,129","$15,269,388","$102,243,874","$226,467,703","$85,100,000","$187,343,874"
11,"Jul 30, 1993","Jul 30, 1993",Rising Sun,20th Century Fox,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,"1,510","1,722","$15,195,941","$63,095,271","$139,754,496",$0,"$63,095,271"
12,"Feb 12, 1993","Feb 12, 1993",Groundhog Day,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Fantasy,"$14,600,000","1,640","1,742","$14,652,108","$71,097,843","$157,235,798","$14,834","$71,112,677"
13,"Oct 8, 1993","Oct 8, 1993",Demolition Man,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,$0,"2,246","2,258","$14,262,432","$58,055,768","$128,825,048","$101,000,000","$159,055,768"
14,"Nov 19, 1993","Nov 19, 1993",Addams Family Values,Paramount Pictures,Black Comedy,Based on TV,Live Action,Fantasy,"$47,000,000","2,577","2,577","$14,117,545","$46,293,855","$102,643,267",$0,"$46,293,855"
15,"Dec 10, 1993","Dec 10, 1993",Wayne's World 2,Paramount Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,$0,"2,400","2,414","$13,516,699","$47,965,000","$106,407,983",$0,"$47,965,000"
