Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Aug 18, 2017","Aug 18, 2017",Crown Heights,IFC Films,Drama,Based on Real Life Events,Live Action,Dramatization,$0,3,91,"$30,173","$238,553","$243,867",$0,"$238,553"
2,"Jun 2, 2017","Jun 2, 2017",Band Aid,IFC Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,3,35,"$29,013","$248,370","$253,899",$0,"$248,370"
3,"Sep 27, 2017","Sep 27, 2017",Te Ata,Paladin,Drama,Based on Real Life Events,Live Action,Dramatization,$0,14,43,"$28,640","$73,236","$74,864",$0,"$73,236"
4,"Feb 24, 2017","Jun 2, 2016",Ma vie de Courgette,GKIDS,Adventure,Based on Fiction Book/Short Story,Stop-Motion Animation,Kids Fiction,"$8,000,000",2,52,"$28,472","$309,768","$316,668","$9,935,975","$10,245,743"
5,"Mar 17, 2017","May 20, 2016",Umi yori mo mada fukaku,Film Movement,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,6,38,"$27,880","$272,132","$278,199","$5,093,294","$5,365,426"
6,"Sep 8, 2017","Aug 30, 2017",Memoir of a Murderer,Well Go USA,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,8,8,"$27,665","$91,335","$93,369","$19,191,200","$19,282,535"
7,"Aug 18, 2017","Aug 18, 2017",Gook,Samuel Goldwyn Films,Drama,Original Screenplay,Live Action,Historical Fiction,$0,2,46,"$27,044","$250,130","$255,705","$1,409","$251,539"
8,"Aug 4, 2017","Aug 4, 2017",Columbus,Superlative Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$700,000",2,63,"$26,820","$1,017,107","$1,039,777","$93,404","$1,110,511"
9,"Feb 1, 2017","May 13, 2016",Mr. Gaga,Abramorama Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,8,"$25,354","$173,994","$177,870","$472,065","$646,059"
10,"Mar 10, 2017","Mar 10, 2017",Raw,Focus World,Horror,Original Screenplay,Live Action,Contemporary Fiction,$0,2,45,"$24,825","$514,870","$526,349","$2,637,090","$3,151,960"
11,"Jun 2, 2017","May 26, 2017",God of War,Well Go USA,Action,Original Screenplay,Live Action,Historical Fiction,$0,27,27,"$23,912","$53,496","$54,681","$9,506,524","$9,560,020"
12,"Sep 22, 2017","Jul 12, 2017",Loving Vincent,Good Deed Entertainment,Drama,Based on Real Life Events,Animation/Live Action,Dramatization,"$5,500,000",1,218,"$23,180","$6,735,118","$6,877,959","$37,336,640","$44,071,758"
13,"Dec 22, 2017","Oct 6, 2017",Happy End,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,3,20,"$23,091","$293,163","$296,072","$2,015,194","$2,308,357"
14,"Dec 22, 2017","Dec 22, 2017",Hostiles,Entertainment Studios Motion Pictures,Western,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$50,000,000",3,"2,934","$22,849","$29,819,114","$30,016,849","$7,157,222","$36,976,336"
15,"Oct 27, 2017","Oct 27, 2017",Novitiate,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Historical Fiction,$0,3,163,"$22,724","$580,346","$593,070",$0,"$580,346"
16,"Oct 4, 2017","Jun 16, 2017",Chavela,Music Box Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,4,14,"$22,453","$148,666","$151,892","$94,510","$243,176"
17,"Jun 16, 2017","Jun 16, 2017","Hare Krishna! The Mantra, The Movemen…",Abramorama Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,54,"$22,310","$133,006","$135,964","$15,981","$148,987"
18,"Oct 13, 2017","Oct 13, 2017",Breathe,Bleecker Street,Drama,Based on Real Life Events,Live Action,Dramatization,$0,4,315,"$22,285","$489,322","$500,224","$4,379,141","$4,868,463"
19,"Sep 8, 2017","Aug 14, 2017",Twenty-Two,China Lion Film Distribution,Documentary,Based on Real Life Events,Live Action,Factual,"$425,000",11,11,"$22,222","$22,222","$22,714","$25,711,603","$25,733,825"
20,"Nov 10, 2017","Nov 10, 2017",No Greater Love,Atlas Distribution,Documentary,Based on Real Life Events,Live Action,Factual,$0,23,23,"$21,520","$30,531","$31,206",$0,"$30,531"
21,"Jun 2, 2017","Jun 2, 2017",The Exception,A24,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,2,48,"$21,351","$708,972","$724,778","$125,608","$834,580"
22,"Jul 21, 2017","Mar 24, 2017",Sage femme,Music Box Films,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,3,44,"$21,341","$603,582","$617,031","$6,352,310","$6,955,892"
23,"Mar 17, 2017","Feb 17, 2017",Haebing,Well Go USA,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,14,14,"$21,234","$43,144","$44,099","$8,806,005","$8,849,149"
24,"Jan 20, 2017","Jul 1, 2016",La Tortue Rouge,Sony Pictures Classics,Adventure,Original Screenplay,Digital Animation,Fantasy,"$11,000,000",3,127,"$21,010","$920,057","$940,567","$5,792,846","$6,712,903"
25,"Aug 18, 2017","Aug 18, 2017",Marjorie Prime,FilmRise,Multiple Genres,Original Screenplay,Live Action,Contemporary Fiction,$0,6,12,"$20,668","$180,608","$184,629","$44,237","$224,845"
26,"Nov 1, 2017","Oct 27, 2017",1945,Menemsha Entertainment,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,2,19,"$20,634","$1,005,719","$1,016,164","$97,135","$1,102,854"
27,"May 5, 2017","Apr 17, 1980",Stalker,Janus Films,Drama,Based on Fiction Book/Short Story,Live Action,Science Fiction,$0,1,6,"$20,540","$268,101","$274,073","$41,553","$309,654"
28,"Apr 21, 2017","Apr 21, 2017",Jeremiah Tower: The Last Magnificent,The Orchard,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,33,"$20,268","$228,153","$233,239",$0,"$228,153"
29,"May 23, 2017","May 23, 2017",Restless Creature: Wendy Whelan,Abramorama Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,8,"$19,879","$147,780","$151,067",$0,"$147,780"
