Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Aug 20, 2010","Aug 20, 2010",The Switch,Miramax,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$19,000,000","2,012","2,017","$8,436,713","$27,758,465","$32,261,738","$22,100,000","$49,858,465"
2,"Aug 20, 2010","Aug 20, 2010",Nanny McPhee and the Big Bang,Universal,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,"$35,000,000","2,784","2,798","$8,407,685","$29,197,642","$33,934,392","$68,602,223","$97,799,865"
3,"Sep 24, 2010","Sep 24, 2010",You Again,Walt Disney,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000","2,548","2,548","$8,407,513","$25,702,053","$29,871,706","$7,136,892","$32,838,945"
4,"May 14, 2010","May 14, 2010",Just Wright,Fox Searchlight,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$12,000,000","1,831","1,831","$8,284,989","$21,540,363","$25,034,870","$327,302","$21,867,665"
5,"Feb 5, 2010","Feb 5, 2010",From Paris With Love,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$52,000,000","2,722","2,722","$8,158,860","$24,077,427","$27,983,520","$29,061,741","$53,139,168"
6,"Mar 12, 2010","Mar 12, 2010",Remember Me,Summit Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$16,000,000","2,212","2,215","$8,089,139","$19,068,240","$22,161,689","$37,437,880","$56,506,120"
7,"Jul 23, 2010","Jul 23, 2010",Ramona and Beezus,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,"$15,000,000","2,719","2,719","$7,810,481","$26,167,002","$30,412,094","$1,302,619","$27,469,621"
8,"Mar 12, 2010","Mar 12, 2010",Our Family Wedding,Fox Searchlight,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$14,000,000","1,605","1,609","$7,629,862","$20,255,281","$23,541,307","$1,155,265","$21,410,546"
9,"Dec 17, 2010","Dec 17, 2010",How Do You Know?,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$120,000,000","2,483","2,483","$7,484,696","$30,212,620","$35,083,714","$19,415,557","$49,628,177"
10,"Jun 4, 2010","Jun 4, 2010",Splice,Warner Bros.,Horror,Original Screenplay,Animation/Live Action,Science Fiction,"$30,000,000","2,450","2,450","$7,385,277","$17,010,170","$19,769,741","$11,532,324","$28,542,494"
