Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Aug 1, 2008","Aug 1, 2008",Midnight Meat Train,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$15,000,000",102,102,"$34,394","$73,548","$93,928","$1,516,698","$1,590,246"
2,"Jun 27, 2008","Jun 27, 2008",Une vieille maÃ®tresse,IFC Films,Drama,Based on Fiction Book/Short Story,Live Action,,$0,2,29,"$33,554","$785,671","$1,003,418","$912,103","$1,697,774"
3,"Jul 25, 2008","Jul 25, 2008",CSNY: DÃ©jÃ  Vu,Roadside Attractions,Documentary,Based on Real Life Events,Live Action,Factual,$0,24,24,"$32,910","$65,025","$83,044","$105,201","$170,226"
4,"Jul 11, 2008","Jul 11, 2008",The Stone Angel,Vivendi Entertainment,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,7,7,"$31,883","$75,139","$95,964",$0,"$75,139"
5,"Sep 26, 2008","Sep 26, 2008",All Roads Lead Home,Waldo West Productions,Drama,Based on Real Life Events,Live Action,Contemporary Fiction,$0,46,46,"$31,614","$43,905","$56,065",$0,"$43,905"
6,"May 30, 2008","May 30, 2008","Bigger, Stronger, Faster*",Magnolia Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,6,26,"$31,576","$308,575","$394,099",$118,"$308,693"
7,"May 9, 2008","May 9, 2008","OSS 117: Le Caire, nid d'espions",Music Box Films,Action,,Live Action,Contemporary Fiction,$0,9,13,"$31,418","$303,328","$387,396","$23,423,032","$23,726,360"
8,"Jun 27, 2008","Jun 27, 2008",Finding Amanda,Magnolia Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,13,13,"$31,340","$57,297","$73,177",$0,"$57,297"
9,"Jun 6, 2008","Jun 6, 2008",99 francs,,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,8,8,"$30,800","$79,477","$101,503","$11,400,000","$11,479,477"
10,"Sep 5, 2008","Sep 5, 2008",Ping Pong Playa,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,9,14,"$30,797","$77,907","$99,495",$0,"$77,907"
11,"Jun 6, 2008","Jun 6, 2008",The Promotion,Weinstein Co.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,6,81,"$30,493","$406,252","$518,848",$0,"$406,252"
12,"Jan 25, 2008","Jan 25, 2008","4 luni, 3 saptamani si 2 zile",IFC Films,Drama,Original Screenplay,Live Action,Historical Fiction,"$900,000",6,47,"$30,350","$1,196,321","$1,527,887","$10,796,835","$11,993,156"
13,"May 16, 2008","May 16, 2008",Jannat,Shemaroo Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,14,14,"$30,316","$30,316","$38,716","$6,604,366","$6,634,682"
14,"Feb 22, 2008","Feb 22, 2008",Cover,Reel Diva Consultants,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,14,14,"$30,000","$79,436","$101,448",$0,"$79,436"
15,"Mar 7, 2008","Mar 7, 2008",Paranoid Park,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,37,"$29,828","$486,021","$620,717",$0,"$486,021"
16,"Mar 7, 2008","Mar 7, 2008",Girls Rock!,Shadow,Documentary,Based on Real Life Events,Live Action,Factual,$0,7,13,"$29,724","$159,294","$203,436","$3,600","$162,894"
17,"Jan 18, 2008","Jan 18, 2008",Teeth,Roadside Attractions,Comedy,Original Screenplay,Live Action,Fantasy,"$2,000,000",4,16,"$29,521","$347,578","$443,856","$2,003,063","$2,350,641"
18,"Aug 22, 2008","Aug 22, 2008",Trouble the Water,Zeitgeist,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,15,"$28,606","$520,151","$662,477","$2,600","$522,751"
19,"Jun 27, 2008","Jun 27, 2008",Trumbo,Samuel Goldwyn Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,6,"$28,125","$108,280","$138,284",$0,"$108,280"
20,"Dec 5, 2008","Dec 5, 2008",Don Carlo,Emerging Pictures,Concert/Performance,Based on Musical or Opera,Live Action,Factual,$0,5,5,"$27,834","$27,834","$35,543",$0,"$27,834"
21,"Mar 21, 2008","Mar 21, 2008",Planet B-Boy,Elephant Eye Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,14,"$27,778","$272,791","$348,396",$0,"$272,791"
22,"Feb 8, 2008","Feb 8, 2008",The Hottie and the Nottie,Regent Releasing,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,120,120,"$27,696","$27,696","$35,369","$1,500,000","$1,527,696"
23,"Mar 28, 2008","Mar 28, 2008",Happy Valley,Stone Five Studios,Documentary,Based on Real Life Events,Live Action,Factual,"$250,000",7,7,"$27,122","$67,665","$86,418",$0,"$67,665"
24,"Jun 27, 2008","Jun 27, 2008",Gunnin' for that #1 Spot,Oscilloscope Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,14,14,"$26,600","$50,804","$64,878",$0,"$50,804"
25,"Jan 18, 2008","Jan 18, 2008",Blonde and Blonder,Empire Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,14,14,"$26,470","$38,848","$49,610",$0,"$38,848"
26,"Sep 26, 2008","Sep 26, 2008",Humboldt County,Magnolia Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,9,9,"$25,933","$82,357","$105,180",$0,"$82,357"
27,"Apr 25, 2008","Apr 25, 2008",Roman de Gare,Samuel Goldwyn Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,42,"$25,484","$1,852,764","$2,366,273","$2,941,851","$4,794,615"
28,"Apr 4, 2008","Apr 4, 2008",Jellyfish,Zeitgeist,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,4,13,"$25,352","$341,221","$435,786",$0,"$341,221"
29,"May 16, 2008","May 16, 2008",Hofshat Kaits,Kino International,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,6,8,"$24,096","$203,304","$259,649",$0,"$203,304"
