Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"May 19, 2005","May 19, 2005",Star Wars Ep. III: Revenge of the Sith,20th Century Fox,Adventure,Original Screenplay,Animation/Live Action,Science Fiction,"$115,000,000","3,661","3,663","$108,435,841","$380,270,577","$544,006,417","$468,728,300","$848,998,877"
2,"Nov 18, 2005","Nov 18, 2005",Harry Potter and the Goblet of Fire,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$150,000,000","3,858","3,858","$102,685,961","$290,201,752","$414,431,034","$596,541,035","$886,742,787"
3,"Dec 9, 2005","Dec 9, 2005","The Chronicles of Narnia: The Lion, t…",Walt Disney,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$180,000,000","3,616","3,853","$65,556,312","$291,710,957","$415,051,320","$428,828,615","$720,539,572"
4,"Jun 29, 2005","Jun 24, 2005",War of the Worlds,Paramount Pictures,Action,Remake,Animation/Live Action,Science Fiction,"$132,000,000","3,908","3,910","$64,878,725","$234,280,354","$335,156,136","$372,556,181","$606,836,535"
5,"Jul 15, 2005","Jul 15, 2005",Charlie and the Chocolate Factory,Warner Bros.,Adventure,Remake,Live Action,Kids Fiction,"$150,000,000","3,770","3,790","$56,178,450","$206,459,076","$295,355,650","$269,366,408","$475,825,484"
6,"Jul 8, 2005","Jul 8, 2005",Fantastic Four,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$87,500,000","3,602","3,619","$56,061,504","$154,696,080","$221,304,681","$178,436,670","$333,132,750"
7,"Jun 10, 2005","Jun 10, 2005",Mr. and Mrs. Smith,20th Century Fox,Action,Original Screenplay,Live Action,Contemporary Fiction,"$110,000,000","3,424","3,451","$50,342,878","$186,336,279","$266,568,434","$299,787,811","$486,124,090"
8,"Dec 14, 2005","Dec 14, 2005",King Kong,Universal,Adventure,Remake,Animation/Live Action,Fantasy,"$207,000,000","3,568","3,627","$50,130,145","$218,080,025","$310,464,444","$332,437,332","$550,517,357"
9,"Jun 15, 2005","Jun 15, 2005",Batman Begins,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$150,000,000","3,858","3,858","$48,745,440","$205,343,774","$293,760,125","$153,514,350","$358,858,124"
10,"May 27, 2005","May 27, 2005",The Longest Yard,Paramount Pictures,Comedy,Remake,Live Action,Contemporary Fiction,"$82,000,000","3,634","3,654","$47,606,480","$158,119,460","$226,202,094","$33,439,045","$191,558,505"
11,"May 27, 2005","May 27, 2005",Madagascar,Dreamworks SKG,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$75,000,000","4,131","4,142","$47,224,594","$193,595,521","$276,953,340","$362,964,045","$556,559,566"
12,"Feb 11, 2005","Feb 11, 2005",Hitch,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$55,000,000","3,575","3,575","$43,142,214","$177,784,257","$254,334,104","$189,000,000","$366,784,257"
13,"Nov 4, 2005","Nov 4, 2005",Chicken Little,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$150,000,000","3,654","3,658","$40,049,778","$135,386,665","$193,575,830","$174,657,158","$310,043,823"
14,"Mar 11, 2005","Mar 11, 2005",Robots,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$80,000,000","3,776","3,776","$36,045,301","$128,200,012","$183,400,009","$132,436,259","$260,636,271"
15,"Mar 18, 2005","Mar 18, 2005",The Ring Two,Dreamworks SKG,Horror,Remake,Live Action,Contemporary Fiction,"$50,000,000","3,332","3,341","$35,065,237","$75,941,727","$108,640,502","$86,000,000","$161,941,727"
16,"Jul 15, 2005","Jul 15, 2005",Wedding Crashers,New Line,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000","2,925","3,131","$33,900,720","$209,218,368","$299,303,023","$74,000,000","$283,218,368"
17,"Oct 28, 2005","Oct 28, 2005",Saw II,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000","2,949","2,949","$31,725,652","$87,025,093","$124,495,771","$65,900,000","$152,925,093"
18,"Aug 5, 2005","Aug 5, 2005",The Dukes of Hazzard,Warner Bros.,Comedy,Based on TV,Live Action,Contemporary Fiction,"$53,000,000","3,785","3,785","$30,675,314","$80,270,227","$114,832,756","$29,578,234","$109,848,461"
19,"Mar 4, 2005","Mar 4, 2005",The Pacifier,Walt Disney,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$56,000,000","3,131","3,181","$30,552,694","$113,006,880","$161,665,064","$85,000,000","$198,006,880"
20,"Sep 9, 2005","Sep 9, 2005",The Exorcism of Emily Rose,Sony Pictures,Horror,Based on Real Life Events,Live Action,Dramatization,"$18,000,000","2,981","3,045","$30,054,300","$75,072,454","$107,396,940","$69,456,624","$144,529,078"
21,"Feb 18, 2005","Feb 18, 2005",Constantine,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,"$75,000,000","3,006","3,006","$29,769,098","$75,976,178","$108,689,782","$145,617,376","$221,593,554"
22,"Apr 1, 2005","Apr 1, 2005",Sin City,Miramax/Dimension,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Fantasy,"$40,000,000","3,230","3,230","$29,120,273","$74,103,820","$106,011,234","$84,424,098","$158,527,918"
23,"Nov 4, 2005","Nov 4, 2005",Jarhead,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Dramatization,"$72,000,000","2,411","2,448","$27,726,210","$62,647,540","$89,616,246","$34,300,000","$96,947,540"
24,"Sep 23, 2005","Sep 23, 2005",Flightplan,Walt Disney,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$55,000,000","3,424","3,424","$24,629,938","$89,706,988","$128,315,196","$124,685,916","$214,392,904"
25,"Jan 14, 2005","Jan 14, 2005",Coach Carter,Paramount Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$45,000,000","2,524","2,574","$24,182,960","$67,264,877","$96,227,596","$9,400,630","$76,665,507"
26,"Jan 7, 2005","Jan 7, 2005",White Noise,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000","2,261","2,279","$24,113,565","$56,094,360","$80,247,312","$36,000,000","$92,094,360"
27,"Apr 15, 2005","Apr 15, 2005",The Amityville Horror,Filmways Pictures,Horror,Remake,Live Action,Historical Fiction,"$18,500,000","3,323","3,323","$23,507,007","$65,233,369","$93,321,366","$43,942,304","$109,175,673"
28,"Mar 4, 2005","Mar 4, 2005",Be Cool,MGM,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$75,000,000","3,216","3,216","$23,450,212","$55,849,401","$79,896,880","$39,094,616","$94,944,017"
29,"May 13, 2005","May 13, 2005",Monster-in-Law,New Line,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$45,000,000","3,424","3,424","$23,105,133","$82,931,301","$118,639,626","$73,000,000","$155,931,301"
30,"Apr 22, 2005","Apr 22, 2005",The Interpreter,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$90,000,000","2,758","2,815","$22,822,455","$72,708,161","$104,014,631","$90,045,676","$162,753,837"
31,"Nov 18, 2005","Nov 18, 2005",Walk the Line,20th Century Fox,Drama,Based on Real Life Events,Live Action,Dramatization,"$29,000,000","2,961","3,160","$22,347,341","$119,519,402","$170,132,376","$68,188,093","$187,707,495"
32,"Jan 28, 2005","Jan 28, 2005",Hide and Seek,20th Century Fox,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000","3,005","3,005","$21,959,233","$51,100,486","$73,103,185","$72,596,255","$123,696,741"
33,"Feb 25, 2005","Feb 25, 2005",Diary of a Mad Black Woman,Lionsgate,Drama,Based on Play,Live Action,Contemporary Fiction,"$5,500,000","1,483","1,703","$21,905,089","$50,406,346","$72,110,166","$52,010","$50,458,356"
34,"Aug 19, 2005","Aug 19, 2005",The 40 Year-old Virgin,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$26,000,000","2,845","3,006","$21,422,815","$109,449,237","$156,575,577","$66,827,602","$176,276,839"
35,"Aug 12, 2005","Aug 12, 2005",Four Brothers,Paramount Pictures,Thriller/Suspense,Remake,Live Action,Contemporary Fiction,"$30,000,000","2,533","2,649","$21,176,925","$74,494,381","$106,569,962","$18,000,000","$92,494,381"
36,"Apr 29, 2005","Apr 29, 2005",The Hitchhiker's Guide to the Galaxy,Walt Disney,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Science Fiction,"$45,000,000","3,133","3,133","$21,103,203","$51,019,112","$72,986,772","$51,727,102","$102,746,214"
37,"Mar 25, 2005","Mar 25, 2005",Guess Who,Sony Pictures,Comedy,Remake,Live Action,Contemporary Fiction,"$35,000,000","3,147","3,147","$20,671,446","$68,915,888","$98,589,494","$33,200,000","$102,115,888"
38,"May 13, 2005","May 13, 2005",Kicking and Screaming,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$45,000,000","3,455","3,470","$20,159,925","$52,842,724","$75,595,591","$3,000,000","$55,842,724"
39,"Jun 24, 2005","Jun 24, 2005",Bewitched,Sony Pictures,Comedy,Based on TV,Live Action,Fantasy,"$80,000,000","3,174","3,188","$20,131,130","$63,313,159","$90,574,355","$67,846,147","$131,159,306"
40,"May 6, 2005","May 6, 2005",Kingdom of Heaven,20th Century Fox,Action,Original Screenplay,Live Action,Historical Fiction,"$110,000,000","3,216","3,219","$19,635,996","$47,398,413","$67,807,088","$171,276,525","$218,674,938"
41,"Feb 4, 2005","Feb 4, 2005",Boogeyman,Sony Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000","3,052","3,052","$19,020,655","$46,752,382","$66,882,890","$20,440,477","$67,192,859"
42,"Jan 21, 2005","Jan 21, 2005",Are We There Yet?,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Kids Fiction,"$20,000,000","2,709","2,810","$18,575,214","$82,674,398","$118,272,102","$15,440,073","$98,114,471"
43,"Jun 3, 2005","Jun 3, 2005",Cinderella Man,Universal,Drama,Based on Real Life Events,Live Action,Dramatization,"$88,000,000","2,812","2,820","$18,320,205","$61,649,911","$88,194,951","$43,371,577","$105,021,488"
44,"Apr 8, 2005","Apr 8, 2005",Sahara,Paramount Pictures,Adventure,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$145,000,000","3,154","3,200","$18,068,372","$68,671,925","$98,240,484","$52,973,465","$121,645,390"
45,"Nov 23, 2005","Nov 23, 2005","Yours, Mine and Ours",Paramount Pictures,Comedy,Remake,Live Action,Contemporary Fiction,"$45,000,000","3,206","3,210","$17,461,108","$53,359,917","$76,255,162","$19,000,000","$72,359,917"
46,"Sep 2, 2005","Sep 2, 2005",The Transporter 2,20th Century Fox,Action,Original Screenplay,Live Action,Contemporary Fiction,"$32,000,000","3,303","3,320","$16,540,720","$43,095,856","$61,651,946","$45,882,602","$88,978,458"
47,"Sep 16, 2005","Sep 16, 2005",Just Like Heaven,Dreamworks SKG,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$58,000,000","3,508","3,543","$16,408,718","$48,318,130","$69,122,809","$52,368,953","$100,687,083"
48,"Oct 28, 2005","Oct 28, 2005",The Legend of Zorro,Sony Pictures,Adventure,Remake,Live Action,Historical Fiction,"$80,000,000","3,520","3,520","$16,328,506","$45,575,336","$65,199,030","$95,900,000","$141,475,336"
49,"Aug 19, 2005","Aug 19, 2005",Red Eye,Dreamworks SKG,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$26,000,000","3,079","3,134","$16,167,662","$57,891,803","$82,818,690","$38,774,683","$96,666,486"
50,"Aug 12, 2005","Aug 12, 2005",The Skeleton Key,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000","2,771","2,784","$16,057,945","$47,907,715","$68,535,681","$44,349,203","$92,256,918"
51,"Oct 5, 2005","Oct 5, 2005",Wallace & Gromit: The Curse of the We…,Dreamworks SKG,Adventure,Original Screenplay,Stop-Motion Animation,Kids Fiction,"$30,000,000","3,645","3,656","$16,025,987","$56,068,547","$80,208,871","$141,524,605","$197,593,152"
52,"Oct 21, 2005","Oct 21, 2005",Doom,Universal,Horror,Based on Game,Live Action,Science Fiction,"$70,000,000","3,043","3,044","$15,488,870","$28,212,337","$40,359,921","$30,544,841","$58,757,178"
53,"Aug 26, 2005","Aug 26, 2005",The Brothers Grimm,Miramax/Dimension,Adventure,Original Screenplay,Live Action,Fantasy,"$80,000,000","3,087","3,098","$15,092,079","$37,899,638","$54,218,359","$67,400,000","$105,299,638"
54,"Jul 29, 2005","Jul 29, 2005",Sky High,Walt Disney,Adventure,Original Screenplay,Live Action,Super Hero,"$35,000,000","2,905","2,912","$14,631,784","$63,939,454","$91,470,319","$19,169,905","$83,109,359"
55,"Dec 21, 2005","Dec 21, 2005",Fun With Dick And Jane,Sony Pictures,Comedy,Remake,Live Action,Contemporary Fiction,"$140,000,000","3,056","3,239","$14,383,515","$110,550,000","$156,607,828","$92,468,919","$203,018,919"
56,"Mar 24, 2005","Mar 24, 2005",Miss Congeniality 2: Armed and Fabulous,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$60,000,000","3,233","3,233","$14,043,215","$48,478,006","$69,351,527","$52,814,337","$101,292,343"
57,"Jan 14, 2005","Jan 7, 2005",Racing Stripes,Warner Bros.,Adventure,Original Screenplay,Animation/Live Action,Kids Fiction,"$30,000,000","3,185","3,185","$13,920,052","$49,772,522","$71,203,436","$40,036,911","$89,809,433"
58,"Nov 11, 2005","Nov 11, 2005",Zathura,Sony Pictures,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$65,000,000","3,223","3,232","$13,427,872","$28,045,540","$40,121,308","$30,500,000","$58,545,540"
59,"Jul 29, 2005","Jul 29, 2005",Stealth,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,"$138,000,000","3,495","3,495","$13,251,545","$32,116,746","$45,945,478","$44,300,000","$76,416,746"
60,"Jul 29, 2005","Jul 29, 2005",Must Love Dogs,Warner Bros.,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$35,000,000","2,505","2,505","$12,855,321","$43,894,863","$62,794,986","$14,510,450","$58,405,313"
61,"Jan 14, 2005","Jan 14, 2005",Elektra,20th Century Fox,Action,Spin-Off,Live Action,Super Hero,"$65,000,000","3,203","3,203","$12,804,793","$24,409,722","$34,919,984","$32,414,911","$56,824,633"
62,"Mar 30, 2005","Mar 30, 2005",Beauty Shop,MGM,Comedy,Spin-Off,Live Action,Contemporary Fiction,"$25,000,000","2,659","2,659","$12,801,465","$36,351,350","$52,003,409","$2,000,000","$38,351,350"
63,"Apr 29, 2005","Apr 29, 2005",XXX: State of the Union,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,"$60,000,000","3,480","3,480","$12,712,272","$26,873,932","$38,445,234","$44,200,000","$71,073,932"
64,"Jun 22, 2005","Jun 22, 2005",Herbie: Fully Loaded,Walt Disney,Adventure,Original Screenplay,Live Action,Kids Fiction,"$50,000,000","3,521","3,521","$12,709,221","$66,010,682","$94,433,375","$78,100,000","$144,110,682"
65,"Dec 2, 2005","Dec 2, 2005",Aeon Flux,Paramount Pictures,Action,Based on TV,Live Action,Science Fiction,"$55,000,000","2,608","2,608","$12,661,112","$25,857,987","$36,963,876","$28,055,586","$53,913,573"
66,"Jun 10, 2005","Jun 10, 2005",The Adventures of Sharkboy and Lavagi…,Miramax/Dimension,Adventure,Original Screenplay,Live Action,Kids Fiction,"$50,000,000","2,655","2,655","$12,582,088","$39,177,684","$56,046,701","$30,248,282","$69,425,966"
67,"Dec 16, 2005","Dec 16, 2005",The Family Stone,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000","2,466","2,469","$12,521,027","$60,062,868","$85,438,586","$32,294,631","$92,357,499"
68,"Jul 22, 2005","Jul 22, 2005",The Island,Dreamworks SKG,Action,Original Screenplay,Live Action,Science Fiction,"$120,000,000","3,122","3,138","$12,409,070","$35,818,913","$51,241,712","$127,200,000","$163,018,913"
69,"Apr 8, 2005","Apr 8, 2005",Fever Pitch,20th Century Fox,Romantic Comedy,Remake,Live Action,Contemporary Fiction,"$40,000,000","3,267","3,275","$12,400,125","$42,071,069","$60,185,910","$8,000,000","$50,071,069"
70,"Nov 11, 2005","Nov 11, 2005",Derailed,Weinstein Co.,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$22,000,000","2,443","2,447","$12,211,986","$36,020,063","$51,519,077","$21,500,000","$57,520,063"
71,"May 6, 2005","May 6, 2005",House of Wax,Warner Bros.,Horror,Remake,Live Action,Contemporary Fiction,"$35,000,000","3,111","3,111","$12,077,236","$32,064,800","$45,871,164","$38,000,000","$70,064,800"
72,"Nov 9, 2005","Nov 9, 2005",Get Rich or Die Tryin',Paramount Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000","1,652","1,666","$12,020,807","$30,981,850","$44,316,519","$15,685,105","$46,666,955"
73,"Oct 14, 2005","Oct 14, 2005",The Fog,Sony Pictures,Horror,Remake,Live Action,Contemporary Fiction,"$18,000,000","2,972","2,972","$11,752,917","$29,511,112","$42,217,919","$7,537,414","$37,048,526"
74,"Jul 22, 2005","Jul 22, 2005",The Bad News Bears,Paramount Pictures,Comedy,Remake,Live Action,Contemporary Fiction,"$35,000,000","3,183","3,183","$11,382,472","$32,868,349","$47,020,706","$632,271","$33,500,620"
75,"Feb 4, 2005","Feb 4, 2005",The Wedding Date,Universal,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$15,000,000","1,695","1,705","$11,129,580","$31,726,995","$45,387,915","$15,448,043","$47,175,038"
76,"May 13, 2005","May 13, 2005",Danny the Dog,Focus/Rogue Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,"$43,000,000","1,957","1,962","$10,900,901","$24,537,621","$35,102,953","$24,500,000","$49,037,621"
77,"Oct 14, 2005","Oct 14, 2005",Elizabethtown,Paramount Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$54,000,000","2,517","2,517","$10,618,711","$26,850,426","$38,411,608","$23,868,947","$50,719,373"
78,"Jun 24, 2005","Jun 24, 2005",George A. Romero's Land of the Dead,Universal,Horror,Original Screenplay,Live Action,Science Fiction,"$18,975,000","2,249","2,253","$10,221,705","$20,700,082","$29,613,057","$27,050,933","$47,751,015"
79,"Mar 11, 2005","Mar 11, 2005",Hostage,Miramax,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$75,000,000","2,123","2,183","$10,214,734","$34,636,443","$49,550,104","$43,000,000","$77,636,443"
80,"Feb 18, 2005","Feb 18, 2005",Because of Winn-Dixie,20th Century Fox,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$15,000,000","3,188","3,188","$10,208,431","$32,647,042","$46,704,112","$861,443","$33,508,485"
81,"Sep 30, 2005","Sep 30, 2005",Serenity,Universal,Action,Based on TV,Animation/Live Action,Science Fiction,"$39,000,000","2,188","2,189","$10,086,680","$25,514,517","$36,500,479","$14,804,923","$40,319,440"
82,"Oct 7, 2005","Oct 7, 2005",In Her Shoes,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,"2,808","2,840","$10,017,575","$32,880,591","$47,036,736","$49,322,439","$82,203,030"
83,"Nov 23, 2005","Nov 23, 2005",Rent,Sony Pictures,Musical,Based on Musical or Opera,Live Action,Historical Fiction,"$40,000,000","2,433","2,437","$10,016,021","$29,077,547","$41,596,679","$2,593,073","$31,670,620"
84,"Jul 8, 2005","Jul 8, 2005",Dark Water,Walt Disney,Horror,Remake,Live Action,Fantasy,"$60,000,000","2,657","2,657","$9,939,251","$25,473,093","$36,441,222","$24,000,000","$49,473,093"
85,"Jun 1, 2005","Jun 1, 2005",The Sisterhood of the Traveling Pants,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$25,000,000","2,583","2,583","$9,833,340","$39,053,061","$55,868,418","$2,507,056","$41,560,117"
86,"Feb 25, 2005","Feb 25, 2005",Cursed,Miramax/Dimension,Horror,Original Screenplay,Live Action,Fantasy,"$35,000,000","2,805","2,805","$9,633,085","$19,294,901","$27,602,837","$5,820,000","$25,114,901"
87,"Aug 12, 2005","Aug 12, 2005",Deuce Bigalow: European Gigolo,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$22,000,000","3,127","3,127","$9,626,287","$22,400,154","$32,045,143","$22,873,310","$45,273,464"
88,"Sep 16, 2005","Sep 16, 2005",Lord of War,Lionsgate,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$42,000,000","2,814","2,814","$9,390,144","$24,149,632","$34,547,911","$36,288,095","$60,437,727"
89,"Dec 21, 2005","Dec 21, 2005",Cheaper by the Dozen 2,20th Century Fox,Adventure,Remake,Live Action,Contemporary Fiction,"$60,000,000","3,175","3,211","$9,309,387","$82,571,173","$117,138,066","$52,444,157","$135,015,330"
90,"Nov 23, 2005","Nov 23, 2005",Just Friends,New Line,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,"2,505","2,507","$9,191,331","$32,596,916","$46,598,666","$10,200,763","$42,797,679"
91,"Oct 21, 2005","Oct 21, 2005",Dreamer: Inspired by a True Story,Dreamworks SKG,Drama,Based on Real Life Events,Live Action,Dramatization,"$32,000,000","2,007","2,735","$9,178,233","$33,022,286","$47,240,924","$6,476,074","$39,498,360"
92,"May 6, 2005","Apr 29, 2005",Crash,Lionsgate,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$7,303,082","1,864","1,905","$9,107,071","$55,334,418","$79,160,153","$45,838,620","$101,173,038"
93,"Feb 25, 2005","Feb 25, 2005",Man of the House,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000","2,422","2,422","$8,917,251","$19,699,706","$28,181,950","$2,400,000","$22,099,706"
94,"Oct 7, 2005","Oct 7, 2005",2 For the Money,Universal,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000","2,391","2,397","$8,703,240","$22,991,379","$32,890,938","$7,500,000","$30,491,379"
95,"Aug 31, 2005","Aug 31, 2005",The Constant Gardener,Focus Features,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$25,500,000","1,346","1,387","$8,673,803","$33,579,798","$48,038,494","$52,721,801","$86,301,599"
96,"Jul 22, 2005","Jul 22, 2005",Hustle & Flow,Paramount Vantage,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$2,800,000","1,013","1,016","$8,017,808","$22,202,809","$31,762,826","$1,388,974","$23,591,783"
97,"Apr 22, 2005","Apr 22, 2005",A Lot Like Love,Walt Disney,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000","2,502","2,502","$7,576,593","$21,835,784","$31,237,770","$20,085,806","$41,921,590"
98,"Sep 23, 2005","Sep 23, 2005",Roll Bounce,Fox Searchlight,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000","1,625","1,661","$7,570,366","$17,380,866","$24,864,556","$52,206","$17,433,072"
99,"Oct 7, 2005","Oct 7, 2005",The Gospel,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,969,983,"$7,523,571","$15,778,152","$22,571,863",$0,"$15,778,152"
100,"Feb 18, 2005","Feb 18, 2005",Son of the Mask,New Line,Adventure,Based on Comic/Graphic Novel,Live Action,Kids Fiction,"$100,000,000","2,966","2,966","$7,511,675","$17,018,422","$24,346,167","$42,900,000","$59,918,422"
