Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Mar 27, 2018","Mar 27, 2018",The Last Movie Star,A24,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,5,"$3,780","$14,410","$14,498",$0,"$14,410"
2,"May 4, 2018","May 4, 2018",Strangers on the Earth,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,2,"$3,768","$9,518","$9,573",$0,"$9,518"
3,"Jun 29, 2018","May 25, 2018",This is Congo,Abramorama Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,2,"$3,690","$7,051","$7,088","$1,857","$8,908"
4,"Jan 19, 2018","Jan 19, 2018",Mama Africa,ArtMattan Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,3,"$3,495","$9,808","$9,867",$0,"$9,808"
5,"Jan 12, 2018","Jan 12, 2018",Vazante,Music Box Films,Drama,Original Screenplay,Live Action,Historical Fiction,$0,1,6,"$3,489","$23,884","$24,035","$1,211","$25,095"
6,"Aug 31, 2018","Apr 20, 2018",Mes provinciales,Kino Lorber,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,2,"$3,467","$21,598","$21,733","$89,598","$111,196"
7,"Jan 12, 2018","Jan 12, 2018",Humor Me,Shout! Factory,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,1,5,"$3,342","$38,419","$38,670",$0,"$38,419"
8,"May 25, 2018","May 25, 2018",The Misandrists,Cartilage Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,1,5,"$3,278","$26,123","$26,290",$0,"$26,123"
9,"Jun 22, 2018","Jun 22, 2018",Spiral,Cohen Media Group,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,2,"$3,258","$6,279","$6,318",$0,"$6,279"
10,"Dec 14, 2018","Dec 14, 2018",Skjelvet,Magnolia Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,7,7,"$3,256","$6,235","$6,272","$4,046,173","$4,052,408"
11,"Jun 1, 2018","May 26, 2017",Rodin,Cohen Media Group,Drama,Based on Real Life Events,Live Action,Dramatization,$0,4,8,"$3,144","$36,720","$36,955","$2,325,201","$2,361,921"
12,"Aug 24, 2018","Aug 24, 2018",Hot to Trot,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$3,133","$3,133","$3,145",$0,"$3,133"
13,"Aug 1, 2018","May 10, 2018","Bedoune Tarikh, Bedoune Emza",Distrib Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,10,"$3,105","$36,446","$36,662","$89,337","$125,783"
14,"Nov 9, 2018","Nov 9, 2018",In Searching,Indican Pictures,Adventure,Original Screenplay,Live Action,Contemporary Fiction,$0,2,2,"$3,090","$5,210","$5,236",$0,"$5,210"
15,"Oct 17, 2018","Oct 17, 2018",Horn From the Heart: The Paul Butterf…,Abramorama Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,2,"$3,086","$58,597","$58,807",$0,"$58,597"
16,"Dec 7, 2018","Dec 7, 2018",Frank and Ava,Gravitas Ventures,Drama,Based on Real Life Events,Live Action,Dramatization,$0,1,3,"$3,080","$18,829","$18,863",$0,"$18,829"
17,"Jan 5, 2018","Jan 5, 2018",In the Land of Pomegranates,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$3,072","$7,014","$7,052",$0,"$7,014"
18,"Jan 26, 2018","Jan 26, 2018",Kickboxer: Retaliation,Well Go USA,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,1,10,"$3,061","$4,537","$4,567","$97,153","$101,690"
19,"Aug 10, 2018","Aug 10, 2018",Cuban Food Stories,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$3,032","$5,434","$5,465",$0,"$5,434"
20,"Sep 21, 2018","Sep 21, 2018",Painless,Indican Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,2,2,"$2,958","$6,940","$6,978",$0,"$6,940"
21,"May 18, 2018","May 18, 2018",The Most Unknown,Abramorama Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,2,"$2,905","$12,119","$12,196",$0,"$12,119"
22,"Mar 23, 2018","Oct 13, 2017",Lâ€™atelier,Strand,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,8,"$2,860","$20,590","$20,724","$959,087","$979,677"
23,"Nov 14, 2018","Nov 14, 2018",Shoah Four Sisters,Cohen Media Group,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,3,"$2,840","$5,512","$5,548",$0,"$5,512"
24,"Mar 2, 2018","Mar 2, 2018",American Socialist: The Life & Times …,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,3,"$2,823","$12,610","$12,691",$0,"$12,610"
25,"Apr 27, 2018","Apr 27, 2018",Duck Butter,The Orchard,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,2,2,"$2,797","$6,877","$6,914",$0,"$6,877"
26,"Aug 24, 2018","Aug 24, 2018",An L.A. Minute,Strand,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,3,3,"$2,791","$2,791","$2,806",$0,"$2,791"
27,"Dec 7, 2018","Dec 7, 2018",The Partyâ€™s Just Beginning,The Orchard,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,10,10,"$2,770","$4,145","$4,163",$226,"$4,371"
28,"Jun 8, 2018","Jun 8, 2018",La quÃªte dâ€™Alain Ducasse,Magnolia Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,5,"$2,711","$9,627","$9,684","$26,347","$35,974"
29,"Nov 9, 2018","Nov 9, 2018",Postcards From London,Strand,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$2,686","$5,312","$5,346","$10,250","$15,562"
