Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Nov 17, 2010","Nov 17, 2010",William S. Burroughs: A Man Within,Oscilloscope Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,4,"$6,510","$46,380","$53,810",$0,"$46,380"
2,"May 12, 2010","May 12, 2010",Beetle Queen Conquers Tokyo,Argot Pictures,Documentary,Based on Real Life Events,,Factual,$0,1,1,"$6,498","$15,930","$18,514",$0,"$15,930"
3,"May 14, 2010","May 14, 2010",Tamo i ovde,,Comedy,,,,$0,1,4,"$6,352","$24,460","$28,427",$0,"$24,460"
4,"Jun 4, 2010","Jun 4, 2010",Cropsey,,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,3,"$6,305","$42,392","$49,261",$0,"$42,392"
5,"May 25, 2010","Apr 6, 1966",Django,Rialto Pictures,Western,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,8,8,"$6,150","$19,391","$22,283",$0,"$19,391"
6,"Feb 26, 2010","Feb 26, 2010",Prodigal Sons,First Run Features,,,,,$0,1,11,"$6,102","$73,544","$85,474",$0,"$73,544"
7,"Sep 10, 2010","Sep 10, 2010",Who is Harry Nilsson (and Why is Ever…,Lorber Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,3,"$6,078","$30,975","$35,992",$0,"$30,975"
8,"Oct 22, 2010","Oct 22, 2010",BearCity,TLA Releasing,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$5,980","$5,980","$6,942",$0,"$5,980"
9,"Apr 30, 2010","Apr 30, 2010",The Good Heart,Magnolia Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$3,800,000",5,6,"$5,955","$20,930","$24,319","$728,756","$749,686"
10,"Aug 4, 2010","Aug 4, 2010",La siciliana ribelle,Music Box Films,Drama,Based on Real Life Events,Live Action,Dramatization,$0,1,6,"$5,922","$71,239","$82,796",$0,"$71,239"
11,"Mar 12, 2010","Mar 12, 2010",The Exploding Girl,Oscilloscope Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$40,000",1,3,"$5,910","$25,572","$29,720",$0,"$25,572"
12,"Sep 3, 2010","Sep 3, 2010",White Wedding,The Little Film Company/Dada Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,4,4,"$5,860","$11,711","$13,608",$0,"$11,711"
13,"May 7, 2010","May 7, 2010",The Oath,Zeitgeist,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,4,"$5,760","$42,273","$49,124",$0,"$42,273"
14,"May 19, 2010","May 19, 2010",Deux de la vague,Lorber Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$5,676","$28,808","$33,480",$0,"$28,808"
15,"Apr 23, 2010","Apr 23, 2010",Best Worst Movie,Area 23a,,,,,$0,1,2,"$5,503","$109,895","$127,720",$0,"$109,895"
16,"Jul 2, 2010","Jul 2, 2010",Great Directors,Paladin,,,,,$0,1,4,"$5,440","$17,921","$20,825",$0,"$17,921"
17,"Jul 9, 2010","Jul 9, 2010",36 vues du Pic Saint Loup,Cinema Guild,Comedy,,Live Action,,$0,1,5,"$5,326","$33,216","$38,578",$0,"$33,216"
18,"Nov 5, 2010","Nov 5, 2010",Violet Tendencies,Embrem Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$5,264","$13,304","$15,442",$0,"$13,304"
19,"Feb 26, 2010","Feb 26, 2010",Toe to Toe,Strand,,,,,$0,1,3,"$5,205","$21,648","$25,153",$0,"$21,648"
20,"Mar 26, 2010","Mar 26, 2010",Dancing Across Borders,First Run Features,Documentary,Based on Real Life Events,,Factual,$0,1,5,"$5,204","$66,166","$76,900",$0,"$66,166"
21,"Apr 2, 2010","Apr 2, 2010",The Thorn in the Heart,Oscilloscope Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$5,173","$7,376","$8,565",$0,"$7,376"
22,"Apr 9, 2010","Apr 9, 2010",Valley of the Hearts Delight,Indican Pictures,Drama,Based on Real Life Events,Live Action,Historical Fiction,"$2,500,000",4,8,"$5,164","$118,666","$137,917",$0,"$118,666"
23,"Aug 13, 2010","Aug 13, 2010",Milh Hadha al-Bahr,Lorber Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,2,"$4,973","$11,662","$13,553",$0,"$11,662"
24,"Jun 11, 2010","Jun 11, 2010",Jerusalema,Anchor Bay Entertainment,Action,Original Screenplay,Live Action,Historical Fiction,"$2,000,000",4,4,"$4,958","$7,294","$8,473","$3,385","$10,679"
25,"Mar 12, 2010","Mar 12, 2010",Children of Invention,The Kids Are Alright Productions/Variance Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,2,"$4,874","$11,183","$12,994",$0,"$11,183"
26,"Apr 23, 2010","Apr 23, 2010",Joheunnom nabbeunnom isanghannom,,Action,Original Screenplay,Live Action,Historical Fiction,"$10,000,000",1,15,"$4,775","$128,486","$149,324","$42,098,171","$42,226,657"
27,"Jun 2, 2010","Jun 2, 2010",Double Take,Kino International,Documentary,Based on Real Life Events,,Factual,$0,1,1,"$4,650","$20,218","$23,494",$0,"$20,218"
28,"Aug 13, 2010","Aug 13, 2010",Neshoba: The Price of Freedom,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,2,"$4,645","$19,245","$22,366",$0,"$19,245"
29,"Oct 27, 2010","Oct 27, 2010",Strange Powers: Stephin Merritt and t…,Variance Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,5,"$4,620","$68,719","$79,770",$0,"$68,719"
30,"Sep 10, 2010","Sep 10, 2010","Lovely, Still",Monterey Media,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000",2,17,"$4,584","$127,564","$148,251","$155,123","$282,687"
31,"Jan 8, 2010","Jan 8, 2010",Wonderful World,Magnolia Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,4,4,"$4,582","$9,309","$10,811",$0,"$9,309"
32,"Oct 29, 2010","Oct 29, 2010",The Kids Grow Up,,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,2,"$4,497","$12,095","$14,048",$0,"$12,095"
33,"Sep 17, 2010","Sep 17, 2010",The Freebie,Phase 4 Films,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$4,309","$8,300","$9,638",$0,"$8,300"
34,"Jan 15, 2010","Jan 15, 2010",44 Inch Chest,Image Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,5,"$4,185","$39,033","$45,364",$0,"$39,033"
35,"Feb 19, 2010","Feb 19, 2010",The Last New Yorker,Brink Film,Drama,,,,$0,1,1,"$4,172","$6,607","$7,675",$0,"$6,607"
36,"Feb 12, 2010","Feb 12, 2010",American Radical: The Trials of Norma…,Typecast Releasing,,,,,$0,1,3,"$4,122","$15,451","$17,955",$0,"$15,451"
37,"Dec 24, 2010","Dec 24, 2010",Oy Vey! My Son is Gay!,,,,,,$0,1,5,"$4,042","$89,507","$103,538",$0,"$89,507"
