Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"May 19, 1999","May 19, 1999",Star Wars Ep. I: The Phantom Menace,20th Century Fox,Adventure,Original Screenplay,Animation/Live Action,Science Fiction,"$115,000,000","2,970","3,126","$64,810,970","$474,544,677","$828,160,499","$552,500,000","$1,027,044,677"
2,"Jun 10, 1999","Jun 10, 1999",Austin Powers: The Spy Who Shagged Me,New Line,Comedy,Original Screenplay,Live Action,Dramatization,"$35,000,000","3,312","3,314","$54,917,604","$206,040,085","$371,926,681","$106,343,402","$312,383,487"
3,"May 7, 1999","May 7, 1999",The Mummy,Universal,Adventure,Remake,Live Action,Fantasy,"$80,000,000","3,209","3,415","$43,369,635","$155,385,488","$280,489,154","$261,000,000","$416,385,488"
4,"Jun 25, 1999","Jun 25, 1999",Big Daddy,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000","3,027","3,254","$41,536,370","$163,479,795","$295,100,339","$65,161,488","$228,641,283"
5,"Nov 19, 1999","Nov 19, 1999",The World is Not Enough,MGM,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$135,000,000","3,163","3,165","$35,519,007","$126,930,660","$228,184,877","$234,800,000","$361,730,660"
6,"Jul 30, 1999","Jul 30, 1999",Runaway Bride,Paramount Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$70,000,000","3,158","3,240","$35,055,556","$152,257,509","$274,832,896","$157,880,669","$310,138,178"
7,"Jun 16, 1999","Jun 16, 1999",Tarzan,Walt Disney,Adventure,Based on Fiction Book/Short Story,Hand Animation,Historical Fiction,"$145,000,000","3,005","3,131","$34,221,968","$171,091,819","$308,821,510","$277,100,000","$448,191,819"
8,"Jul 23, 1999","Jul 23, 1999",The Haunting,Dreamworks SKG,Horror,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$80,000,000","2,808","2,881","$33,435,140","$91,188,905","$164,606,736","$89,000,000","$180,188,905"
9,"Nov 10, 1999","Nov 10, 1999",Pokemon: The First Movie,Warner Bros.,Adventure,Based on Game,Hand Animation,Kids Fiction,"$30,000,000","3,043","3,043","$31,036,678","$85,744,662","$154,607,557","$77,900,000","$163,644,662"
10,"Nov 19, 1999","Nov 19, 1999",Sleepy Hollow,Paramount Pictures,Horror,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$70,000,000","3,064","3,069","$30,060,467","$101,068,340","$181,585,991","$106,000,000","$207,068,340"
11,"Mar 31, 1999","Mar 31, 1999",The Matrix,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,"$65,000,000","2,849","2,908","$27,788,331","$173,993,387","$309,367,006","$291,980,811","$465,974,198"
