Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Jan 31, 1997","Jan 31, 1997",Johns,First Look,,,,,$0,8,8,"$50,789","$177,605","$354,815",$0,"$177,605"
2,"Jul 18, 1997","Jul 18, 1997",The Swan Princess: Escape from Castle…,Legacy Releasing,,Original Screenplay,,,$0,97,97,"$50,208","$235,766","$471,017",$0,"$235,766"
3,"Oct 10, 1997","Oct 10, 1997",Boogie Nights,New Line,Drama,Based on Short Film,Live Action,Historical Fiction,"$15,000,000",2,"1,003","$50,168","$26,410,771","$52,654,571","$16,700,954","$43,111,725"
4,"Dec 26, 1997","Dec 26, 1997",Afterglow,Sony Pictures Classics,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,7,356,"$50,052","$2,537,428","$4,967,435",$0,"$2,537,428"
5,"Aug 1, 1997","Aug 1, 1997",Love Serenade,Miramax,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,5,35,"$49,853","$604,523","$1,207,726",$0,"$604,523"
6,"Feb 14, 1997","Feb 14, 1997",Unhook the Stars,Miramax,,,,,$0,13,13,"$49,568","$301,888","$603,111",$0,"$301,888"
7,"Oct 10, 1997","Oct 10, 1997",Napoleon,Goldwyn Entertainment,Adventure,Original Screenplay,Live Action,Kids Fiction,$0,40,40,"$47,686","$100,127","$200,034",$0,"$100,127"
8,"Nov 7, 1997","Nov 7, 1997",The Hanging Garden,Goldwyn Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,5,20,"$45,830","$925,756","$1,826,508",$0,"$925,756"
9,"Sep 26, 1997","Sep 26, 1997",La conciergerie,,,,,,$0,33,34,"$45,807","$160,944","$321,537",$0,"$160,944"
10,"Oct 31, 1997","Oct 31, 1997",Critical Care,,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$12,000,000",10,34,"$43,380","$220,175","$439,867",$0,"$220,175"
11,"Nov 14, 1997","Nov 14, 1997",Kiss or Kill,October Films,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,6,73,"$42,088","$771,091","$1,540,496",$0,"$771,091"
12,"Oct 10, 1997","Oct 10, 1997",Dancehall Queen,,,,,,$0,3,5,"$40,627","$223,426","$446,359",$0,"$223,426"
13,"Mar 7, 1997","Mar 7, 1997",Good Luck,,,,,,$0,106,106,"$39,962","$39,962","$79,834",$0,"$39,962"
14,"Jan 31, 1997","Jan 31, 1997",Waiting for Guffman,Sony Pictures Classics,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$4,000,000",3,64,"$37,990","$2,922,988","$5,839,603",$0,"$2,922,988"
15,"Jan 24, 1997","Jan 24, 1997",Kolya,Miramax,Comedy,Original Screenplay,Live Action,Historical Fiction,$0,3,173,"$37,795","$5,770,254","$11,527,928",$0,"$5,770,254"
16,"Mar 5, 1997","Mar 5, 1997",The Daytrippers,Lionsgate,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,2,52,"$35,988","$2,096,256","$4,187,939",$0,"$2,096,256"
17,"Apr 11, 1997","Apr 11, 1997",Kissed,Goldwyn Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,8,38,"$34,552","$465,417","$929,820",$0,"$465,417"
18,"Sep 12, 1997","Sep 12, 1997",Marquise,,Drama,Original Screenplay,Live Action,Historical Fiction,$0,12,12,"$34,403","$71,384","$142,612",$0,"$71,384"
19,"May 2, 1997","May 2, 1997",Broken English,Sony Pictures Classics,Drama,Original Screenplay,Live Action,,$0,10,29,"$34,029","$476,070","$951,094",$0,"$476,070"
20,"Sep 5, 1997","Sep 5, 1997",Julian Po,Fine Line,,,,,$0,75,75,"$33,148","$33,148","$66,217",$0,"$33,148"
21,"Apr 23, 1997","Apr 23, 1997",Shekvarebuli kulinaris ataserti retsepti,Sony Pictures Classics,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,6,34,"$32,510","$686,121","$1,370,741",$0,"$686,121"
22,"Jun 20, 1997","Jun 20, 1997",Dream With The Fishes,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$1,000,000",7,32,"$31,777","$542,909","$1,084,628",$0,"$542,909"
23,"Mar 14, 1997","Mar 14, 1997",The Substance of Fire,Miramax,,,,,$0,11,11,"$31,638","$31,638","$63,200",$0,"$31,638"
24,"Apr 30, 1997","Apr 30, 1997",Children of the Revolution,Miramax,Comedy,Original Screenplay,Live Action,Historical Fiction,$0,6,59,"$31,562","$845,391","$1,688,940",$0,"$845,391"
25,"Oct 10, 1997","Oct 10, 1997",The Sweet Hereafter,,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$5,000,000",2,95,"$31,149","$4,306,697","$8,479,673","$3,644,550","$7,951,247"
26,"Apr 18, 1997","Apr 18, 1997",Traveller,October Films,,,,,$0,6,63,"$30,855","$500,649","$1,000,199",$0,"$500,649"
27,"Sep 17, 1997","Sep 17, 1997",The Myth of Fingerprints,Sony Pictures Classics,,,,,$0,3,50,"$30,533","$505,828","$1,010,552",$0,"$505,828"
28,"Dec 17, 1997","Dec 17, 1997",The Apostle,October Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000",4,751,"$29,396","$20,733,485","$40,540,341","$544,285","$21,277,770"
29,"May 9, 1997","May 9, 1997",Nowhere,Fine Line,,,,,$0,2,2,"$27,354","$176,979","$353,568",$0,"$176,979"
30,"Sep 5, 1997","Sep 5, 1997",Catherine's Grove,,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,18,18,"$26,641","$26,641","$53,223",$0,"$26,641"
31,"Oct 24, 1997","Oct 24, 1997",Rien ne va plus,New Yorker,Comedy,,Live Action,,"$10,000,000",10,10,"$25,696","$245,359","$454,603","$4,800,000","$5,045,359"
32,"Aug 22, 1997","Aug 22, 1997",Sunday,,Drama,,Live Action,,"$450,000",4,20,"$25,682","$410,919","$820,935","$39,430","$450,349"
33,"Sep 5, 1997","Sep 5, 1997",Latin Boys Go to Hell,Strand,,,,,$0,2,3,"$24,335","$189,022","$373,696",$0,"$189,022"
34,"Dec 19, 1997","Dec 19, 1997",Matusalem II,,,,,,$0,40,41,"$24,014","$88,675","$177,155",$0,"$88,675"
35,"Mar 28, 1997","Mar 28, 1997",Le Plus Beau Metier du Monde,,,,,,$0,10,10,"$23,862","$23,862","$47,666",$0,"$23,862"
36,"Oct 3, 1997","Oct 3, 1997","Fast, Cheap & Out of Control",Sony Pictures Classics,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,40,"$23,665","$848,801","$1,691,984",$0,"$848,801"
37,"May 16, 1997","May 16, 1997",The Van,Fox Searchlight,Comedy,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,3,25,"$23,366","$621,093","$1,240,829","$5,592,945","$6,214,038"
38,"Mar 28, 1997","Mar 28, 1997",Love and Other Catastrophes,Fox Searchlight,Comedy,,Live Action,,"$250,000",3,32,"$22,807","$212,285","$424,103","$530,931","$743,216"
39,"Sep 12, 1997","Sep 12, 1997",Bandwagon,Cinepix Film Properties,Comedy,Original Screenplay,Live Action,,$0,12,12,"$22,189","$44,544","$88,986",$0,"$44,544"
40,"Jun 13, 1997","Jun 13, 1997",Wedding Bell Blues,,,,,,$0,11,11,"$22,002","$22,002","$43,952",$0,"$22,002"
41,"Jul 25, 1997","Jul 25, 1997",Alive and Kicking,First Look,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,4,16,"$21,322","$294,467","$588,292",$0,"$294,467"
42,"Dec 24, 1997","Dec 24, 1997",The Winter Guest,Fine Line,Drama,Based on Play,Live Action,Contemporary Fiction,$0,3,21,"$21,305","$870,290","$1,709,334",$0,"$870,290"
43,"Sep 19, 1997","Sep 19, 1997",Going All the Way,Gramercy,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,4,17,"$20,796","$89,823","$175,798",$0,"$89,823"
44,"Nov 7, 1997","Nov 7, 1997",Sick,,,,,,$0,4,9,"$20,130","$191,833","$380,041",$0,"$191,833"
45,"Jul 11, 1997","Jul 11, 1997","This World, Then the Fireworks",Orion Classics,,,,,$0,5,5,"$19,906","$51,618","$103,117",$0,"$51,618"
46,"Oct 17, 1997","Oct 17, 1997",Gummo,Fine Line,,,,,$0,3,5,"$19,820","$87,403","$174,615","$277,972","$365,375"
47,"Nov 14, 1997","Nov 14, 1997",The Tango Lesson,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,49,"$19,752","$1,026,402","$2,018,134","$3,167,636","$4,194,038"
48,"Aug 15, 1997","Aug 15, 1997",The Delta,Strand,,,,,$0,2,2,"$18,134","$18,134","$36,222",$0,"$18,134"
49,"Jan 31, 1997","Jan 31, 1997",Prisoner of the Mountains,Orion Classics,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,3,36,"$17,196","$790,078","$1,578,432",$0,"$790,078"
50,"Jun 27, 1997","Jun 27, 1997",Late Bloomers,Strand,,,,,$0,3,3,"$13,749","$91,285","$182,364",$0,"$91,285"
51,"Jul 9, 1997","Jul 9, 1997",4 Little Girls,,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,4,"$13,528","$218,444","$436,409",$0,"$218,444"
52,"Jul 25, 1997","Jul 25, 1997",Box of Moonlight,Trimark,Comedy,Original Screenplay,Live Action,,$0,1,68,"$13,208","$720,717","$1,439,855",$0,"$720,717"
53,"Jun 20, 1997","Jun 20, 1997",The Last Time I Committed Suicide,Roxie Releasing,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$4,000,000",4,4,"$12,836","$12,836","$25,639",$0,"$12,836"
54,"Jul 11, 1997","Jul 11, 1997",Shooting Porn,,,,,,$0,1,1,"$12,648","$133,048","$265,802",$0,"$133,048"
55,"Aug 8, 1997","Aug 8, 1997",Soul in the Hole,Northern Arts Entertainment,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,3,"$10,758","$10,758","$21,485",$0,"$10,758"
56,"Sep 19, 1997","Sep 19, 1997",The Long Way Home,Seventh Art Releasing,Documentary,Based on Real Life Events,Live Action,Factual,$0,7,7,"$10,606","$18,665","$37,285",$0,"$18,665"
57,"Oct 31, 1997","Oct 31, 1997","I Love You, I Love You Not",,,,,,$0,6,6,"$10,587","$20,325","$40,605",$0,"$20,325"
58,"Mar 5, 1997","Mar 5, 1997",The Watermelon Woman,First Run Features,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$300,000",1,54,"$8,936","$42,735","$83,502",$0,"$42,735"
59,"Nov 14, 1997","Nov 14, 1997",Nick and Jane,Avalanche Releasing,,,,,$0,9,9,"$7,520","$11,251","$22,476",$0,"$11,251"
60,"Sep 19, 1997","Sep 19, 1997",Intimate Relations,Fox Searchlight,Black Comedy,Based on Real Life Events,Live Action,Historical Fiction,$0,3,10,"$7,294","$28,978","$57,890",$0,"$28,978"
61,"Nov 14, 1997","Nov 14, 1997",The Mouse,Strand,,,,,$0,7,7,"$6,707","$6,707","$13,397",$0,"$6,707"
62,"Dec 12, 1997","Dec 12, 1997",Hugo Pool,Northern Arts Entertainment,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,2,2,"$3,620","$3,620","$7,226",$0,"$3,620"
63,"Nov 28, 1997","Nov 28, 1997",Dead Heart,,Drama,Based on Real Life Events,Live Action,Dramatization,$0,1,1,"$1,209","$1,209","$2,412",$0,"$1,209"
64,"Nov 19, 1997","Nov 19, 1997",Travolti da un insolito destino nellï¿½…,Kino Lorber,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,1,2,"$1,011","$7,876","$8,051",$0,"$7,876"
65,"Apr 25, 1997","Apr 25, 1997",Inside the Goldmine,Dove Entertainment,Drama,,,,$0,1,1,$650,"$1,406","$2,806",$0,"$1,406"
66,"Nov 7, 1997","Nov 7, 1997",Cold Around the Heart,20th Century Fox,,,,,$0,1,1,$552,$552,"$1,100",$0,$552
67,"Oct 3, 1997","Oct 3, 1997",The Locusts,MGM,,,,,$0,0,12,$0,"$37,888","$75,689",$0,"$37,888"
68,"Dec 31, 1997","Jun 18, 1997",Dobermann,,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,0,0,$0,$0,$0,$22,$22
69,"Apr 11, 1997","Apr 11, 1997",Grind,Castle Hill Productions,,,,,$0,0,0,$0,"$5,000","$9,986",$0,"$5,000"
