Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Jul 20, 2007","Jul 20, 2007",Falling for Grace,Slowhand Cinema,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$3,614","$30,276","$40,348",$0,"$30,276"
2,"Sep 21, 2007","Sep 21, 2007",Imprint,Linn Productions,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$3,607","$6,109","$8,134",$0,"$6,109"
3,"Sep 21, 2007","Sep 21, 2007",Ant̫nia - O Filme,Anywhere Road Entertainment,Musical,Based on TV,Live Action,Contemporary Fiction,"$950,000",2,2,"$3,550","$3,550","$4,723","$286,239","$289,789"
4,"Sep 7, 2007","Sep 7, 2007",Der Unbekannte Soldat,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$3,545","$9,602","$12,792",$0,"$9,602"
5,"Sep 7, 2007","Sep 7, 2007",The Inner Life of Martin Frost,New Yorker,Comedy,Original Screenplay,Live Action,Fantasy,$0,1,1,"$3,522","$5,114","$6,813",$0,"$5,114"
6,"Jul 27, 2007","Jul 27, 2007",The Camden 28,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$3,428","$6,983","$9,298",$0,"$6,983"
7,"Apr 13, 2007","Apr 13, 2007",Everything's Gone Green,First Independent Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,1,4,"$3,426","$19,373","$25,814",$0,"$19,373"
8,"Jul 6, 2007","Jul 6, 2007",El M̩todo,Palm Pictures,Drama,Based on Play,Live Action,Contemporary Fiction,$0,2,2,"$3,407","$7,017","$9,344",$0,"$7,017"
9,"Apr 20, 2007","Apr 20, 2007",Stephanie Daley,Regent Releasing,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,3,"$3,401","$25,751","$34,314",$0,"$25,751"
10,"Sep 28, 2007","Sep 28, 2007",The Price of Sugar,Mitropoulos Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$3,384","$5,000","$6,657",$0,"$5,000"
11,"Apr 26, 2007","Apr 26, 2007",Americanizing Shelley,Rocky Mountain Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,1,5,"$3,314","$128,024","$170,635",$0,"$128,024"
12,"Aug 24, 2007","Aug 24, 2007",10 Questions for the Dalai Lama,Monterey Media,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,9,"$3,234","$224,546","$299,281","$260,000","$484,546"
13,"Aug 17, 2007","Aug 17, 2007",La Strada di Levi,Cinema Guild,Documentary,Based on Fiction Book/Short Story,Live Action,Factual,$0,1,1,"$3,151","$22,026","$29,353",$0,"$22,026"
14,"Aug 15, 2007","Aug 15, 2007",O C̩u de Suely,Strand,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$3,058","$12,007","$16,002",$0,"$12,007"
15,"Sep 21, 2007","Sep 21, 2007",L'homme de sa vie,Strand,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$2,991","$7,704","$10,261",$0,"$7,704"
16,"Apr 27, 2007","Apr 27, 2007",Les amiti̩s mal̩fiques,Strand,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,2,"$2,980","$13,665","$18,212",$0,"$13,665"
