Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Aug 6, 2010","Aug 6, 2010",Twelve,Hannover House,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,231,231,"$110,238","$183,920","$213,753",$0,"$183,920"
2,"Oct 15, 2010","Oct 15, 2010",Conviction,Fox Searchlight,Drama,Based on Real Life Events,Live Action,Dramatization,"$12,500,000",11,672,"$102,351","$6,797,696","$7,900,487","$5,029,284","$11,826,980"
3,"May 14, 2010","May 14, 2010",The Trotsky,,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,34,34,"$101,298","$440,008","$511,383",$0,"$440,008"
4,"Mar 5, 2010","Mar 5, 2010",Atithi Tum Kab Jaoge?,Viva Entertainment,Comedy,,,,$0,40,40,"$101,226","$235,847","$274,100","$2,502,763","$2,738,610"
5,"Sep 24, 2010","Sep 24, 2010",Buried,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$1,987,650",11,107,"$100,268","$1,044,143","$1,213,530","$20,226,147","$21,270,290"
6,"Sep 10, 2010","Sep 10, 2010",I'm Still Here,Magnolia Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,19,120,"$96,658","$408,983","$475,327","$328,662","$737,645"
7,"Feb 19, 2010","Feb 19, 2010",Le Petit Nicolas,,Adventure,,Live Action,Kids Fiction,"$30,000,000",38,38,"$95,919","$201,857","$234,596","$52,137,709","$52,339,566"
8,"May 21, 2010","May 21, 2010",Solitary Man,Anchor Bay Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$12,500,000",4,177,"$94,936","$4,360,548","$5,067,956",$0,"$4,360,548"
9,"Nov 19, 2010","Nov 19, 2010",Today's Special,Reliance Big Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,55,55,"$90,639","$317,831","$369,386",$0,"$317,831"
10,"Jul 30, 2010","Jul 30, 2010",Get Low,Sony Pictures Classics,,,,,"$7,000,000",4,570,"$88,182","$9,176,933","$10,665,315","$1,651,372","$10,828,305"
11,"Jun 11, 2010","Jun 11, 2010",Winterâ€™s Bone,Roadside Attractions,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$2,000,000",4,141,"$84,797","$6,531,503","$7,589,422","$9,600,048","$16,131,551"
12,"Feb 19, 2010","Feb 19, 2010",Blood Done Sign My Name,Paladin,Drama,Based on Real Life Events,Live Action,Dramatization,"$10,000,000",95,95,"$82,739","$109,383","$127,124",$0,"$109,383"
13,"Sep 24, 2010","Sep 24, 2010",Like Dandelion Dust,Self Distributed,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,25,60,"$77,960","$352,810","$410,046",$0,"$352,810"
14,"Feb 26, 2010","Feb 26, 2010",Formosa Betrayed,Screen Media Films,,,,,$0,15,16,"$77,326","$225,341","$261,895",$0,"$225,341"
15,"Oct 8, 2010","Oct 8, 2010",Stone,Overture Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$22,000,000",6,125,"$75,766","$1,810,078","$2,103,726","$2,254,942","$4,065,020"
16,"Sep 3, 2010","Sep 3, 2010",L'ennemi public nÂ°1,Music Box Films,Drama,Based on Real Life Events,Live Action,Dramatization,$0,31,31,"$74,449","$275,387","$319,978",$0,"$275,387"
17,"Jan 15, 2010","Jan 15, 2010",The Last Station,Sony Pictures Classics,Drama,Based on Fiction Book/Short Story,Live Action,Dramatization,"$18,000,000",3,354,"$73,723","$6,617,867","$7,691,484","$9,078,279","$15,696,146"
18,"Apr 9, 2010","Apr 9, 2010",When You're Strange: A Film About The…,Abramorama Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,8,8,"$66,833","$246,078","$285,994","$2,597,722","$2,843,800"
19,"Aug 6, 2010","Aug 6, 2010",Cairo Time,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,5,76,"$66,245","$1,603,616","$1,863,766","$257,743","$1,861,359"
20,"Nov 24, 2010","Nov 24, 2010",The Nutcracker in 3D,Freestyle Releasing,Musical,Based on Ballet,Animation/Live Action,Kids Fiction,"$90,000,000",45,115,"$65,944","$195,459","$227,168","$20,270,557","$20,466,016"
21,"Jan 8, 2010","Jan 8, 2010",Crazy on the Outside,Freestyle Releasing,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,74,74,"$64,438","$88,335","$102,658",$0,"$88,335"
22,"Aug 13, 2010","Aug 13, 2010",Animal Kingdom,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$4,200,000",7,61,"$61,968","$1,044,039","$1,213,246","$7,034,644","$8,078,683"
23,"Apr 9, 2010","Apr 9, 2010",After.Life,Anchor Bay Entertainment,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$4,500,000",41,41,"$59,946","$108,596","$126,207","$2,373,329","$2,481,925"
24,"Jan 29, 2010","Jan 29, 2010",Ishqiya,Viva Entertainment,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,13,18,"$58,521","$91,468","$106,299","$5,657,920","$5,749,388"
25,"Dec 17, 2010","Dec 17, 2010",Rabbit Hole,Lionsgate,Drama,Based on Play,Live Action,Contemporary Fiction,"$5,000,000",5,131,"$53,778","$2,229,058","$2,580,154","$3,975,976","$6,205,034"
26,"Jan 22, 2010","Jan 22, 2010",Creation,Newmarket Films,Drama,Based on Real Life Events,Live Action,Dramatization,$0,7,12,"$53,073","$341,323","$396,694",$0,"$341,323"
27,"Oct 8, 2010","Oct 8, 2010",Nowhere Boy,Weinstein Co.,Drama,Based on Real Life Events,Live Action,Dramatization,"$1,900,000",4,215,"$52,749","$1,445,366","$1,679,843","$6,339,863","$7,785,229"
28,"Jan 8, 2010","Jan 8, 2010",Dulha Mil Gaya,Viva Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,40,40,"$52,656","$67,511","$78,459",$0,"$67,511"
29,"Sep 10, 2010","Sep 10, 2010",L'arnacouer,IFC Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,3,43,"$52,628","$504,030","$585,798","$34,432,741","$34,936,771"
30,"Oct 1, 2010","Oct 1, 2010",Hatchet II,Vitagraph Films,Horror,Original Screenplay,Live Action,Contemporary Fiction,$0,68,68,"$52,604","$62,000","$72,058",$0,"$62,000"
31,"Aug 13, 2010","Aug 13, 2010",La Soga,7-57 Releasing,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,11,20,"$52,554","$210,625","$244,793",$0,"$210,625"
32,"Aug 20, 2010","Aug 20, 2010",The Tillman Story,Weinstein Co.,Documentary,Based on Real Life Events,Live Action,Factual,$0,4,28,"$52,185","$798,940","$928,545",$0,"$798,940"
33,"Sep 24, 2010","Sep 24, 2010",Howl,Oscilloscope Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,$0,6,29,"$51,185","$617,334","$717,323",$0,"$617,334"
34,"Aug 20, 2010","Aug 20, 2010",What If...,Five & Two Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,23,82,"$49,770","$814,906","$946,821",$0,"$814,906"
35,"Sep 10, 2010","Sep 10, 2010",De Mai Tinh,Variance Films,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,8,8,"$49,313","$165,987","$192,909",$0,"$165,987"
36,"Apr 9, 2010","Apr 9, 2010",La Mission,Screen Media Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,15,47,"$49,046","$1,062,941","$1,235,382",$0,"$1,062,941"
37,"Feb 26, 2010","Feb 26, 2010",Teen Patti,,,,,,$0,50,50,"$46,542","$63,151","$73,388",$0,"$63,151"
38,"Sep 10, 2010","Sep 10, 2010",The Romantics,Four of a Kind Productions,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,2,14,"$45,527","$106,524","$123,804",$0,"$106,524"
39,"Apr 30, 2010","Apr 30, 2010",Touching Home,CFI,Drama,,,,$0,3,7,"$45,333","$110,594","$128,527",$0,"$110,594"
40,"Jun 11, 2010","Jun 11, 2010",Coco Chanel and Igor Stravinsky,Sony Pictures Classics,Drama,Based on Fiction Book/Short Story,Live Action,Dramatization,$0,3,74,"$44,454","$1,725,982","$2,005,983","$4,100,000","$5,825,982"
41,"Jun 30, 2010","Jun 30, 2010",Love Ranch,,Drama,Based on Real Life Events,Live Action,Dramatization,"$25,000,000",11,11,"$44,220","$137,885","$160,246","$8,264","$146,149"
42,"May 28, 2010","May 28, 2010",George A. Romero's Survival of the Dead,Magnolia Pictures,Horror,,Live Action,,"$4,200,000",20,20,"$43,757","$101,740","$118,238",$0,"$101,740"
43,"Sep 24, 2010","Sep 24, 2010",Enter the Void,IFC Films,Drama,Based on Fiction Book/Short Story,Live Action,Fantasy,"$16,000,000",3,13,"$43,651","$337,997","$392,824","$1,129,281","$1,467,278"
44,"May 7, 2010","May 7, 2010",Mother and Child,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$7,000,000",4,119,"$43,040","$1,110,509","$1,290,659","$5,426,670","$6,537,179"
45,"Aug 27, 2010","Aug 27, 2010",Centurion,Magnolia Pictures,Action,Original Screenplay,Live Action,Historical Fiction,"$15,000,000",12,19,"$42,826","$123,570","$143,611","$7,761,478","$7,885,048"
46,"May 28, 2010","May 28, 2010",Micmacs,Sony Pictures Classics,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$42,000,000",4,52,"$42,751","$1,259,693","$1,464,046","$17,561,883","$18,821,576"
47,"Jun 18, 2010","Jun 18, 2010",8: The Mormon Proposition,Red Flag Releasing,Documentary,Based on Real Life Events,Live Action,Factual,"$2,500,000",16,16,"$42,566","$100,280","$116,542",$0,"$100,280"
48,"Dec 10, 2010","Dec 10, 2010",The Tempest,Miramax,Drama,Based on Play,Live Action,Historical Fiction,"$20,000,000",5,21,"$42,436","$277,943","$322,747",$0,"$277,943"
49,"Oct 29, 2010","Oct 29, 2010",Welcome to the Rileys,Samuel Goldwyn Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000",10,11,"$42,145","$152,857","$177,650","$203,062","$355,919"
50,"Feb 26, 2010","Feb 26, 2010",Oscar et la dame Rose,,,,,,$0,34,34,"$41,803","$41,803","$48,583",$0,"$41,803"
51,"Nov 5, 2010","Nov 5, 2010",Four Lions,Drafthouse Films,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$3,750,000",8,18,"$41,512","$310,007","$359,886","$8,297,686","$8,607,693"
