Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Feb 21, 2003","Feb 21, 2003",The Life of David Gale,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000","2,002","2,003","$7,117,225","$19,694,635","$29,950,210","$9,225,553","$28,920,188"
2,"Mar 21, 2003","Mar 21, 2003",View from the Top,Miramax,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,"2,508","2,508","$7,009,513","$15,614,000","$23,744,670","$3,912,014","$19,526,014"
3,"Jan 17, 2003","Jan 17, 2003",A Guy Thing,MGM,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000","2,515","2,520","$6,988,749","$15,543,862","$23,638,004","$1,886,732","$17,430,594"
4,"Nov 7, 2003","Nov 7, 2003",Love Actually,Universal,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$45,000,000",576,"1,870","$6,886,080","$59,472,278","$90,351,221","$187,074,720","$246,546,998"
5,"Jul 2, 2003","Jul 2, 2003",Sinbad: Legend of the Seven Seas,Dreamworks SKG,Adventure,Based on Folk Tale/Legend/Fairytale,Hand Animation,Kids Fiction,"$60,000,000","3,086","3,086","$6,874,477","$26,483,452","$40,274,163","$54,284,432","$80,767,884"
6,"Sep 5, 2003","Sep 5, 2003",Dickie Roberts: Former Child Star,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$17,000,000","2,026","2,083","$6,660,540","$22,734,486","$34,573,000","$1,000,000","$23,734,486"
7,"Feb 7, 2003","Feb 7, 2003",Deliver Us From Eva,Focus Features,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,139","1,139","$6,648,374","$17,573,594","$26,724,681",$0,"$17,573,594"
8,"Dec 12, 2003","Dec 12, 2003",Love Don't Cost a Thing,Warner Bros.,Romantic Comedy,Remake,Live Action,Dramatization,$0,"1,844","1,844","$6,315,311","$21,897,389","$33,224,230","$39,846","$21,937,235"
9,"Jun 20, 2003","Jun 20, 2003",Alex & Emma,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000","2,310","2,310","$6,111,074","$14,208,384","$21,607,106","$1,150,199","$15,358,583"
10,"Mar 21, 2003","Mar 21, 2003",Piglet's Big Movie,Walt Disney,Adventure,Spin-Off,Hand Animation,Kids Fiction,$0,"2,084","2,084","$6,097,758","$23,103,423","$35,134,057","$39,767,123","$62,870,546"
11,"Jul 18, 2003","Jul 18, 2003",How to Deal,New Line,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$16,000,000","2,319","2,319","$5,809,960","$14,108,518","$21,455,242","$16,998","$14,125,516"
12,"Oct 10, 2003","Oct 10, 2003",House of the Dead,Artisan,Horror,Based on Game,Live Action,Contemporary Fiction,"$7,000,000","1,520","1,540","$5,683,280","$10,199,354","$15,510,459","$3,660,724","$13,860,078"
13,"May 30, 2003","May 30, 2003",Wrong Turn,20th Century Fox,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000","1,615","1,615","$5,161,498","$15,417,771","$23,446,259","$13,231,785","$28,649,556"
14,"Aug 22, 2003","Aug 22, 2003",My Boss's Daughter,Miramax/Dimension,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$14,000,000","2,201","2,206","$4,855,798","$15,549,702","$23,646,890","$15,655","$15,565,357"
15,"Feb 21, 2003","Feb 21, 2003",Gods and Generals,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,"$55,000,000","1,533","1,533","$4,675,246","$12,882,934","$19,591,457","$41,002","$12,923,936"
16,"Nov 14, 2003","Nov 14, 2003",Tupac Resurrection,Paramount Pictures,Documentary,Based on Real Life Events,Live Action,Factual,"$300,000",801,804,"$4,632,847","$7,718,961","$11,738,453","$89,563","$7,808,524"
17,"Sep 26, 2003","Sep 26, 2003",Duplex,Miramax,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000","2,189","2,191","$4,617,128","$9,652,000","$14,678,080","$418,651","$10,070,651"
18,"Apr 25, 2003","Apr 25, 2003",Confidence,Lionsgate,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$15,000,000","1,871","1,871","$4,563,588","$12,212,417","$18,571,781","$757,984","$12,970,401"
19,"Sep 5, 2003","Sep 5, 2003",The Order,20th Century Fox,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000","1,975","1,975","$4,438,899","$7,659,747","$11,648,403","$3,900,000","$11,559,747"
20,"Mar 14, 2003","Mar 14, 2003",Willard,New Line,Horror,Remake,Live Action,Contemporary Fiction,"$20,000,000","1,761","1,762","$4,010,593","$6,882,696","$10,466,711",$0,"$6,882,696"
21,"Feb 21, 2003","Feb 21, 2003",Dark Blue,MGM,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$15,000,000","2,176","2,176","$3,880,688","$9,237,470","$14,047,688","$3,024,595","$12,262,065"
