Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"May 22, 1997","May 22, 1997",The Lost World: Jurassic Park,Universal,Action,Based on Fiction Book/Short Story,Animation/Live Action,Science Fiction,"$75,000,000","3,281","3,565","$72,132,785","$229,086,679","$457,674,251","$389,552,320","$618,638,999"
2,"Jul 1, 1997","Jul 1, 1997",Men in Black,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Live Action,Science Fiction,"$90,000,000","3,020","3,180","$51,068,455","$250,690,539","$500,833,177","$337,100,000","$587,790,539"
3,"Jun 20, 1997","Jun 20, 1997",Batman & Robin,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$125,000,000","2,934","2,942","$42,872,605","$107,325,195","$214,416,562","$130,992,619","$238,317,814"
4,"Jul 25, 1997","Jul 25, 1997",Air Force One,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,"$85,000,000","2,919","2,981","$37,132,505","$172,956,409","$345,515,715","$142,311,944","$315,268,353"
5,"Dec 12, 1997","Dec 12, 1997",Scream 2,Miramax,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$24,000,000","2,663","3,112","$32,926,342","$101,363,301","$201,830,911","$71,000,000","$172,363,301"
6,"Mar 21, 1997","Mar 21, 1997",Liar Liar,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$45,000,000","2,845","2,909","$31,423,025","$181,410,615","$362,425,993","$121,300,000","$302,710,615"
7,"Dec 19, 1997","Dec 18, 1997",Titanic,Paramount Pictures,Drama,Original Screenplay,Live Action,Historical Fiction,"$200,000,000","2,674","3,265","$28,638,131","$674,396,795","$1,263,805,218","$1,548,588,773","$2,222,985,568"
8,"Nov 26, 1997","Nov 26, 1997",Flubber,Walt Disney,Comedy,Remake,Live Action,Kids Fiction,"$80,000,000","2,641","2,679","$26,725,207","$92,993,801","$185,364,993","$85,000,000","$177,993,801"
9,"Dec 19, 1997","Dec 19, 1997",Tomorrow Never Dies,MGM,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$110,000,000","2,807","2,807","$25,143,007","$125,304,276","$248,935,331","$214,200,000","$339,504,276"
10,"Jun 6, 1997","Jun 6, 1997",Con Air,Walt Disney,Action,Original Screenplay,Live Action,Contemporary Fiction,"$80,000,000","2,824","2,941","$24,131,738","$101,117,573","$202,014,843","$123,000,000","$224,117,573"
