Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"May 15, 2003","May 15, 2003",The Matrix Reloaded,Warner Bros.,Action,Original Screenplay,Animation/Live Action,Science Fiction,"$150,000,000","3,603","3,603","$91,774,413","$281,553,689","$428,167,052","$457,023,240","$738,576,929"
2,"May 2, 2003","Apr 30, 2003",X-Men 2,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$125,000,000","3,741","3,749","$85,558,731","$214,949,694","$326,880,377","$191,398,936","$406,348,630"
3,"Dec 17, 2003","Dec 17, 2003",The Lord of the Rings: The Return of …,New Line,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$94,000,000","3,703","3,703","$72,629,713","$377,845,905","$570,485,874","$742,364,991","$1,120,210,896"
4,"May 30, 2003","May 30, 2003",Finding Nemo,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$94,000,000","3,374","3,425","$70,251,710","$380,529,370","$563,632,537","$555,565,482","$936,094,852"
5,"May 23, 2003","May 23, 2003",Bruce Almighty,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$81,000,000","3,483","3,549","$67,953,330","$242,704,995","$369,088,685","$241,763,613","$484,468,608"
6,"Jun 20, 2003","Jun 20, 2003",Hulk,Universal,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$137,000,000","3,660","3,674","$62,128,420","$132,177,234","$201,005,841","$112,854,445","$245,031,679"
7,"Jun 6, 2003","Jun 6, 2003",2 Fast 2 Furious,Universal,Action,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$76,000,000","3,408","3,418","$50,472,480","$127,120,058","$193,315,237","$109,290,549","$236,410,607"
8,"Nov 5, 2003","Nov 5, 2003",The Matrix Revolutions,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,"$150,000,000","3,502","3,502","$48,475,154","$139,270,910","$211,750,357","$288,029,350","$427,300,260"
9,"Oct 24, 2003","Oct 24, 2003",Scary Movie 3,Miramax/Dimension,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$45,000,000","3,505","3,505","$48,113,770","$110,000,082","$167,261,130","$45,199,918","$155,200,000"
10,"Jul 9, 2003","Jul 9, 2003",Pirates of the Caribbean: The Curse o…,Walt Disney,Adventure,Based on Theme Park Ride,Live Action,Fantasy,"$140,000,000","3,269","3,416","$46,630,690","$305,410,819","$464,447,295","$348,900,000","$654,310,819"
