Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Mar 5, 2004","Mar 5, 2004",The Reckoning,Paramount Vantage,Drama,,Live Action,,$0,5,32,"$18,044","$256,620","$378,932",$0,"$256,620"
2,"May 14, 2004","May 14, 2004",Carandiru,Sony Pictures,Drama,Original Screenplay,Live Action,Historical Fiction,$0,6,15,"$17,945","$213,954","$315,934",$0,"$213,954"
3,"Oct 8, 2004","Oct 8, 2004",Around the Bend,Warner Independent,Drama,Original Screenplay,Live Action,,$0,4,51,"$17,879","$193,571","$285,829",$0,"$193,571"
4,"Jan 16, 2004","Jan 16, 2004",Crimson Gold,WellSpring,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,8,"$17,427","$147,844","$218,310","$166,841","$314,685"
5,"Apr 9, 2004","Apr 9, 2004",Opus Data Test Movie,,,,,,$0,10,10,"$16,861","$20,561","$30,353",$0,"$20,561"
6,"Sep 24, 2004","Sep 24, 2004",Hollywood Buddha,Northern Arts Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,4,4,"$16,774","$72,115","$106,482",$0,"$72,115"
7,"Jun 11, 2004","Jun 11, 2004","Broadway: The Golden Age, by the Lege…",First Independent/Dada Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,10,"$16,524","$353,580","$521,544","$38,138","$391,718"
8,"Aug 13, 2004","Aug 13, 2004",Tom Dowd and the Language of Music,Palm/Manga,Documentary,Based on Real Life Events,Live Action,Factual,$0,10,10,"$16,522","$40,238","$59,412",$0,"$40,238"
9,"Jan 9, 2004","Jan 9, 2004",Aileen: Life and Death of a Serial Ki…,Lantern Lane Entertainment,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,6,"$16,158","$85,992","$126,977","$32,981","$118,973"
10,"Dec 24, 2004","Dec 24, 2004",In the Realms of the Unreal,WellSpring,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,13,"$15,477","$413,708","$595,087",$0,"$413,708"
11,"Jan 7, 2004","Jan 7, 2004",Yves St. Laurent,Empire Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,2,"$15,385","$97,092","$143,364","$8,263,004","$8,360,096"
12,"Sep 3, 2004","Sep 3, 2004","Remember Me, My Love",IDP Distribution,Comedy,Original Screenplay,Live Action,,"$6,700,000",2,7,"$15,378","$223,878","$330,588",$0,"$223,878"
13,"Nov 26, 2004","Nov 26, 2004",Easy,Magic Lamp,Romantic Comedy,Original Screenplay,Live Action,,$0,6,6,"$14,811","$21,589","$31,875",$0,"$21,589"
14,"Feb 13, 2004","Oct 30, 1964",The Umbrellas of Cherbourg,,Multiple Genres,Original Screenplay,Live Action,Historical Fiction,$0,1,1,"$14,760","$18,425","$27,198","$121,330","$139,755"
15,"May 7, 2004","May 7, 2004",Valentin,Miramax,Drama,,Live Action,,$0,2,15,"$14,048","$275,363","$406,607",$0,"$275,363"
16,"Apr 23, 2004","Apr 23, 2004",Faster,Slamdance on the Road,Documentary,,Live Action,Factual,$0,1,1,"$13,995","$16,265","$24,016",$0,"$16,265"
17,"Apr 30, 2004","Apr 30, 2004",Since Otar Left,Zeitgeist,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,14,"$13,763","$344,974","$509,403","$157,691","$502,665"
18,"Mar 12, 2004","Mar 12, 2004",Wilbur Wants to Kill Himself,ThinkFilm,Comedy,,Live Action,,$0,2,16,"$13,747","$233,053","$344,132",$0,"$233,053"
19,"Sep 3, 2004","Sep 3, 2004",Warriors of Heaven and Earth,Sony Pictures,Action,Original Screenplay,Live Action,,$0,4,9,"$13,721","$82,382","$121,649","$1,236,000","$1,318,382"
20,"Sep 10, 2004","Sep 10, 2004",Reconstruction,Palm/Manga,Drama,Original Screenplay,Live Action,,$0,2,9,"$13,629","$73,287","$108,215",$0,"$73,287"
21,"Jun 18, 2004","Jun 18, 2004",I'll Sleep When I'm Dead,Paramount Vantage,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,2,19,"$13,415","$358,804","$529,824","$130,205","$489,009"
22,"Sep 17, 2004","Sep 17, 2004",Incident at Loch Ness,Eden Rock/Abramorama,Documentary,Based on Real Life Events,Live Action,Factual,"$1,400,000",2,2,"$13,313","$36,830","$54,378","$19,243","$56,073"
23,"Oct 10, 2004","Oct 10, 2004",Vera Drake,Fine Line,Drama,Original Screenplay,Live Action,Historical Fiction,"$11,000,000",2,97,"$13,207","$3,753,806","$5,467,897","$9,600,049","$13,353,855"
24,"Apr 9, 2004","Apr 9, 2004",Twentynine Palms,WellSpring,Drama,,Live Action,,$0,2,3,"$12,870","$54,523","$80,503","$26,994","$81,517"
25,"Oct 6, 2004","Oct 6, 2004",Tarnation,WellSpring,Documentary,Based on Real Life Events,Live Action,Factual,"$400,000",1,22,"$12,740","$592,014","$868,940","$570,000","$1,162,014"
26,"Jan 23, 2004","Jan 23, 2004",Made-Up,,,,,,$0,2,5,"$12,443","$79,766","$117,779",$0,"$79,766"
27,"Oct 15, 2004","Oct 15, 2004",Face,Indican Pictures,Drama,Original Screenplay,Live Action,,$0,3,4,"$12,366","$108,151","$155,560",$0,"$108,151"
28,"Mar 12, 2004","Mar 12, 2004",Games People Play,,,,,,$0,1,4,"$12,346","$111,336","$164,400",$0,"$111,336"
29,"Jul 23, 2004","Jul 23, 2004",Festival Express,ThinkFilm,Concert/Performance,Based on Real Life Events,Live Action,Dramatization,$0,1,43,"$12,074","$1,174,079","$1,733,699","$110,000","$1,284,079"
30,"Oct 15, 2004","Oct 15, 2004",MoolaadÃ©,New Yorker,Drama,Original Screenplay,Live Action,,$0,2,4,"$11,982","$214,605","$312,055","$146,780","$361,385"
31,"Aug 20, 2004","Aug 20, 2004",Bush's Brain,Vitagraph Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,4,7,"$11,927","$176,610","$260,786",$0,"$176,610"
32,"Oct 22, 2004","Oct 22, 2004",The Manson Family,Dinsdale Releasing,Horror,Original Screenplay,Live Action,,$0,4,4,"$11,647","$11,657","$17,212",$0,"$11,657"
33,"May 14, 2004","May 14, 2004",After Freedom,Vitagraph Films,Drama,Original Screenplay,Live Action,,$0,2,2,"$11,456","$35,639","$52,617",$0,"$35,639"
34,"Feb 6, 2004","Feb 6, 2004",Perfect Opposites,,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,9,9,"$11,329","$11,329","$16,726",$0,"$11,329"
35,"Mar 12, 2004","Mar 12, 2004",Distant,New Yorker,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,4,"$11,280","$106,873","$152,717",$0,"$106,873"
36,"Nov 26, 2004","Nov 26, 2004",A Fond Kiss,Castle Hill Productions,Drama,Original Screenplay,Live Action,,$0,2,2,"$11,250","$28,292","$41,540","$145,666","$173,958"
37,"Apr 9, 2004","Apr 9, 2004",Shade,,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$6,800,000",1,6,"$10,696","$25,032","$36,955","$9,508,932","$9,533,964"
38,"Mar 26, 2004","Mar 26, 2004",Two Men Went to War,Indican Pictures,Comedy,,Live Action,,$0,4,4,"$10,672","$151,133","$222,675","$39,947","$191,080"
39,"Aug 27, 2004","Aug 27, 2004",Chooch,Artistic License,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,3,3,"$10,616","$30,792","$45,465",$0,"$30,792"
40,"Dec 8, 2004","Dec 8, 2004",Born Into Brothels: Calcutta's Red Li…,ThinkFilm,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,127,"$10,580","$3,430,117","$4,909,572","$305,852","$3,735,969"
41,"Feb 6, 2004","Feb 6, 2004",The Lost Skeleton of Cadavra,,Comedy,Original Screenplay,Live Action,Science Fiction,"$100,000",1,13,"$10,425","$110,536","$163,217",$0,"$110,536"
42,"Aug 11, 2004","Aug 11, 2004",Danny Deckchair,Lionsgate,Comedy,,Live Action,,$0,4,29,"$10,304","$159,279","$235,192",$0,"$159,279"
43,"Feb 27, 2004","Feb 27, 2004",Greendale,Shakey Pictures,Musical,,Live Action,,$0,2,8,"$10,163","$251,862","$371,908",$0,"$251,862"
44,"Feb 13, 2004","Feb 13, 2004",Robot Stories,Pak Films,,,,Science Fiction,$0,1,3,"$10,026","$131,451","$194,101",$0,"$131,451"
45,"Oct 15, 2004","Oct 15, 2004",Spin,Innovation Film Group,Drama,Based on Fiction Book/Short Story,Live Action,,$0,9,9,"$9,858","$9,858","$14,553",$0,"$9,858"
46,"May 21, 2004","May 21, 2004",My Mother Likes Women,Norador Productions,Comedy,,Live Action,,$0,1,6,"$9,780","$81,883","$120,906",$0,"$81,883"
