Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Jul 17, 2015","Jul 17, 2015",Irrational Man,Sony Pictures Classics,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,5,925,"$175,312","$4,030,360","$4,384,149","$25,053,237","$29,083,597"
2,"Jan 9, 2015","Jan 9, 2015",Tevar,Eros Entertainment,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,127,127,"$171,026","$236,002","$256,714",$0,"$236,002"
3,"May 1, 2015","May 1, 2015",Far from the Madding Crowd,Fox Searchlight,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$15,495,600",10,902,"$164,985","$12,236,500","$13,310,640","$17,484,910","$29,721,410"
4,"Mar 13, 2015","Feb 6, 2015",It Follows,RADiUS-TWC,Horror,Original Screenplay,Live Action,Fantasy,"$2,000,000",4,"1,655","$160,089","$14,674,077","$15,962,191","$8,562,219","$23,236,296"
5,"Jun 5, 2015","Jun 5, 2015",The Cokeville Miracle,Excel Entertainment,Drama,Original Screenplay,Live Action,Fantasy,$0,51,51,"$159,468","$1,348,630","$1,467,007",$0,"$1,348,630"
6,"Apr 3, 2015","Apr 3, 2015",David and Goliath,RiverRain / Ripple Effect,Drama,Based on Religious Text,Live Action,Fantasy,$0,31,31,"$154,901","$316,117","$343,866",$0,"$316,117"
7,"Oct 2, 2015","Oct 2, 2015",Talvar,Reliance Entertainment,Drama,Based on Real Life Events,Live Action,Dramatization,$0,51,51,"$144,713","$342,428","$372,485","$34,574","$377,002"
8,"Feb 27, 2015","Jan 9, 2015",Maps to the Stars,Focus Features,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,66,66,"$143,422","$350,741","$381,527","$533,395","$884,136"
9,"Sep 25, 2015","Sep 25, 2015",Unbranded,Gravitas Ventures,Documentary,Based on Real Life Events,Live Action,Factual,$0,80,80,"$141,416","$410,185","$446,185","$230,609","$640,794"
10,"Sep 4, 2015","Sep 4, 2015",Steve Jobs: The Man in the Machine,Magnolia Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,68,68,"$140,064","$494,506","$537,912",$0,"$494,506"
11,"Dec 30, 2015","Jan 21, 2016",Anomalisa,Paramount Pictures,Comedy,Original Screenplay,Stop-Motion Animation,Fantasy,"$8,000,000",4,573,"$135,222","$3,759,286","$3,991,105","$1,946,882","$5,706,168"
12,"Jun 12, 2015","Jun 11, 2015",Hamari Adhuri Kahani,Fox International,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,67,67,"$131,263","$235,361","$256,017","$177,916","$413,277"
13,"May 8, 2015","May 8, 2015",Maggie,Roadside Attractions,Drama,Original Screenplay,Live Action,Science Fiction,"$4,500,000",79,79,"$131,175","$187,112","$203,528","$840,648","$1,027,760"
14,"Jul 31, 2015","Jul 31, 2015",The End of the Tour,A24,Drama,Based on Factual Book/Article,Live Action,Dramatization,$0,4,355,"$123,238","$3,002,883","$3,002,883","$111,460","$3,114,343"
15,"Dec 4, 2015","Dec 3, 2015",Peng ran xin dong,China Lion Film Distribution,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,36,36,"$120,074","$212,508","$231,157","$23,303,922","$23,516,430"
16,"Apr 8, 2015","Apr 8, 2015",Freetown,Purdie Distribution,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,$0,124,124,"$118,551","$397,122","$431,980",$0,"$397,122"
17,"Oct 16, 2015","Oct 16, 2015",Room,A24,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$13,000,000",4,862,"$118,298","$14,677,674","$15,697,720","$21,639,053","$36,316,727"
18,"Aug 21, 2015","Aug 21, 2015",Grandma,Sony Pictures Classics,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,4,"1,061","$115,540","$6,980,524","$7,591,825","$460,440","$7,440,964"
19,"Sep 25, 2015","Sep 25, 2015",Stonewall,Roadside Attractions,Drama,Original Screenplay,Live Action,Historical Fiction,$0,129,129,"$112,834","$187,674","$204,143","$104,529","$292,203"
20,"Jul 31, 2015","Jul 9, 2015",The Young and Prodigious T.S. Spivet,Weinstein Co.,Adventure,Original Screenplay,Live Action,Contemporary Fiction,"$33,000,000",100,100,"$110,295","$176,847","$192,368","$180,840","$357,687"
21,"Nov 6, 2015","Nov 6, 2015",The Man in 3B,Freestyle Releasing,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,36,36,"$109,043","$291,513","$317,099",$0,"$291,513"
22,"Jul 17, 2015","Jun 26, 2015",N.L.L: Yeonpyeong Haejeon,Well Go USA,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,13,13,"$108,255","$324,719","$353,219","$39,769,627","$40,094,346"
23,"Oct 16, 2015","Oct 16, 2015",Pyaar Ka Punchnama 2,Reliance Entertainment,Reality,Original Screenplay,Live Action,Contemporary Fiction,$0,49,49,"$107,364","$222,856","$242,418","$23,030","$245,886"
