Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Nov 1, 2019","Nov 1, 2019",Crepitus,Indican Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,$0,1,2,"$1,790","$4,846","$4,851",$0,"$4,846"
2,"Jul 26, 2019","Dec 7, 2018",Pupille,Distrib Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$1,737","$1,737","$1,737","$6,826,088","$6,827,825"
3,"Apr 26, 2019","Apr 26, 2019",Body at Brighton Rock,Magnolia Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,8,9,"$1,732","$5,123","$5,126",$0,"$5,123"
4,"May 31, 2019","May 31, 2019",Free Trip to Egypt,The Orchard,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,5,"$1,718","$120,780","$120,906",$0,"$120,780"
5,"Sep 13, 2019","Oct 26, 2018",Another Day of Life,GKIDS,Drama,Based on Real Life Events,Digital Animation,Historical Fiction,"$9,000,000",1,1,"$1,691","$3,190","$3,191","$584,564","$587,754"
6,"Dec 6, 2019","Jul 20, 2019",Xiao Q,Well Go USA,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$1,652","$1,652","$1,652","$16,460,000","$16,461,652"
7,"Apr 5, 2019","Dec 9, 1973",Ying chun ge zhi Fengbo,Film Movement,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,1,3,"$1,648","$4,295","$4,295",$0,"$4,295"
8,"Jul 19, 2019","Jul 19, 2019",TINY: The Life of Erin Blackwell,Janus Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$1,631","$2,465","$2,467",$0,"$2,465"
9,"Feb 12, 2019","Feb 12, 2019",Josh Groban Bridges from Madison Squa…,Trafalgar Releasing,Concert/Performance,Based on Real Life Events,Live Action,Factual,$0,2,390,"$1,614","$315,173","$315,512",$0,"$315,173"
10,"Oct 16, 2019","Oct 16, 2019",Stuffed,Music Box Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,3,"$1,602","$15,532","$15,534",$0,"$15,532"
11,"Nov 22, 2019","Nov 22, 2019",The Killing Floor,Film Movement,Drama,Based on Real Life Events,Live Action,Dramatization,$0,1,1,"$1,583","$1,583","$1,583",$0,"$1,583"
12,"Jun 28, 2019","Sep 28, 2018",Three Peaks,Greenwich,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,7,"$1,419","$16,216","$16,231","$3,314","$19,530"
13,"Jul 19, 2019","May 18, 2018",En guerre,Cinema Libre,Drama,,Live Action,Contemporary Fiction,$0,1,1,"$1,405","$4,605","$4,605","$2,215,272","$2,219,877"
14,"Mar 15, 2019","Jul 27, 2018",Der Mann aus dem Eis,Film Movement,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,7,7,"$1,372","$2,138","$2,138","$4,585","$6,723"
15,"Apr 26, 2019","Apr 26, 2019","Phoenix, Oregon",Joma Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,2,33,"$1,350","$41,111","$41,118",$0,"$41,111"
16,"Jun 14, 2019","Nov 8, 2018",Back to the Fatherland,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$1,312","$2,697","$2,697",$0,"$2,697"
17,"Mar 1, 2019","Mar 1, 2019",The Hours and Times,Oscilloscope Pictures,Drama,Original Screenplay,Live Action,Historical Fiction,$0,1,1,"$1,273","$1,273","$1,273",$0,"$1,273"
18,"Mar 29, 2019","Jun 2, 2016",Zen for Nothing,Zeitgeist,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,4,"$1,268","$12,107","$12,114",$0,"$12,107"
19,"Sep 6, 2019","Sep 6, 2019",Iâ€™m Leaving Now,Cinema Guild,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,2,"$1,255","$4,443","$4,447",$0,"$4,443"
20,"Nov 8, 2019","Nov 8, 2019",A Fish in the Bathtub,Cohen Media Group,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,3,3,"$1,237","$1,237","$1,238",$0,"$1,237"
21,"Oct 11, 2019","Oct 11, 2019",100 Acres of Hell,Indican Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,$997,"$5,152","$5,154",$0,"$5,152"
22,"Mar 1, 2019","Mar 1, 2019",Ce magnifique gÃ¢teau!,GKIDS,,,Hand Animation,,$0,1,2,$991,"$7,888","$7,895",$0,"$7,888"
23,"Jun 14, 2019","May 25, 2018",In den GÃ¤ngen,Music Box Films,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,1,6,$922,"$28,394","$28,418","$643,483","$671,877"
24,"Jan 25, 2019","Jan 27, 2016",Salafists,Cinema Libre,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,$824,"$1,939","$1,939",$0,"$1,939"
25,"Apr 22, 2019","Sep 14, 2018",Waka Okami wa Shogakusei!,GKIDS,Adventure,Original Screenplay,Digital Animation,Contemporary Fiction,$0,1,465,$763,"$134,787","$134,927","$1,532,963","$1,667,750"
26,"Dec 13, 2019","Dec 13, 2019",Chinese Portrait,Cinema Guild,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,2,$546,"$4,140","$4,140",$0,"$4,140"
27,"May 17, 2019","May 17, 2019",La Telenovela Errante,Cinema Guild,Comedy,Compilation,Live Action,Contemporary Fiction,$0,1,2,$512,"$3,542","$3,542",$0,"$3,542"
28,"Oct 11, 2019","Oct 11, 2019",Une jeunesse allemande,Big World Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,$416,"$2,343","$2,343",$0,"$2,343"
29,"Dec 31, 2019","Dec 31, 2019",Untitled Alvin Ailey Project,,Drama,Based on Real Life Events,Live Action,Dramatization,$0,0,0,$0,$0,$0,$0,$0
30,"Dec 31, 2019","Oct 18, 2019",Ardab Mutiyaran,,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,0,0,$0,$0,$0,"$63,737","$63,737"
31,"Dec 13, 2019","Dec 13, 2019",Hell on the Border,Lionsgate,Western,Based on Real Life Events,Live Action,Dramatization,$0,0,0,$0,$0,$0,$0,$0
32,"Apr 26, 2019","Apr 26, 2019",I Trapped the Devil,IFC Films,Horror,Original Screenplay,Live Action,Contemporary Fiction,$0,5,0,$0,$0,$0,$0,$0
33,"Apr 12, 2019","Aug 17, 2018",Penguin Highway,Eleven Arts,Adventure,,Digital Animation,,$0,13,0,$0,$0,$0,"$3,902,796","$3,902,796"
34,"Mar 1, 2019","Mar 1, 2019",Sharkwater Extinction,Freestyle Releasing,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,0,$0,$0,$0,"$1,713","$1,713"
35,"Dec 31, 2019","Sep 4, 2020",Lynn + Lucy,,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,0,0,$0,$0,$0,"$2,511","$2,511"
