Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Apr 27, 2007","Apr 27, 2007",Next,Paramount Pictures,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$70,000,000","2,725","2,733","$7,133,049","$18,211,013","$24,272,522","$55,380,487","$73,591,500"
2,"Jun 15, 2007","Jun 15, 2007",Nancy Drew,Warner Bros.,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$20,000,000","2,612","2,612","$6,832,318","$25,584,685","$34,100,516","$5,119,160","$30,703,845"
3,"May 11, 2007","May 11, 2007",Georgia Rule,Universal,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000","2,523","2,531","$6,773,870","$18,882,880","$25,168,019","$1,936,721","$20,819,601"
4,"Nov 9, 2007","Nov 9, 2007",Lions for Lambs,United Artists,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000","2,215","2,216","$6,702,434","$14,998,070","$19,986,822","$48,213,018","$63,211,088"
5,"Jan 5, 2007","Jan 5, 2007",Happily N'Ever After,Lionsgate,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$47,000,000","2,381","2,381","$6,608,244","$15,849,032","$21,124,360","$22,074,786","$37,923,818"
6,"Dec 21, 2007","Dec 21, 2007",P.S. I Love You,Warner Bros.,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$30,000,000","2,454","2,471","$6,481,221","$53,695,808","$70,131,912","$102,073,870","$155,769,678"
7,"Jan 12, 2007","Jan 12, 2007",Alpha Dog,Universal,Drama,Based on Real Life Events,Live Action,Dramatization,$0,"1,289","1,292","$6,412,775","$15,309,602","$20,405,377","$17,204,717","$32,514,319"
8,"Oct 12, 2007","Oct 12, 2007",Elizabeth: The Golden Age,Universal,Drama,Based on Real Life Events,Live Action,Dramatization,"$55,000,000","2,001","2,006","$6,153,075","$16,285,240","$21,705,757","$58,585,626","$74,870,866"
9,"Jan 12, 2007","Jan 12, 2007",Primeval,Walt Disney,Horror,Based on Real Life Events,Live Action,Dramatization,$0,"2,444","2,444","$6,048,315","$10,597,734","$14,125,175","$4,740,121","$15,337,855"
10,"Dec 25, 2007","Dec 25, 2007",The Great Debaters,Weinstein Co.,Drama,Based on Real Life Events,Live Action,Dramatization,"$15,000,000","1,171","1,290","$6,005,180","$30,226,144","$39,829,528","$35,149","$30,261,293"
11,"Aug 17, 2007","Aug 17, 2007",The Invasion,Warner Bros.,Thriller/Suspense,Remake,Live Action,Science Fiction,"$80,000,000","2,776","2,776","$5,951,409","$15,074,191","$20,091,617","$25,072,851","$40,147,042"
12,"Nov 30, 2007","Nov 30, 2007",Awake,Weinstein Co.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$8,600,000","2,002","2,023","$5,856,872","$14,373,825","$19,145,053","$18,594,823","$32,968,648"
13,"Apr 20, 2007","Feb 16, 2007",Hot Fuzz,Focus Features,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$16,000,000",825,"1,272","$5,848,464","$23,618,786","$31,480,271","$57,357,950","$80,976,736"
14,"Sep 7, 2007","Sep 7, 2007",Shoot 'Em Up,New Line,Action,Original Screenplay,Live Action,Contemporary Fiction,"$39,000,000","2,108","2,108","$5,716,554","$12,796,824","$17,056,228","$14,000,000","$26,796,824"
