Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Mar 1, 2013","Mar 1, 2013",A Fierce Green Fire,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,11,"$1,266","$29,817","$33,626",$0,"$29,817"
2,"Oct 18, 2013","Oct 18, 2013",Birth of the Living Dead,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,6,10,"$1,239","$9,802","$11,050",$0,"$9,802"
3,"Mar 22, 2013","Mar 22, 2013",You Don't Need Feet to Dance,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$1,239","$1,719","$1,935",$0,"$1,719"
4,"Sep 25, 2013","Sep 25, 2013",Shepard & Dark,Music Box Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,3,"$1,226","$10,278","$11,591",$0,"$10,278"
5,"Aug 16, 2013","Aug 16, 2013",In Search of Blind Joe Death: The Sag…,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,2,"$1,119","$6,132","$6,914",$0,"$6,132"
6,"Feb 15, 2013","Feb 15, 2013",The Package,Anchor Bay Entertainment,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$1,095","$1,470","$1,651",$0,"$1,470"
7,"Jan 18, 2013","Jan 18, 2013",Officer Down,Anchor Bay Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$1,061","$1,463","$1,641",$0,"$1,463"
8,"Apr 5, 2013","Apr 5, 2013",Eddie: The Sleepwalking Cannibal,Doppelganger Releasing,Comedy,Original Screenplay,Live Action,Fantasy,"$1,400,000",5,5,"$1,016","$1,632","$1,834",$0,"$1,632"
9,"Dec 13, 2013","Dec 13, 2013",AhÃ­ va el diablo,Magnolia Pictures,Horror,Original Screenplay,Live Action,Fantasy,$0,1,2,$783,"$4,534","$5,099","$1,649","$6,183"
10,"May 31, 2013","May 31, 2013",Axe Giant: The Wrath of Paul Bunyan,Cinema Purgatorio,Horror,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,$0,2,3,$775,"$2,498","$2,815",$0,"$2,498"
11,"Jan 4, 2013","Jan 4, 2013",A Dark Truth,Magnolia Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,1,3,$630,"$5,750","$6,492",$0,"$5,750"
12,"Sep 5, 2013","Sep 5, 2013",InSpectres,Reacter 88 Studios,Comedy,Based on Game,Live Action,Fantasy,$0,1,1,$610,"$2,207","$2,485",$0,"$2,207"
13,"May 24, 2013","May 24, 2013",A Green Story,Indican Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,$0,1,4,$485,"$12,901","$14,544","$2,688","$15,589"
14,"Sep 20, 2013","Sep 20, 2013",I Spit on Your Grave 2,Anchor Bay Entertainment,Horror,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,$441,$810,$908,"$689,021","$689,831"
15,"May 31, 2013","May 31, 2013",Triumph of the Wall,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,$430,$476,$532,$0,$476
16,"Nov 1, 2013","Nov 1, 2013",A Perfect Man,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,2,$388,$388,$431,"$7,247","$7,635"
17,"Sep 20, 2013","Sep 20, 2013",The Citizen,Monterey Media,Drama,Original Screenplay,Live Action,Historical Fiction,$0,1,6,$368,"$24,296","$27,400","$24,471","$48,767"
18,"Nov 27, 2013","Jul 6, 2012",Sou Suo,levelFILM,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,2,$361,"$1,037","$1,165","$27,720,000","$27,721,037"
19,"Jun 7, 2013","Jun 7, 2013",Syrup,Magnolia Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,1,1,$301,$663,$743,$0,$663
20,"Mar 15, 2013","Mar 15, 2013",Leonie,Monterey Media,Drama,Based on Real Life Events,Live Action,Dramatization,$0,1,11,$291,"$53,692","$60,559",$0,"$53,692"
21,"Jun 28, 2013","Jun 28, 2013",Evil Intent,,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,1,2,$205,"$10,336","$11,655",$0,"$10,336"
22,"Jul 5, 2013","Jul 5, 2013",Hammer of the Gods,Magnet Pictures,Action,Original Screenplay,Live Action,Historical Fiction,$0,2,2,$164,$614,$688,"$4,788","$5,402"
23,"Apr 12, 2013","Apr 12, 2013",Into the White,Magnolia Pictures,Drama,Original Screenplay,Live Action,Historical Fiction,$0,1,1,$90,$704,$789,$0,$704
24,"Dec 31, 2013","May 20, 2016",Espectro,,Horror,Original Screenplay,Live Action,Contemporary Fiction,$0,0,0,$0,$0,$0,"$1,546","$1,546"
25,"Sep 13, 2013","Sep 13, 2013",Jerusalem,National Geographic Entertainment,Documentary,Based on Real Life Events,Live Action,Factual,$0,0,33,$0,"$8,020,721","$8,943,052","$1,661,254","$9,681,975"
26,"Jun 18, 2013","Jun 18, 2013",Breakup at a Wedding,,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,0,0,$0,$0,$0,$0,$0
27,"Apr 9, 2013","Apr 9, 2013",Ring the Bell,,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,0,0,$0,$0,$0,$0,$0
28,"Jun 18, 2013","Jun 18, 2013",Dino King,,Adventure,Original Screenplay,Digital Animation,Kids Fiction,$0,0,0,$0,$0,$0,$0,$0
29,"Dec 3, 2013","Dec 3, 2013",A Year in Burgundy,,Documentary,Based on Real Life Events,Live Action,Factual,$0,0,0,$0,$0,$0,$0,$0
30,"Dec 31, 2013","Apr 25, 2014",Avenged,,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,0,0,$0,$0,$0,$0,$0
31,"Jun 7, 2013","Jun 7, 2013",Finding Joy,Kreate Films,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,0,0,$0,$0,$0,$0,$0
32,"Jun 4, 2013","Jun 4, 2013",12 Rounds 2: Reloaded,,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,0,0,$0,$0,$0,$0,$0
33,"Jan 22, 2013","Jan 22, 2013",Chris Hardwick: Mandroid,,Concert/Performance,Based on Real Life Events,Live Action,Factual,$0,0,0,$0,$0,$0,$0,$0
34,"Dec 31, 2013","Aug 4, 2017",Anagramas,,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,0,0,$0,$0,$0,$577,$577
35,"Dec 31, 2013","Mar 29, 2014",The Savior,,Drama,Based on Religious Text,Live Action,Dramatization,$0,0,0,$0,$0,$0,"$14,808","$14,808"
36,"Aug 30, 2013","Aug 30, 2013",Approaching Midnight,Monterey Media,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,0,0,$0,$0,$0,$0,$0
37,"Sep 27, 2013","Sep 27, 2013",Watermark,Mongrel Media,Documentary,Based on Real Life Events,Live Action,Factual,$0,0,16,$0,"$417,215","$470,228",$0,"$417,215"
38,"Apr 16, 2013","Apr 16, 2013",Jacob,,Horror,Original Screenplay,Live Action,Contemporary Fiction,$0,0,0,$0,$0,$0,$0,$0
