Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"May 3, 2002","May 3, 2002",Spider-Man,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Live Action,Super Hero,"$139,000,000","3,615","3,876","$114,844,116","$403,706,375","$637,175,121","$418,000,000","$821,706,375"
2,"Nov 15, 2002","Nov 15, 2002",Harry Potter and the Chamber of Secrets,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$100,000,000","3,682","3,682","$88,357,488","$262,233,381","$412,929,428","$612,721,149","$874,954,530"
3,"May 16, 2002","May 16, 2002",Star Wars Ep. II: Attack of the Clones,20th Century Fox,Adventure,Original Screenplay,Animation/Live Action,Science Fiction,"$115,000,000","3,161","3,161","$80,027,814","$310,676,740","$490,345,209","$346,018,875","$656,695,615"
4,"Jul 25, 2002","Jul 25, 2002",Austin Powers in Goldmember,New Line,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$63,000,000","3,613","3,613","$73,071,188","$213,117,789","$336,366,622","$83,220,874","$296,338,663"
5,"Dec 18, 2002","Dec 18, 2002",The Lord of the Rings: The Two Towers,New Line,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$94,000,000","3,622","3,622","$62,007,528","$342,548,984","$535,750,024","$576,599,780","$919,148,764"
6,"Aug 2, 2002","Aug 2, 2002",Signs,Walt Disney,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$70,702,619","3,264","3,453","$60,116,619","$227,969,295","$359,794,322","$180,281,283","$408,250,578"
7,"Jun 14, 2002","Jun 14, 2002",Scooby-Doo,Warner Bros.,Adventure,Based on TV,Live Action,Kids Fiction,"$84,000,000","3,447","3,447","$54,155,312","$153,294,164","$241,946,204","$123,000,000","$276,294,164"
8,"Jul 3, 2002","Jul 3, 2002",Men in Black 2,Sony Pictures,Action,Based on Comic/Graphic Novel,Animation/Live Action,Science Fiction,"$140,000,000","3,557","3,641","$52,148,751","$190,418,803","$300,540,514","$251,349,000","$441,767,803"
9,"Nov 8, 2002","Nov 8, 2002",8 Mile,Universal,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$41,000,000","2,470","2,587","$51,240,555","$116,724,075","$184,143,430","$129,044,309","$245,768,384"
10,"Nov 22, 2002","Nov 22, 2002",Die Another Day,MGM,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$142,000,000","3,314","3,377","$47,072,040","$160,942,139","$253,604,154","$271,000,000","$431,942,139"
