Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Aug 13, 2004","Aug 13, 2004",We Don't Live Here Anymore,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,7,190,"$101,295","$2,037,545","$3,008,741","$276,260","$2,313,805"
2,"Oct 15, 2004","Oct 15, 2004",Being Julia,Sony Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$18,000,000",8,328,"$101,126","$7,739,049","$11,235,121","$6,712,273","$14,451,322"
3,"Oct 15, 2004","Oct 15, 2004",Riding the Bullet,Innovation Film Group,Horror,Based on Fiction Book/Short Story,Live Action,,$0,100,100,"$101,107","$101,107","$149,297",$0,"$101,107"
4,"Dec 22, 2004","Dec 22, 2004",Hotel Rwanda,MGM,Drama,Based on Real Life Events,Live Action,Dramatization,"$17,500,000",7,824,"$100,091","$23,519,128","$33,665,583","$13,001,323","$36,520,451"
5,"May 14, 2004","May 14, 2004",Coffee and Cigarettes,MGM,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,5,47,"$99,162","$1,971,135","$2,910,677","$1,758,671","$3,729,806"
6,"Jan 23, 2004","Dec 12, 2003",Touching the Void,IFC Films,Documentary,Based on Real Life Events,Live Action,Factual,"$2,000,000",5,137,"$96,973","$4,593,598","$6,783,132","$10,802,927","$15,396,525"
7,"Feb 20, 2004","Feb 20, 2004",The Best Two Years,Halestorm Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,22,26,"$92,436","$1,163,450","$1,718,009",$0,"$1,163,450"
8,"Mar 26, 2004","Mar 26, 2004",Tais Toi,,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,33,33,"$91,714","$205,358","$303,234","$445,703","$651,061"
9,"May 7, 2004","May 7, 2004","Still, We Believe: The Boston Red Sox…",ThinkFilm,Documentary,Based on Real Life Events,Live Action,Factual,$0,17,54,"$91,388","$396,803","$585,935",$0,"$396,803"
10,"Mar 26, 2004","Mar 26, 2004",Dogville,Lionsgate,Drama,Original Screenplay,Live Action,Historical Fiction,$0,9,70,"$88,855","$1,530,386","$2,259,836","$13,321,268","$14,851,654"
