Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Oct 27, 2006","Oct 27, 2006",Iklimler,Zeitgeist,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,7,"$9,665","$119,958","$163,226",$0,"$119,958"
2,"Dec 29, 2006","Dec 29, 2006",Miss Potter,MGM,Drama,Based on Real Life Events,Live Action,Dramatization,"$30,000,000",2,102,"$9,653","$3,005,605","$4,008,675","$32,885,652","$35,891,257"
3,"Mar 10, 2006","Mar 10, 2006",Game 6,Kindred Media Group,Comedy,Original Screenplay,Live Action,Historical Fiction,$0,4,13,"$9,610","$129,664","$181,529",$0,"$129,664"
4,"Jun 16, 2006","Jun 16, 2006",Seres Queridos,Magnolia Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,2,13,"$9,590","$284,961","$398,941",$0,"$284,961"
5,"Mar 22, 2006","Mar 22, 2006",American Gun,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,4,6,"$9,355","$24,098","$33,736",$0,"$24,098"
6,"Jun 9, 2006","Jun 9, 2006",Crossing the Bridge: The Sound of Ist…,Strand,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,3,"$9,161","$70,685","$98,953","$70,000","$140,685"
7,"May 5, 2006","May 5, 2006",One Last Thing...,Magnolia Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,21,21,"$9,160","$13,334","$18,661",$0,"$13,334"
8,"Aug 4, 2006","Aug 4, 2006",La Demoiselle d'honneur,First Run Features,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,1,6,"$9,046","$111,728","$156,119",$0,"$111,728"
9,"May 19, 2006","May 19, 2006",The King,ThinkFilm,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,16,"$8,927","$282,183","$395,053","$440,927","$723,110"
10,"May 12, 2006","May 12, 2006",Giuliani Time,Cinema Libre,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,2,"$8,661","$21,967","$30,747",$0,"$21,967"
11,"Apr 7, 2006","Apr 7, 2006",Free Zone,New Yorker,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,2,"$8,618","$32,381","$45,327",$0,"$32,381"
12,"Jul 21, 2006","Jul 21, 2006",Been Rich All My Life,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,3,"$8,252","$36,406","$50,967",$0,"$36,406"
13,"Jun 16, 2006","Jun 16, 2006",Cidade Baixa,Palm Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,8,"$8,199","$130,794","$183,107",$0,"$130,794"
14,"Jan 13, 2006","Jan 13, 2006",Quand la mer monte...,New Yorker,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,2,2,"$8,058","$24,038","$33,645",$0,"$24,038"
15,"Mar 3, 2006","Mar 3, 2006",Our Brand is Crisis,Koch Lorber Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,2,"$7,970","$166,750","$233,450",$0,"$166,750"
16,"Sep 6, 2006","Sep 6, 2006",Bubot Niyar,Strand,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,3,"$7,870","$36,089","$50,518",$0,"$36,089"
17,"Jun 2, 2006","Jun 2, 2006",Favela Rising,Mochary Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$7,768","$10,565","$14,782",$0,"$10,565"
18,"Apr 7, 2006","Apr 7, 2006",Sir! No Sir!,Balcony Releasing,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,7,"$7,547","$116,944","$163,721",$0,"$116,944"
