Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"May 20, 2011","May 20, 2011",Cost of a Soul,Relativity,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,50,50,"$25,365","$29,000","$33,526",$0,"$29,000"
2,"Aug 31, 2011","Aug 31, 2011",Serge Gainsbourg vie heroique,Music Box Films,Drama,Based on Real Life Events,Live Action,Dramatization,$0,3,19,"$25,189","$233,007","$269,424","$9,532,354","$9,765,361"
3,"Apr 9, 2011","Apr 9, 2011",Evil Bong 3 The Wrath Of Bong!,Full Moon Features,Comedy,Original Screenplay,Live Action,Science Fiction,$0,1,1,"$24,775","$91,260","$105,528",$0,"$91,260"
4,"Nov 18, 2011","Nov 18, 2011",Eames: The Architect and the Painter,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,6,12,"$24,481","$153,088","$176,953","$33,811","$186,899"
5,"Apr 22, 2011","Apr 22, 2011",When Harry Tries to Marry,108 Pics,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,4,5,"$23,790","$38,261","$44,236",$0,"$38,261"
6,"May 6, 2011","May 6, 2011",Co Dau Dai Chien,Variance Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,5,6,"$23,612","$64,572","$74,662",$0,"$64,572"
7,"May 20, 2011","May 20, 2011",Mei Li Ren Sheng,China Lion Film Distribution,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,23,23,"$23,605","$66,171","$76,514","$3,428,950","$3,495,121"
8,"Mar 2, 2011","Mar 2, 2011",Loong Boonmee raleuk chat,Strand,Drama,Original Screenplay,Live Action,Fantasy,$0,4,6,"$23,540","$184,292","$213,102","$2,329,856","$2,514,148"
9,"Apr 15, 2011","Apr 15, 2011",La princesse de Montpensier,IFC Films,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,3,21,"$23,456","$352,428","$407,533","$7,040,068","$7,392,496"
10,"Mar 18, 2011","Mar 18, 2011",Dao Jian Xiao,China Lion Film Distribution,Comedy,Based on Fiction Book/Short Story,Live Action,Fantasy,$0,37,37,"$23,425","$47,897","$55,378","$1,808,500","$1,856,397"
11,"Jan 14, 2011","Jan 14, 2011",Down for Life,B.D. Fox Independent,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$3,800,000",5,5,"$23,176","$41,914","$48,463",$0,"$41,914"
12,"Oct 21, 2011","Oct 21, 2011",Being Elmo: A Puppeteer's Journey,Submarine Deluxe,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,15,"$22,963","$303,791","$350,991","$28,644","$332,435"
13,"Aug 5, 2011","Aug 5, 2011",Bellflower,Oscilloscope Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,2,13,"$22,279","$168,226","$194,523",$0,"$168,226"
14,"May 6, 2011","May 6, 2011",The Bang Bang Club,TriBeca Films,Drama,Based on Factual Book/Article,Live Action,Dramatization,$0,9,9,"$21,945","$124,791","$144,299","$13,265","$138,056"
15,"Aug 23, 2011","Aug 23, 2011",Higher Ground,Mongrel Media,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,"$1,800,000",3,81,"$21,495","$841,056","$972,570","$1,637","$842,693"
16,"Mar 4, 2011","Mar 4, 2011",Bereavement,,Horror,Original Screenplay,Live Action,Historical Fiction,$0,20,20,"$20,744","$24,400","$28,207",$0,"$24,400"
17,"May 13, 2011","May 13, 2011",The First Grader,National Geographic Entertainment,Drama,Based on Real Life Events,Live Action,Dramatization,$0,3,36,"$20,437","$332,306","$384,260","$23,425","$355,731"
18,"Jul 8, 2011","Jul 8, 2011",Sholem Aleichem: Laughing in the Dark…,International Film Circuit,Documentary,Based on Real Life Events,Live Action,Factual,"$500,000",1,29,"$20,247","$1,131,261","$1,308,146",$0,"$1,131,261"
19,"Apr 8, 2011","Apr 8, 2011",Meek's Cutoff,Oscilloscope Pictures,Drama,Original Screenplay,Live Action,Historical Fiction,"$2,000,000",2,45,"$20,042","$977,772","$1,130,661","$892,156","$1,869,928"
20,"Aug 26, 2011","Aug 26, 2011",Redemption Road,Freestyle Releasing,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$2,300,000",26,26,"$19,152","$29,384","$33,975",$0,"$29,384"
21,"Sep 9, 2011","Sep 9, 2011",Shaolin,Variance Films,Action,Original Screenplay,Live Action,Historical Fiction,$0,10,11,"$19,132","$66,099","$76,432","$35,000,000","$35,066,099"
22,"Feb 11, 2011","Feb 11, 2011",Shi,Kino International,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,3,17,"$18,900","$356,149","$411,834",$0,"$356,149"
23,"Dec 23, 2011","Dec 23, 2011",In The Land of Blood and Honey,FilmDistrict,Drama,Original Screenplay,Live Action,Historical Fiction,"$13,000,000",3,18,"$18,854","$303,877","$350,266","$205,316","$509,193"
24,"Jan 5, 2011","Jan 5, 2011",Phil Ochs: There but for Fortune,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,13,"$18,211","$263,723","$304,958",$0,"$263,723"
25,"Nov 4, 2011","Nov 4, 2011",The Son of No One,Anchor Bay Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$15,000,000",10,10,"$18,015","$30,680","$35,470","$1,117,898","$1,148,578"
26,"Oct 7, 2011","Oct 7, 2011",Dirty Girl,Weinstein Co.,Drama,Original Screenplay,Live Action,Historical Fiction,$0,9,10,"$17,859","$53,630","$62,008","$53,993","$107,623"
27,"May 13, 2011","May 13, 2011",Su Qi Er,Indomina Releasing,Action,Based on Real Life Events,Live Action,Dramatization,$0,5,9,"$17,857","$80,096","$92,617","$92,252","$172,348"
28,"Mar 23, 2011","Mar 23, 2011",My Perestroika,International Film Circuit,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,19,"$17,680","$242,706","$280,657",$0,"$242,706"
29,"Jun 3, 2011","Jun 3, 2011",The Last Mountain,Dada Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,7,"$17,570","$122,959","$142,181",$0,"$122,959"
30,"Sep 9, 2011","Sep 9, 2011",The Black Power Mixtape: 1967-1975,IFC Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,13,"$17,316","$273,749","$316,558",$0,"$273,749"
