Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Feb 24, 2012","Feb 24, 2012",Tere Naal Love Ho Gaya,UTV Communications,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,48,48,"$94,583","$177,743","$204,757","$4,619,876","$4,797,619"
2,"Jan 13, 2012","Jan 13, 2012",Vettai,UTV Communications,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,34,34,"$87,921","$202,581","$233,367","$4,163,695","$4,366,276"
3,"Mar 2, 2012","Mar 2, 2012",Tim and Eric's Billion Dollar Movie,Magnet Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,"$3,000,000",24,33,"$87,475","$201,436","$232,056","$22,216","$223,652"
4,"Apr 27, 2012","Apr 27, 2012",Bernie,Alchemy,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$6,000,000",3,332,"$85,805","$9,204,489","$10,603,656","$902,486","$10,106,975"
5,"Oct 19, 2012","Oct 19, 2012",Tai Chi Zero,Variance Films,Action,Original Screenplay,Live Action,Fantasy,$0,31,31,"$85,094","$212,094","$244,325","$24,578,459","$24,790,553"
6,"Jun 1, 2012","Jun 1, 2012",High School,Anchor Bay Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000",200,200,"$82,832","$139,034","$160,163","$109,099","$248,133"
7,"Dec 7, 2012","Dec 7, 2012",Hyde Park on Hudson,Focus Features,Drama,Based on Real Life Events,Live Action,Dramatization,$0,4,246,"$81,362","$6,376,145","$7,269,096","$4,866,293","$11,242,438"
8,"Aug 24, 2012","Aug 23, 2012",Samsara,Oscilloscope Pictures,Documentary,Based on Real Life Events,Live Action,Factual,"$4,000,000",2,70,"$76,222","$2,672,413","$3,077,855","$3,294,258","$5,966,671"
9,"Nov 30, 2012","Sep 21, 2012",Hecho en MÃ©xico,Lionsgate,Documentary,Based on Real Life Events,Live Action,Factual,$0,12,26,"$76,123","$151,133","$174,102","$891,540","$1,042,673"
10,"Nov 2, 2012","Nov 2, 2012",A Late Quartet,Entertainment One,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,9,100,"$75,279","$1,561,577","$1,794,010","$6,477,215","$8,038,792"
11,"Jul 13, 2012","Jul 13, 2012",The Obama Effect,ARC Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,25,25,"$73,000","$103,000","$118,651",$0,"$103,000"
12,"Jul 13, 2012","Jul 13, 2012",Les adieux Ã  la reine,Cohen Media Group,Drama,Original Screenplay,Live Action,Historical Fiction,$0,4,64,"$72,123","$1,329,660","$1,531,775",$0,"$1,329,660"
13,"Oct 5, 2012","Oct 5, 2012",Butter,Weinstein Co.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,90,90,"$70,931","$73,000","$84,089","$31,706","$104,706"
14,"Aug 24, 2012","Aug 24, 2012",Sleepwalk With Me,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,135,"$68,801","$2,266,066","$2,610,525",$0,"$2,266,066"
15,"Dec 19, 2012","Sep 20, 2012",Amour,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$9,700,000",3,333,"$68,266","$6,738,954","$7,608,496","$30,048,090","$36,787,044"
16,"Jan 20, 2012","Feb 25, 2011",Pina,IFC Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,83,"$68,012","$3,520,458","$4,055,598","$20,940,300","$24,460,758"
17,"Oct 12, 2012","Oct 12, 2012",Middle of Nowhere,AFFRM,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$200,000",6,24,"$67,909","$236,806","$272,798",$0,"$236,806"
18,"Apr 13, 2012","Apr 13, 2012",Touchback,Anchor Bay Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000",50,69,"$66,998","$204,157","$235,183",$0,"$204,157"
19,"Sep 21, 2012","Sep 21, 2012",Diana Vreeland: The Eye Has to Travel,Samuel Goldwyn Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,27,"$63,700","$1,004,821","$1,156,557","$261,633","$1,266,454"
20,"Nov 16, 2012","Nov 16, 2012",Le prÃ©nom,,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$11,000,000",25,25,"$61,611","$61,611","$70,976","$25,245,794","$25,307,405"
21,"Jan 20, 2012","Jan 20, 2012",Coriolanus,Weinstein Co.,Drama,Based on Play,Live Action,Historical Fiction,"$10,000,000",9,21,"$61,136","$749,641","$863,594","$1,787,066","$2,536,707"
22,"Feb 10, 2012","Feb 10, 2012",Rampart,Alchemy,Drama,Based on Real Life Events,Live Action,Historical Fiction,$0,5,106,"$60,446","$969,239","$1,116,567","$571,101","$1,540,340"
23,"Apr 6, 2012","Apr 6, 2012",Damsels in Distress,Sony Pictures Classics,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$3,000,000",4,205,"$58,589","$1,007,535","$1,160,684","$316,764","$1,324,299"
24,"Mar 2, 2012","Mar 2, 2012",Lost Woods,Nocturnal Features,Horror,Original Screenplay,Live Action,Science Fiction,$0,13,13,"$58,240","$180,117","$207,490",$0,"$180,117"
25,"May 25, 2012","May 25, 2012",Cowgirls 'n Angels,Samuel Goldwyn Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,50,50,"$57,400","$119,782","$137,981",$0,"$119,782"
26,"May 11, 2012","May 11, 2012",The Road,Freestyle Releasing,Horror,Original Screenplay,Live Action,Fantasy,$0,50,50,"$56,761","$92,476","$106,528",$0,"$92,476"
27,"Aug 31, 2012","Aug 31, 2012",Mugamoodi,UTV Communications,Action,Original Screenplay,Live Action,Super Hero,$0,21,21,"$56,603","$101,911","$117,394",$0,"$101,911"
28,"Aug 17, 2012","May 23, 2012",Cosmopolis,Entertainment One,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,24,65,"$56,566","$743,636","$856,671","$6,116,988","$6,860,624"
29,"Sep 7, 2012","Sep 7, 2012",Keep the Lights On,Music Box Films,Drama,Original Screenplay,Live Action,Historical Fiction,$0,5,10,"$55,574","$246,112","$283,518","$213,069","$459,181"
30,"Feb 24, 2012","Feb 24, 2012",Jodi Breakers,Yash Raj Films,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,45,45,"$52,618","$52,618","$60,614",$0,"$52,618"
31,"May 4, 2012","May 4, 2012",A Beautiful Soul,Tyscot Manhaddon,Drama,Original Screenplay,Live Action,Fantasy,$0,20,20,"$51,800","$54,008","$62,209",$0,"$54,008"
32,"Jul 20, 2012","Jul 20, 2012",The Queen of Versailles,Magnolia Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,96,"$51,326","$2,401,999","$2,767,121","$103,101","$2,505,100"
33,"Jun 1, 2012","Jun 1, 2012",Hardflip,Rocky Mountain Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$1,000,000",22,22,"$49,879","$96,734","$111,434",$0,"$96,734"
34,"Sep 14, 2012","Sep 14, 2012",Slaughter Creek,Nocturnal Features,Horror,Original Screenplay,Live Action,Historical Fiction,$0,16,16,"$49,392","$136,815","$157,605",$0,"$136,815"
