Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"May 19, 1998","May 19, 1998",Godzilla,Sony Pictures,Action,Remake,Live Action,Science Fiction,"$125,000,000","3,310","3,310","$44,047,541","$136,314,294","$266,524,959","$239,685,706","$376,000,000"
2,"May 8, 1998","May 8, 1998",Deep Impact,Paramount Pictures,Adventure,Original Screenplay,Live Action,Science Fiction,"$80,000,000","3,156","3,280","$41,152,375","$140,464,664","$274,639,859","$209,000,000","$349,464,664"
3,"Nov 6, 1998","Nov 6, 1998",The Waterboy,Walt Disney,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$23,000,000","2,664","2,782","$39,414,071","$161,491,646","$314,033,702","$28,700,000","$190,191,646"
4,"Jul 1, 1998","Jul 1, 1998",Armageddon,Walt Disney,Adventure,Original Screenplay,Live Action,Science Fiction,"$140,000,000","3,127","3,184","$36,089,972","$201,578,182","$394,130,470","$353,021,818","$554,600,000"
5,"Jul 10, 1998","Jul 10, 1998",Lethal Weapon 4,Warner Bros.,Action,Original Screenplay,Live Action,Contemporary Fiction,"$140,000,000","3,117","3,117","$34,048,124","$130,444,603","$255,048,401","$154,955,397","$285,400,000"
6,"Sep 18, 1998","Sep 18, 1998",Rush Hour,New Line,Action,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000","2,638","2,724","$33,001,803","$141,186,864","$275,508,624","$104,113,136","$245,300,000"
7,"Jun 5, 1998","Jun 5, 1998",The Truman Show,Paramount Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$60,000,000","2,315","2,911","$31,542,121","$125,618,201","$245,611,701","$138,500,000","$264,118,201"
8,"Jul 24, 1998","Jul 24, 1998",Saving Private Ryan,Dreamworks SKG,Drama,Original Screenplay,Live Action,Historical Fiction,"$65,000,000","2,453","2,807","$30,576,104","$216,335,085","$419,118,848","$268,700,000","$485,035,085"
9,"Jun 19, 1998","Jun 19, 1998",The X Files: Fight the Future,20th Century Fox,Action,Based on TV,Live Action,Science Fiction,"$66,000,000","2,629","2,650","$30,138,758","$83,898,313","$164,039,984","$105,278,110","$189,176,423"
10,"Jun 26, 1998","Jun 26, 1998",Doctor Dolittle,20th Century Fox,Adventure,Remake,Live Action,Kids Fiction,"$71,500,000","2,777","2,874","$29,014,324","$144,156,605","$281,858,217","$150,000,000","$294,156,605"
11,"Nov 20, 1998","Nov 20, 1998",The Rugrats Movie,Paramount Pictures,Adventure,Based on TV,Hand Animation,Kids Fiction,"$28,000,000","2,782","2,832","$27,321,470","$100,494,685","$194,792,129","$40,400,000","$140,894,685"
12,"Dec 25, 1998","Dec 25, 1998",Patch Adams,Universal,Comedy,Based on Real Life Events,Live Action,Contemporary Fiction,"$50,000,000","2,712","2,915","$25,262,280","$135,014,968","$253,549,134","$67,158,032","$202,173,000"
13,"Jun 19, 1998","Jun 19, 1998",Mulan,Walt Disney,Adventure,Based on Folk Tale/Legend/Fairytale,Hand Animation,Dramatization,"$90,000,000","2,888","2,953","$22,745,143","$120,620,254","$235,839,599","$182,879,746","$303,500,000"
14,"Jul 17, 1998","Jul 17, 1998",The Mask of Zorro,Sony Pictures,Adventure,Remake,Live Action,Historical Fiction,"$65,000,000","2,515","2,602","$22,525,855","$93,828,745","$183,456,194","$139,871,255","$233,700,000"
15,"Dec 11, 1998","Dec 11, 1998",Star Trek: Insurrection,Paramount Pictures,Adventure,Based on TV,Live Action,Science Fiction,"$70,000,000","2,620","2,677","$22,052,836","$70,187,658","$135,501,339","$47,612,342","$117,800,000"
16,"Jan 12, 1998","Jan 12, 1998",The Wedding Singer,New Line,Romantic Comedy,Original Screenplay,Live Action,Historical Fiction,$0,"2,821","2,837","$21,917,127","$80,245,725","$156,898,352","$43,100,000","$123,345,725"
17,"Apr 3, 1998","Apr 3, 1998",Lost In Space,New Line,Adventure,Based on TV,Live Action,Science Fiction,"$80,000,000","3,306","3,306","$20,154,919","$69,117,629","$135,140,436","$66,929,688","$136,047,317"
18,"Nov 20, 1998","Nov 20, 1998",Enemy of the State,Walt Disney,Action,Original Screenplay,Live Action,Contemporary Fiction,"$85,000,000","2,393","2,517","$20,038,573","$111,549,836","$215,894,225","$139,100,000","$250,649,836"
19,"Dec 25, 1998","Dec 25, 1998",Stepmom,Sony/TriStar,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000","2,358","2,749","$19,142,440","$91,137,662","$172,038,269","$68,607,617","$159,745,279"
20,"Dec 18, 1998","Dec 18, 1998",Youâ€™ve Got Mail,Warner Bros.,Drama,Based on Play,Live Action,Contemporary Fiction,"$65,000,000","2,691","2,961","$18,426,749","$115,821,495","$220,784,063","$134,978,505","$250,800,000"
21,"Mar 13, 1998","Mar 13, 1998",The Man in the Iron Mask,MGM,Adventure,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$35,000,000","3,101","3,101","$17,271,450","$56,968,169","$111,385,523",$0,"$56,968,169"
22,"Oct 2, 1998","Oct 2, 1998",Antz,Dreamworks SKG,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$60,000,000","2,449","2,929","$17,195,160","$90,757,863","$177,236,953","$61,700,000","$152,457,863"
23,"Aug 21, 1998","Aug 21, 1998",Blade,New Line,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$45,000,000","2,322","2,389","$17,073,856","$70,141,876","$137,143,063","$61,095,812","$131,237,688"
24,"Mar 6, 1998","Mar 6, 1998",U.S. Marshals,Warner Bros.,Thriller/Suspense,Based on TV,Live Action,Contemporary Fiction,"$60,000,000","2,817","2,817","$16,863,988","$57,833,603","$113,077,636",$0,"$57,833,603"
25,"Jun 5, 1998","Jun 5, 1998",A Perfect Murder,Warner Bros.,Thriller/Suspense,Remake,Live Action,Contemporary Fiction,$0,"2,845","2,845","$16,615,704","$67,658,331","$132,287,181",$0,"$67,658,331"
26,"Feb 13, 1998","Feb 13, 1998",Sphere,Warner Bros.,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$73,000,000","2,814","2,814","$16,586,765","$37,068,294","$72,476,810","$13,100,000","$50,168,294"
27,"Nov 13, 1998","Nov 13, 1998",I Still Know What You Did Last Summer,Sony Pictures,Horror,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$24,000,000","2,443","2,473","$16,520,038","$40,020,622","$78,126,016",$0,"$40,020,622"
28,"Jun 12, 1998","Jun 12, 1998","Six Days, Seven Nights",Walt Disney,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$80,000,000","2,550","2,606","$16,485,276","$74,339,294","$145,349,956","$90,460,706","$164,800,000"
29,"Aug 7, 1998","Aug 7, 1998",Snake Eyes,Paramount Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$73,000,000","2,713","2,718","$16,310,373","$55,591,409","$108,693,642","$48,300,000","$103,891,409"
30,"Aug 5, 1998","Aug 5, 1998",Halloween: H2O,Miramax,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$17,000,000","2,607","2,669","$16,187,724","$55,041,738","$107,618,918",$0,"$55,041,738"
31,"Oct 2, 1998","Oct 2, 1998",What Dreams May Come,Polygram,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$80,000,000","2,526","2,531","$15,833,592","$55,485,043","$108,485,676","$16,000,000","$71,485,043"
32,"Apr 10, 1998","Apr 10, 1998",City of Angels,Warner Bros.,Drama,Remake,Live Action,Contemporary Fiction,"$55,000,000","2,212","2,433","$15,369,048","$78,750,909","$153,975,652","$120,000,000","$198,750,909"
33,"Nov 13, 1998","Nov 13, 1998",Meet Joe Black,Universal,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$85,000,000","2,503","2,527","$15,017,995","$44,650,003","$87,140,988",$0,"$44,650,003"
34,"Dec 18, 1998","Dec 18, 1998",The Prince of Egypt,Dreamworks SKG,Adventure,Based on Religious Text,Hand Animation,Dramatization,"$60,000,000","3,118","3,218","$14,524,321","$101,413,188","$193,051,792","$117,200,000","$218,613,188"
35,"May 29, 1998","May 29, 1998",Hope Floats,20th Century Fox,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000","2,367","2,404","$14,210,464","$60,110,313","$117,529,111","$21,418,687","$81,529,000"
