Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Jun 6, 1997","Jun 6, 1997",Buddy,Sony Pictures,Adventure,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,"2,113","2,113","$3,504,671","$10,067,104","$20,112,268",$0,"$10,067,104"
2,"Aug 29, 1997","Aug 29, 1997",Kull The Conqueror,Universal,Action,Based on Fiction Book/Short Story,Live Action,Fantasy,$0,"2,091","2,091","$3,450,145","$6,086,891","$12,160,520",$0,"$6,086,891"
3,"Mar 28, 1997","Mar 28, 1997",Turbo: A Power Rangers Movie,20th Century Fox,Action,Based on TV,Live Action,Kids Fiction,$0,"2,113","2,113","$3,301,135","$8,363,899","$16,709,574",$0,"$8,363,899"
4,"Nov 7, 1997","Nov 7, 1997",Eve's Bayou,Trimark,Drama,Original Screenplay,Live Action,Historical Fiction,"$5,000,000",659,672,"$3,287,846","$14,843,425","$29,597,147",$0,"$14,843,425"
5,"May 2, 1997","May 2, 1997",Warriors of Virtue,MGM,Action,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000","2,101","2,101","$3,277,084","$6,448,817","$12,883,584",$0,"$6,448,817"
6,"Aug 22, 1997","Aug 22, 1997",Leave It To Beaver,Universal,Comedy,Based on TV,Live Action,Contemporary Fiction,$0,"1,880","1,885","$3,252,450","$11,307,615","$22,590,588",$0,"$11,307,615"
7,"Feb 21, 1997","Feb 21, 1997",Rosewood,Warner Bros.,Drama,Based on Real Life Events,Live Action,Dramatization,$0,991,991,"$3,154,075","$13,104,494","$26,180,433",$0,"$13,104,494"
8,"Aug 29, 1997","Aug 29, 1997",She's So Lovely,Miramax,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,824,844,"$3,020,015","$7,281,450","$14,547,031",$0,"$7,281,450"
9,"May 16, 1997","May 16, 1997",Night Falls On Manhattan,Paramount Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,758,758,"$2,933,255","$9,889,670","$19,757,792",$0,"$9,889,670"
10,"Sep 19, 1997","Sep 19, 1997",A Thousand Acres,Walt Disney,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,"1,208","1,228","$2,931,762","$7,928,412","$15,839,543","$1,568,667","$9,497,079"
11,"Oct 10, 1997","Oct 10, 1997",Most Wanted,New Line,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,"2,098","2,098","$2,836,490","$6,343,015","$12,672,206",$0,"$6,343,015"
12,"Jan 24, 1997","Jan 24, 1997",Zeus and Roxanne,MGM,Adventure,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,745","1,745","$2,755,382","$7,183,046","$14,350,436",$0,"$7,183,046"
13,"Mar 28, 1997","Mar 28, 1997",B*A*P*S,New Line,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,204","1,204","$2,742,679","$7,246,735","$14,477,679",$0,"$7,246,735"
14,"Jul 11, 1997","Jul 11, 1997",A Simple Wish,Universal,Comedy,Original Screenplay,Live Action,Fantasy,"$28,000,000","1,676","1,699","$2,732,880","$8,165,213","$16,312,632",$0,"$8,165,213"
15,"Oct 3, 1997","Oct 3, 1997",U-Turn,Sony Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,"1,230","1,311","$2,730,440","$6,690,074","$13,363,652",$0,"$6,690,074"
16,"Oct 31, 1997","Oct 31, 1997",Switchback,Paramount Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,"$38,000,000","1,128","1,128","$2,704,568","$6,504,442","$12,994,706",$0,"$6,504,442"
17,"Jan 29, 1997","Jan 29, 1997",Gridlock'd,Gramercy,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,743,743,"$2,678,372","$5,573,929","$11,135,709",$0,"$5,573,929"
18,"Feb 12, 1997","Feb 12, 1997",Dangerous Ground,New Line,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,808,808,"$2,647,745","$5,102,151","$10,193,179",$0,"$5,102,151"
19,"May 14, 1997","May 14, 1997",Sprung,Trimark,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,780,780,"$2,487,702","$7,553,105","$15,089,749",$0,"$7,553,105"
20,"Oct 8, 1997","Oct 8, 1997",Gang Related,MGM,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,260","1,260","$2,443,237","$5,906,773","$11,800,671",$0,"$5,906,773"
21,"Apr 4, 1997","Apr 4, 1997",Inventing the Abbotts,20th Century Fox,Drama,Original Screenplay,Live Action,Historical Fiction,$0,898,898,"$2,301,138","$5,926,128","$11,839,341",$0,"$5,926,128"
22,"Oct 17, 1997","Oct 17, 1997",Bean,Gramercy,Comedy,Based on TV,Live Action,Contemporary Fiction,$0,242,"2,015","$2,255,233","$45,334,169","$90,559,811","$211,239,959","$256,574,128"
23,"Jul 30, 1997","Jul 30, 1997",One Eight Seven,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,121","1,121","$2,222,984","$5,747,802","$11,483,077",$0,"$5,747,802"
