Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Sep 21, 2018","Sep 21, 2018","Love, Gilda",Magnolia Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,82,112,"$189,639","$626,318","$630,438",$0,"$626,318"
2,"Mar 9, 2018","Oct 20, 2017",The Death of Stalin,IFC Films,Black Comedy,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,4,554,"$184,805","$8,047,856","$8,099,448","$12,393,254","$20,441,110"
3,"Oct 26, 2018","Oct 12, 2018",Suspiria,Amazon Studios,Horror,Remake,Live Action,Historical Fiction,"$20,000,000",2,309,"$184,037","$2,483,472","$2,499,825","$5,591,871","$8,075,343"
4,"Jun 29, 2018","Jun 29, 2018",Three Identical Strangers,Neon,Documentary,Based on Real Life Events,Live Action,Factual,$0,5,433,"$171,503","$12,320,845","$12,401,985","$1,047,103","$13,367,948"
5,"Oct 26, 2018","Sep 20, 2018",London Fields,GVN Releasing,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$8,000,000",613,613,"$168,575","$252,676","$254,339","$181,056","$433,732"
6,"Jul 13, 2018","Jul 12, 2018",Soorma,Sony Pictures,Drama,Based on Real Life Events,Live Action,Factual,$0,50,50,"$168,354","$382,104","$384,617","$6,168,605","$6,550,709"
7,"Apr 27, 2018","Apr 13, 2018",Kings,The Orchard,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,214,214,"$163,289","$274,320","$276,118","$600,179","$874,499"
8,"Oct 19, 2018","Oct 19, 2018",Can You Ever Forgive Me?,Fox Searchlight,Drama,Based on Real Life Events,Live Action,Dramatization,"$10,000,000",5,555,"$161,510","$8,803,865","$8,854,928","$3,713,514","$12,517,379"
9,"Sep 21, 2018","Sep 21, 2018",Colette,Bleecker Street,Drama,Based on Real Life Events,Live Action,Dramatization,$0,4,593,"$161,179","$5,126,985","$5,160,748","$10,783,198","$15,910,183"
10,"Apr 6, 2018","Apr 6, 2018",Pandas,IMAX Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,33,35,"$158,915","$7,840,796","$7,840,796","$233,814","$8,074,610"
11,"Dec 7, 2018","Dec 7, 2018",Vox Lux,Neon,Musical,Original Screenplay,Live Action,Historical Fiction,$0,6,325,"$155,714","$727,119","$731,904","$561,452","$1,288,571"
12,"Sep 21, 2018","Sep 21, 2018",Batti Gul Meter Chalu,Eros Entertainment,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,64,64,"$153,847","$153,847","$154,854","$123,605","$277,452"
13,"Jun 8, 2018","May 22, 2018",Dokjeon,Well Go USA,Thriller/Suspense,Remake,Live Action,Contemporary Fiction,$0,32,32,"$146,630","$365,639","$368,047","$38,647,461","$39,013,100"
14,"Sep 28, 2018","Sep 28, 2018",The Old Man and the Gun,Fox Searchlight,Comedy,Based on Factual Book/Article,Live Action,Dramatization,"$15,800,000",5,"1,042","$142,131","$11,277,120","$11,350,956","$5,678,553","$16,955,673"
15,"Jul 4, 2018","Aug 19, 2017","Uchiage Hanabi, Shita Kara Miru ka? Y…",GKIDS,Drama,Based on Movie,Digital Animation,Science Fiction,$0,510,510,"$138,014","$525,280","$528,733","$26,105,422","$26,630,702"
16,"Jun 1, 2018","Jun 1, 2018",American Animals,The Orchard,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,$0,4,339,"$134,793","$2,853,526","$2,872,319","$1,681,883","$4,535,409"
17,"Apr 6, 2018","Nov 10, 2017",You Were Never Really Here,Amazon Studios,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,3,233,"$132,829","$2,523,610","$2,540,228","$8,367,671","$10,891,281"
18,"Sep 28, 2018","Sep 28, 2018",Bad Reputation,Magnolia Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,196,196,"$130,675","$148,568","$149,544","$5,619","$154,187"
19,"Jul 27, 2018","Jul 27, 2018",Di Ren Jie Zhi Si Da Tian Wang,Well Go USA,Action,Original Screenplay,Live Action,Fantasy,$0,31,31,"$126,929","$262,963","$264,692","$89,772,584","$90,035,547"
20,"Sep 21, 2018","Sep 19, 2018",Ansisung,Well Go USA,Action,,Live Action,,$0,30,30,"$123,983","$472,166","$475,272","$41,282,567","$41,754,733"
21,"Sep 28, 2018","Sep 20, 2018",Huang Jin Xiong Di,Well Go USA,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,34,34,"$121,391","$285,795","$287,672","$45,879,283","$46,165,078"
22,"Sep 28, 2018","Sep 28, 2018",Monsters and Men,Neon,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,18,153,"$118,697","$500,101","$503,387","$10,886","$510,987"
23,"Sep 21, 2018","Sep 21, 2018",The Sisters Brothers,Annapurna Pictures,Western,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$38,000,000",4,"1,141","$115,575","$3,143,056","$3,163,751","$11,493,011","$14,636,067"
24,"Jun 22, 2018","Jun 22, 2018",The Catcher Was A Spy,IFC Films,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,46,52,"$114,771","$725,223","$729,996","$71,483","$796,706"
25,"Mar 9, 2018","Jan 5, 2018",The Leisure Seeker,Sony Pictures Classics,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,28,353,"$113,708","$3,224,126","$3,245,355","$16,116,412","$19,340,538"
26,"Aug 17, 2018","Jul 20, 2018",The Wife,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,4,541,"$108,284","$9,599,982","$9,655,542","$9,131,427","$18,731,409"
27,"Oct 19, 2018","Oct 18, 2018",Wildlife,IFC Films,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,4,105,"$104,589","$1,050,616","$1,057,319","$2,703,923","$3,754,539"
28,"Mar 23, 2018","Mar 23, 2018",Getting Grace,Hannover House,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,60,60,"$103,831","$217,812","$219,246",$0,"$217,812"
29,"Feb 9, 2018","Feb 9, 2018",But Deliver Us From Evil,Indican Pictures,Horror,Original Screenplay,Live Action,Science Fiction,$0,247,247,"$99,541","$285,169","$287,039",$0,"$285,169"
30,"Jul 20, 2018","Jun 8, 2018",McQueen,Bleecker Street,Documentary,Based on Real Life Events,Live Action,Factual,$0,4,95,"$98,873","$1,257,275","$1,265,552","$1,438,856","$2,696,131"
31,"Aug 3, 2018","Aug 3, 2018",Karwaan,Self Distributed,Comedy,,Live Action,Contemporary Fiction,$0,58,58,"$98,460","$182,009","$183,207","$53,849","$235,858"
32,"May 18, 2018","May 18, 2018",First Reformed,A24,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$3,500,000",4,334,"$97,562","$3,448,256","$3,470,964","$540,356","$3,988,612"
33,"Feb 16, 2018","Feb 14, 2018",Xi You Ji Nu Er Guo,Well Go USA,Action,Based on Fiction Book/Short Story,Live Action,Fantasy,$0,34,34,"$95,577","$187,074","$188,306","$114,902,870","$115,089,944"
34,"Nov 16, 2018","Nov 16, 2018",At Eternityâ€™s Gate,CBS Films,Drama,Based on Real Life Events,Live Action,Dramatization,$0,4,178,"$92,855","$2,294,917","$2,308,272","$8,599,667","$10,894,584"
35,"Nov 2, 2018","Dec 15, 2017",Maria by Callas,Sony Pictures Classics,Documentary,Original Screenplay,Live Action,Factual,$0,16,149,"$91,915","$1,264,409","$1,272,539","$1,530,974","$2,795,383"
36,"Nov 23, 2018","Jun 8, 2018",Manbiki kazoku,Magnolia Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,5,144,"$89,264","$3,313,513","$3,326,170","$69,312,258","$72,625,771"
37,"Oct 12, 2018","Oct 12, 2018",Jane and Emma,Excel Entertainment,Drama,Based on Real Life Events,Live Action,Dramatization,$0,21,29,"$84,512","$380,017","$382,417",$0,"$380,017"
38,"Jul 13, 2018","Apr 6, 2018","Donâ€™t Worry, He Wonâ€™t Get Far on …",Amazon Studios,Drama,Based on Real Life Events,Live Action,Dramatization,"$3,500,000",4,266,"$83,339","$1,441,705","$1,451,198","$3,080,799","$4,522,504"
39,"Dec 7, 2018","Dec 7, 2018",Ben is Back,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$13,000,000",4,598,"$80,733","$3,703,182","$3,721,021","$8,913,813","$12,616,995"
40,"Nov 9, 2018","Nov 9, 2018","Ni Hao, Zhi Hua",China Lion Film Distribution,,,Live Action,,$0,18,23,"$80,485","$179,721","$180,897","$11,648,683","$11,828,404"
