Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Jul 8, 2011","Jul 8, 2011",The Ward,Cinedigm,Horror,Original Screenplay,Live Action,Contemporary Fiction,$0,11,11,"$7,760","$7,760","$8,968","$1,244,254","$1,252,014"
2,"Mar 18, 2011","Mar 18, 2011",Desert Flower,National Geographic Entertainment,Drama,Based on Factual Book/Article,Live Action,Dramatization,$0,3,8,"$7,657","$44,348","$51,279","$18,360,936","$18,405,284"
3,"Nov 18, 2011","Nov 18, 2011",Tyrannosaur,Strand,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,5,5,"$7,635","$22,088","$25,511","$277,000","$299,088"
4,"Dec 16, 2011","Dec 16, 2011",Cook County,Hannover House,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,5,5,"$7,579","$17,977","$20,743",$0,"$17,977"
5,"Sep 30, 2011","Sep 30, 2011",Margaret,Fox Searchlight,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$14,000,000",2,14,"$7,525","$47,185","$54,562","$576,107","$623,292"
6,"Mar 11, 2011","Mar 11, 2011",Making the Boys,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,3,"$7,513","$33,833","$39,119",$0,"$33,833"
7,"Jul 1, 2011","Jul 1, 2011",The Perfect Host,Magnolia Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$1,000,000",2,10,"$7,505","$48,764","$56,386","$2,823","$51,587"
8,"Apr 8, 2011","Apr 8, 2011",Meet Monica Velour,Anchor Bay Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,2,4,"$7,438","$33,042","$38,202",$0,"$33,042"
9,"Sep 23, 2011","Sep 23, 2011",Incendiary: The Willingham Case,Truly Indie,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,3,"$7,308","$21,882","$25,300",$0,"$21,882"
10,"Aug 10, 2011","Aug 10, 2011",Over Your Cities Grass Will Grow,Alive Mind,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,3,"$7,272","$49,976","$57,753",$0,"$49,976"
11,"Apr 22, 2011","Apr 22, 2011",Stake Land,IFC Films,Horror,Original Screenplay,Live Action,Fantasy,"$4,000,000",1,5,"$7,258","$33,245","$38,441","$646,237","$679,482"
12,"Jul 15, 2011","Jul 15, 2011",Salvation Boulevard,IFC Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$5,500,000",4,4,"$7,208","$28,468","$32,379",$0,"$28,468"
13,"Sep 16, 2011","Sep 16, 2011",Sykt lykkelig,Magnolia Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,4,7,"$7,125","$45,154","$52,214","$219,679","$264,833"
14,"Nov 16, 2011","Nov 16, 2011",Tomboy,Rocket Releasing,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,10,"$7,078","$130,271","$150,480","$4,150,054","$4,280,325"
15,"May 6, 2011","May 6, 2011",Octubre,New Yorker,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,2,2,"$7,054","$32,127","$37,148",$0,"$32,127"
16,"Apr 8, 2011","Apr 8, 2011",Ceremony,Magnolia Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,3,4,"$6,920","$22,270","$25,749",$0,"$22,270"
17,"Sep 30, 2011","Sep 30, 2011",Sarah Palin: You Betcha!,Freestyle Releasing,Documentary,Based on Real Life Events,Live Action,Factual,$0,6,6,"$6,911","$10,935","$12,636",$0,"$10,935"
18,"Feb 28, 2011","Feb 28, 2011",Return,Dada Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,3,3,"$6,717","$16,124","$18,569","$1,829","$17,953"
19,"Mar 25, 2011","Mar 25, 2011",Peep World,IFC Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,3,5,"$6,702","$14,351","$16,598",$0,"$14,351"
20,"Mar 11, 2011","Mar 11, 2011",Black Death,Magnet Pictures,Horror,Original Screenplay,Live Action,Historical Fiction,$0,3,5,"$6,692","$22,554","$26,079",$0,"$22,554"
21,"Apr 29, 2011","Apr 29, 2011","Lebanon, PA",Truly Indie,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,6,"$6,675","$48,381","$55,946",$0,"$48,381"
22,"Jun 3, 2011","Jun 3, 2011",Rejoice and Shout,Magnolia Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,7,"$6,589","$100,237","$115,909",$0,"$100,237"
