Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Apr 6, 2018","Mar 23, 2018",The Endless,Well Go USA,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,$0,1,20,"$9,083","$272,020","$273,807","$685,674","$957,694"
2,"Sep 19, 2018","Sep 19, 2018",Garry Winogrand: All Things Are Photo…,Greenwich,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,4,"$9,058","$51,194","$51,526",$0,"$51,194"
3,"Jun 1, 2018","Jun 1, 2018",A Kid Like Jake,IFC Films,Drama,Based on Play,Live Action,Contemporary Fiction,$0,1,13,"$8,936","$58,403","$58,789","$3,466","$61,869"
4,"Aug 24, 2018","Aug 24, 2018",Crime + Punishment,IFC Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,3,"$8,787","$18,644","$18,771",$0,"$18,644"
5,"Mar 30, 2018","Nov 22, 1968",Il grande silenzio,Film Movement,Western,Original Screenplay,Live Action,Historical Fiction,$0,1,6,"$8,755","$53,074","$53,415","$63,614","$116,688"
6,"Nov 30, 2018","Nov 30, 2018",Head Full of Honey,Warner Bros.,Drama,Based on Movie,Live Action,Contemporary Fiction,$0,4,4,"$8,715","$12,350","$12,435","$126,595","$138,945"
7,"Sep 14, 2018","Sep 14, 2018","Hale County This Morning, This Evening",Cinema Guild,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,8,"$8,640","$112,300","$112,635",$0,"$112,300"
8,"Apr 11, 2018","Apr 11, 2018",Hitlerâ€™s Hollywood,Kino Lorber,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,6,"$8,634","$43,766","$44,053",$0,"$43,766"
9,"Sep 28, 2018","Sep 7, 2018",Black 47,IFC Films,Drama,,Live Action,Historical Fiction,$0,1,100,"$8,600","$57,520","$57,542","$1,991,430","$2,048,950"
10,"Feb 2, 2018","Sep 8, 2017",Sanpo Suru Shinryakusha,Super LTD,Drama,Based on Play,Live Action,Science Fiction,$0,2,42,"$8,370","$52,087","$52,425","$397,719","$449,806"
11,"Mar 23, 2018","Jun 23, 2017",Summer in the Forest,Abramorama Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,6,"$8,366","$45,542","$45,841","$22,652","$68,194"
12,"Dec 21, 2018","Dec 21, 2018",The Last Resort,Kino Lorber,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,13,"$8,280","$158,646","$158,916",$0,"$158,646"
13,"Sep 28, 2018","Sep 28, 2018",306 Hollywood,El Tigre Productions,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,4,"$8,150","$18,399","$18,514",$0,"$18,399"
14,"Mar 2, 2018","Apr 14, 2017",Lasciati Andare,Menemsha Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,8,8,"$8,128","$8,128","$8,180","$2,105,042","$2,113,170"
15,"Feb 2, 2018","Feb 2, 2018",24 Frames: Before and After Lumiere,Janus Films,Drama,Compilation,Live Action,Factual,$0,1,2,"$8,101","$34,483","$34,708","$2,563","$37,046"
16,"Jul 13, 2018","Jul 13, 2018",Dark Money,PBS Distribution,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,20,"$8,100","$217,932","$219,365",$0,"$217,932"
