Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Oct 9, 2009","Oct 9, 2009",An Education,Sony Pictures Classics,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$7,500,000",4,761,"$159,017","$12,574,914","$15,091,390","$17,077,822","$29,652,736"
2,"Sep 1, 2009","Sep 1, 2009",1981,,,,,,$0,42,43,"$158,350","$753,197","$920,906",$0,"$753,197"
3,"Jan 30, 2009","Jan 30, 2009",Entre les murs,Sony Pictures Classics,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$3,250,000",25,126,"$155,190","$3,766,810","$4,605,550","$30,347,257","$34,114,067"
4,"Feb 6, 2009","Feb 6, 2009",2009 Oscar Shorts,Shorts International,Multiple Genres,Compilation,Multiple Production Methods,Multiple Creative Types,$0,41,60,"$150,203","$644,635","$788,171",$0,"$644,635"
5,"Jun 26, 2009","Jun 26, 2009",The Hurt Locker,Summit Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$15,000,000",4,535,"$145,352","$17,017,811","$20,544,404","$32,859,173","$49,876,984"
6,"Jun 12, 2009","Jun 12, 2009",Moon,Sony Pictures Classics,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$5,000,000",8,251,"$136,046","$5,010,163","$6,125,753","$5,665,910","$10,676,073"
7,"Oct 16, 2009","Oct 16, 2009",Black Dynamite,Apparition,,,,,$0,70,70,"$131,862","$242,578","$296,585","$181,475","$424,053"
8,"Jun 5, 2009","Jun 5, 2009",Away We Go,Focus Features,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$21,000,000",4,506,"$130,411","$9,451,946","$11,556,575","$656,070","$10,108,016"
9,"Apr 10, 2009","Apr 10, 2009",Tera Mera Ki Rishta,Eros Entertainment,Drama,,,,$0,17,17,"$130,324","$271,942","$332,486",$0,"$271,942"
10,"Oct 2, 2009","Oct 2, 2009",Do Knot Disturb,Big Pictures,Comedy,Remake,Live Action,Contemporary Fiction,$0,57,57,"$124,573","$213,525","$261,070","$5,959,859","$6,173,384"
11,"Jan 16, 2009","Jan 16, 2009",Defiance,Paramount Vantage,Drama,Original Screenplay,Live Action,Historical Fiction,"$50,000,000",2,"1,793","$123,513","$28,644,813","$34,777,775","$24,342,941","$52,987,754"
12,"Aug 14, 2009","Aug 14, 2009",Spread,,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,103,103,"$122,948","$250,617","$306,416","$4,234,319","$4,484,936"
13,"Oct 16, 2009","Oct 16, 2009",Main Aurr Mrs. Khanna,UTV Communications,,,,,$0,59,59,"$121,134","$197,183","$241,088","$1,092,663","$1,289,846"
14,"Dec 11, 2009","Dec 11, 2009",The Lovely Bones,Paramount Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$95,000,000",3,"2,638","$116,616","$44,114,232","$51,294,064","$50,780,216","$94,894,448"
15,"Jun 26, 2009","Jun 26, 2009",The Stoning of Soraya M.,Roadside Attractions,Drama,Based on Factual Book/Article,Live Action,Dramatization,$0,27,34,"$115,053","$655,871","$801,907","$657,143","$1,313,014"
16,"Mar 20, 2009","Mar 20, 2009",The Great Buck Howard,Magnolia Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,55,76,"$115,004","$750,587","$917,715","$150,102","$900,689"
17,"May 22, 2009","May 22, 2009",Easy Virtue,Sony Pictures Classics,Romantic Comedy,Based on Play,Live Action,Historical Fiction,"$14,000,000",10,255,"$110,443","$2,656,784","$3,248,353","$17,880,957","$20,537,741"
18,"Jul 10, 2009","Jul 10, 2009",Blood: The Last Vampire,Samuel Goldwyn Films,Action,Remake,Live Action,Fantasy,$0,20,20,"$110,029","$256,682","$313,834","$5,427,272","$5,683,954"
19,"Nov 20, 2009","Nov 20, 2009",Los abrazos rotos,Sony Pictures Classics,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,2,202,"$107,111","$5,014,305","$5,950,010","$7,896,055","$12,910,360"
20,"Oct 9, 2009","Oct 9, 2009",Free Style,Samuel Goldwyn Films,,,,,"$10,000,000",260,260,"$97,764","$141,108","$172,524","$580,000","$721,108"
21,"Oct 16, 2009","Oct 16, 2009",All the Best: Fun Begins,Yash Raj Films,,,,,$0,55,55,"$96,054","$120,713","$147,591","$7,804,333","$7,925,046"
22,"Feb 13, 2009","Feb 13, 2009",Two Lovers,Magnolia Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$12,000,000",7,148,"$94,986","$3,149,034","$3,850,217","$13,200,000","$16,349,034"
23,"Aug 14, 2009","Aug 14, 2009",It Might Get Loud,Sony Pictures Classics,Documentary,Based on Real Life Events,Live Action,Factual,$0,7,75,"$92,679","$1,610,163","$1,968,689",$0,"$1,610,163"
24,"May 15, 2009","May 15, 2009",The Brothers Bloom,Summit Entertainment,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000",4,209,"$90,400","$3,531,756","$4,318,153","$2,000,000","$5,531,756"
25,"Nov 27, 2009","Nov 27, 2009",The Private Lives of Pippa Lee,Screen Media Films,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,12,26,"$89,950","$337,356","$407,863",$0,"$337,356"
26,"Mar 27, 2009","Mar 27, 2009",Grande ourse - La cle des possibles,,,,,,$0,44,44,"$86,941","$268,143","$327,846",$0,"$268,143"
27,"Apr 24, 2009","Apr 24, 2009",Tyson,Sony Pictures Classics,Documentary,Based on Real Life Events,Live Action,Factual,$0,11,56,"$85,046","$887,918","$1,085,627","$79,378","$967,296"
28,"Jul 3, 2009","Jul 3, 2009",La fille de Monaco,Magnolia Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,21,31,"$83,755","$602,992","$737,250","$5,413,449","$6,016,441"
29,"Dec 16, 2009","Dec 16, 2009",Crazy Heart,Fox Searchlight,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$8,500,000",4,"1,361","$82,664","$39,471,742","$45,917,702","$7,945,509","$47,417,251"
30,"Mar 20, 2009","Mar 20, 2009",Sin Nombre,Focus Features,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,6,87,"$81,446","$2,536,665","$3,101,496","$4,499,757","$7,036,422"
31,"Sep 25, 2009","Sep 25, 2009",Paranormal Activity,Paramount Pictures,Horror,Original Screenplay,Live Action,Fantasy,"$450,000",12,"2,712","$77,873","$107,918,810","$131,944,856","$86,264,224","$194,183,034"
32,"Feb 27, 2009","Feb 27, 2009",Crossing Over,Weinstein Co.,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,9,42,"$77,370","$4,462,332","$5,455,939","$152,012","$4,614,344"
33,"May 29, 2009","Oct 30, 2008",Okuribito,Regent Releasing,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,9,27,"$74,945","$1,543,346","$1,886,645","$64,548,716","$66,092,062"
34,"May 8, 2009","May 8, 2009",Little Ashes,Regent Releasing,Drama,Based on Real Life Events,Live Action,Dramatization,$0,12,15,"$73,394","$481,586","$588,815",$0,"$481,586"
35,"Sep 4, 2009","Sep 4, 2009",Carriers,Paramount Vantage,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,$0,100,100,"$71,694","$120,866","$147,775","$6,704,531","$6,825,397"
36,"Sep 4, 2009","Sep 4, 2009",Amreeka,National Geographic Entertainment,,,,,$0,4,40,"$71,548","$627,436","$766,731",$0,"$627,436"
37,"Oct 23, 2009","Oct 23, 2009",Antichrist,IFC Films,Drama,Original Screenplay,Live Action,Fantasy,$0,6,19,"$71,397","$404,122","$494,098","$2,088,582","$2,492,704"
38,"Apr 17, 2009","Apr 17, 2009",Every Little Step,Sony Pictures Classics,Documentary,Based on Real Life Events,Live Action,Factual,$0,8,70,"$68,504","$1,725,141","$2,109,265","$1,044,622","$2,769,763"
39,"Jul 29, 2009","Jul 29, 2009",Adam,Fox Searchlight,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$3,200,000",4,177,"$68,377","$2,283,291","$2,791,706","$551,194","$2,834,485"
40,"Jan 9, 2009","Jan 9, 2009",After Dark's Horrorfest III,After Dark,Horror,,Live Action,Contemporary Fiction,$0,50,50,"$66,456","$66,456","$81,246",$0,"$66,456"
41,"Nov 25, 2009","Nov 25, 2009",Me and Orson Welles,Freestyle Releasing,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$25,000,000",4,134,"$63,638","$1,190,003","$1,439,993",$0,"$1,190,003"
