Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Dec 2, 1999","Dec 2, 1999",Spanish Fly,Miramax,,,,,$0,7,7,"$10,482","$11,147","$20,119",$0,"$11,147"
2,"Aug 13, 1999","Sep 10, 1997",Marcello Mastroianni - I Remember,First Look,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$9,829","$9,829","$17,735",$0,"$9,829"
3,"Oct 22, 1999","Oct 22, 1999",Molly,MGM,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$21,000,000",12,12,"$9,683","$17,396","$31,398",$0,"$17,396"
4,"Aug 20, 1999","Feb 28, 1998",PÃ¢fekuto burÃ»,,,,,,$0,1,491,"$9,600","$763,518","$847,904","$4,532","$768,050"
5,"Jul 23, 1999","Jul 23, 1999",Rosie,New Yorker,,,,,$0,3,3,"$9,579","$30,310","$52,553",$0,"$30,310"
6,"Oct 22, 1999","Oct 22, 1999",Beyond the Mat,Universal,Documentary,Based on Real Life Events,Live Action,Factual,"$500,000",1,298,"$9,532","$2,047,570","$3,484,508",$0,"$2,047,570"
7,"Mar 5, 1999","Mar 5, 1999",Six Ways to Sunday,Stratosphere Entertainment,,,,,$0,1,4,"$9,521","$50,334","$90,856",$0,"$50,334"
8,"Feb 26, 1999","Feb 26, 1999",Eight Days a Week,Legacy Releasing,,,,,$0,9,9,"$9,090","$26,347","$47,556",$0,"$26,347"
9,"Apr 30, 1999","Apr 30, 1999",Relaxâ€¦ It's Just Sex,,,,,,$0,4,5,"$8,971","$452,654","$817,093",$0,"$452,654"
10,"Sep 8, 1999","Sep 8, 1999",Welcome Back Mr. McDonald,,Comedy,Based on Play,Live Action,Contemporary Fiction,$0,1,1,"$8,887","$11,507","$20,770",$0,"$11,507"
11,"Dec 17, 1999","Dec 17, 1999",Onegin,Goldwyn Entertainment,,,,,$0,1,43,"$8,855","$183,821","$313,651",$0,"$183,821"
12,"Jan 6, 1999","Jan 6, 1999",Private Confessions,Kino International,,,,,$0,1,1,"$8,759","$8,759","$15,809",$0,"$8,759"
13,"Oct 15, 1999","Oct 15, 1999",That's the Way I Like It,Miramax,,,,,$0,3,9,"$8,742","$19,319","$34,864",$0,"$19,319"
14,"Apr 9, 1999","May 7, 1998",A Place Called Chiapas,,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,3,"$8,639","$237,779","$429,211",$0,"$237,779"
15,"Nov 26, 1999","Nov 26, 1999",2by4,Strand,Drama,Original Screenplay,Live Action,,$0,1,1,"$8,163","$16,637","$30,032",$0,"$16,637"
16,"Oct 22, 1999","Oct 22, 1999",Fest of the Best,,,,,,$0,1,1,"$7,911","$7,911","$14,278",$0,"$7,911"
