Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Feb 11, 2005","Feb 11, 2005",A Tale of Two Pizzas,Cockeyed Caravan,Comedy,Original Screenplay,Live Action,,$0,2,2,$964,"$14,305","$20,458",$0,"$14,305"
2,"Jul 22, 2005","Jul 22, 2005",Monumental: David Broners Fight for W…,First Run Features,Documentary,,Live Action,Factual,$0,1,1,$842,"$1,430","$2,045",$0,"$1,430"
3,"Oct 7, 2005","Oct 7, 2005",The Overture,Kino International,Drama,,Live Action,,$0,2,2,$825,"$2,254","$3,219",$0,"$2,254"
4,"Feb 9, 2005","Feb 9, 2005",The Letter: An American Town and the …,Arab Film Distribution,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,$789,"$1,058","$1,513",$0,"$1,058"
5,"Dec 16, 2005","Dec 16, 2005",Electric Shadows,First Run Features,,,,,$0,1,1,$784,"$7,129","$10,014",$0,"$7,129"
6,"Apr 13, 2005","Apr 13, 2005",15,Picture This Entertainment,Drama,Original Screenplay,Live Action,,$0,1,1,$633,"$3,013","$4,310",$0,"$3,013"
7,"Jul 8, 2005","Jul 8, 2005",Steve + Sky,Lifesize Entertainment,,,,,$0,1,1,$624,$624,$889,$0,$624
8,"Jan 19, 2005","Jan 19, 2005",With God on Our Side,Lumiere Productions,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,$563,"$1,806","$2,577",$0,"$1,806"
9,"Jul 22, 2005","Jul 22, 2005",Making Grace,First Run Features,Documentary,,Live Action,Factual,$0,1,1,$456,"$1,496","$2,137",$0,"$1,496"
10,"Jul 13, 2005","Jul 13, 2005",Return to the Land of Wonders,Arab Film Distribution,Documentary,,Live Action,Factual,"$5,000",1,1,$357,"$1,338","$1,907",$0,"$1,338"
11,"Nov 11, 2005","Nov 11, 2005",The Comedians of Comedy,Vitagraph Films,Concert/Performance,Based on Real Life Events,Live Action,Dramatization,$0,2,2,$354,$354,$504,$0,$354
12,"Oct 13, 2005","Oct 13, 2005",The Dark Hours,Freestyle Releasing,Horror,,Live Action,,"$400,000",1,1,$338,$423,$596,$0,$423
13,"Jun 24, 2005","Jun 24, 2005",Tropical Malady,Strand,Drama,Original Screenplay,,Fantasy,$0,1,3,$270,"$46,750","$66,877",$0,"$46,750"
14,"Mar 11, 2005","Mar 11, 2005",Nowhere Man,First Run Features,Drama,Original Screenplay,Live Action,,$0,1,2,$173,"$2,348","$3,356",$0,"$2,348"
15,"Jun 3, 2005","Jun 3, 2005",Bustin' Bonaparte,Freestyle Releasing,,,,,$0,0,0,$0,$0,$0,$0,$0
16,"Dec 31, 2005","Dec 31, 2005",When Shadows Die,,,,,,$0,0,0,$0,$0,$0,$0,$0
17,"Sep 13, 2005","Sep 13, 2005",George Lopez: Why You Crying?,,Concert/Performance,Based on Real Life Events,Live Action,Factual,$0,0,0,$0,$0,$0,$0,$0
18,"Dec 2, 2005","Dec 2, 2005",The Kid & I,Slowhand Cinema,Comedy,Original Screenplay,Live Action,,$0,0,0,$0,$0,$0,$0,$0
19,"Dec 31, 2005","Dec 29, 2005",Wangeui Namja,,Drama,Based on Play,Live Action,Historical Fiction,$0,0,0,$0,$0,$0,"$55,618,300","$55,618,300"
20,"Sep 30, 2005","Sep 30, 2005",The Last Drop,Romar,,Original Screenplay,Live Action,,$0,0,0,$0,$0,$0,$0,$0
21,"Dec 27, 2005","Dec 27, 2005",The Stranger Beside Me,,,,,,$0,0,0,$0,$0,$0,$0,$0
22,"Aug 10, 2005","Aug 10, 2005",Chaos,Dinsdale Releasing,Horror,Original Screenplay,Live Action,Contemporary Fiction,$0,0,2,$0,"$10,289","$14,718",$0,"$10,289"
23,"Dec 31, 2005","Dec 31, 2005",Insomnia Manica,,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$500,000",0,0,$0,$0,$0,$0,$0
24,"May 6, 2005","May 6, 2005",Citizen Verdict,Innovation Film Group,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,0,0,$0,$0,$0,$0,$0
25,"Dec 31, 2005","Dec 31, 2005",The Prophecy Forsaken,,Horror,Original Screenplay,Live Action,Fantasy,$0,0,0,$0,$0,$0,$0,$0
