Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Feb 3, 2006","Feb 3, 2006",Tamara,City Lights Pictures,Horror,Original Screenplay,Live Action,Fantasy,$0,14,32,"$29,157","$206,871","$289,616",$0,"$206,871"
2,"Nov 10, 2006","Nov 10, 2006",FUR: An Imaginary Portrait of Diane A…,Picturehouse,Drama,Based on Fiction Book/Short Story,Live Action,Dramatization,"$16,800,000",4,39,"$28,815","$223,202","$312,477","$2,057,887","$2,281,089"
3,"Feb 24, 2006","Feb 24, 2006",The 2005 Academy Award Nominated Shor…,Magnolia Pictures,Multiple Genres,Compilation,Multiple Production Methods,Multiple Creative Types,$0,6,12,"$28,571","$157,415","$220,373",$0,"$157,415"
4,"Sep 1, 2006","Sep 1, 2006",Qian li zou dan qi,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Historical Fiction,$0,5,13,"$28,223","$252,325","$352,907",$0,"$252,325"
5,"Feb 17, 2006","Feb 17, 2006",Winter Passing,Focus Features,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$3,500,000",7,10,"$28,091","$107,492","$150,480","$6,291","$113,783"
6,"Aug 25, 2006","Aug 25, 2006",The Quiet,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$900,000",7,366,"$27,546","$381,420","$533,987",$0,"$381,420"
7,"Dec 6, 2006","Dec 6, 2006",Inland Empire,518 Media,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,3,15,"$27,508","$1,209,941","$1,562,064","$1,356","$1,211,297"
8,"Sep 15, 2006","Sep 15, 2006",Keeping Mum,ThinkFilm,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,2,79,"$27,112","$1,619,466","$2,266,200","$16,494,571","$18,114,037"
9,"Jul 14, 2006","Jul 14, 2006",The Groomsmen,Bauer Martinez,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,3,26,"$26,045","$128,585","$180,016",$0,"$128,585"
10,"Jun 2, 2006","Jun 2, 2006",The Puffy Chair,IDP/Goldwyn/Roadside,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$15,000",7,7,"$26,029","$194,523","$272,331",$731,"$195,254"
11,"Oct 27, 2006","Oct 27, 2006",Color of the Cross,,,,,,$0,29,29,"$25,868","$85,802","$120,118",$0,"$85,802"
12,"Apr 19, 2006","Apr 19, 2006",The Celestine Prophecy,Ram Entertainment,Adventure,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,5,17,"$25,297","$1,214,661","$1,700,521","$62,333","$1,276,994"
13,"Mar 10, 2006","Mar 10, 2006",Temporada de patos,Warner Independent,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,6,24,"$24,658","$147,551","$206,563",$0,"$147,551"
14,"Feb 24, 2006","Feb 24, 2006",Unknown White Male,WellSpring,Documentary,Based on Real Life Events,Live Action,Factual,$0,4,11,"$24,591","$126,836","$177,568",$0,"$126,836"
15,"Nov 8, 2006","Nov 8, 2006",Iraq in Fragments,Typecast Releasing,Documentary,Based on Real Life Events,Live Action,Factual,$0,7,12,"$24,435","$204,462","$277,090","$36,000","$240,462"
16,"Feb 3, 2006","Feb 3, 2006",What the Bleep?: Down the Rabbit Hole,IDP/Goldwyn/Roadside,Documentary,Based on Real Life Events,,Factual,$0,8,10,"$24,195","$135,706","$189,984",$0,"$135,706"
17,"Dec 8, 2006","Dec 8, 2006",Screamers,Maya Releasing,Documentary,Based on Real Life Events,Live Action,Factual,$0,4,4,"$23,609","$52,034","$72,846",$0,"$52,034"
18,"Feb 3, 2006","Feb 3, 2006",Suits on the Loose,Halestone,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,26,26,"$23,366","$79,470","$111,250",$0,"$79,470"
19,"Mar 31, 2006","Mar 31, 2006",The Devil and Daniel Johnston,Sony Pictures Classics,Documentary,Based on Real Life Events,Live Action,Factual,$0,5,17,"$23,192","$334,450","$468,229","$118,887","$453,337"
20,"May 5, 2006","May 5, 2006",Down in the Valley,ThinkFilm,Western,Original Screenplay,Live Action,Historical Fiction,"$8,000,000",3,28,"$22,806","$568,932","$796,497","$404,511","$973,443"
21,"Sep 15, 2006","Sep 15, 2006",Pyar Ke Side Effects,Eros Entertainment,Romantic Comedy,,Live Action,,$0,5,5,"$22,800","$30,230","$42,320",$0,"$30,230"
22,"Oct 13, 2006","Oct 13, 2006",Driving Lessons,Sony Pictures Classics,,,,,"$4,700,000",8,21,"$22,603","$239,962","$334,632",$0,"$239,962"
23,"Feb 24, 2006","Feb 24, 2006",Little Fish,First Look,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,5,5,"$22,453","$22,453","$31,426","$3,200,000","$3,222,453"
24,"Apr 7, 2006","Apr 7, 2006",Kalamazoo?,Reel Source,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,5,5,"$22,074","$53,609","$75,047",$0,"$53,609"
25,"Jul 14, 2006","Jul 14, 2006",Mini's First Time,First Independent Pictures,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,7,7,"$21,828","$49,034","$68,647",$0,"$49,034"
26,"Apr 21, 2006","Sep 16, 2004",Somersault,Magnolia Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,5,7,"$21,566","$92,214","$129,095","$1,644,653","$1,736,867"
27,"Dec 15, 2006","Dec 15, 2006",Breaking and Entering,Weinstein Co.,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,95,"$21,160","$930,469","$1,240,169",$0,"$930,469"
28,"Aug 18, 2006","Aug 18, 2006",10th & Wolf,ThinkFilm,Drama,Based on Real Life Events,Live Action,Dramatization,"$8,000,000",6,6,"$20,774","$54,702","$76,579","$89,080","$143,782"
29,"Mar 17, 2006","Mar 17, 2006",The Zodiac,ThinkFilm,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,10,10,"$20,578","$45,148","$63,200",$0,"$45,148"
30,"Sep 15, 2006","Sep 15, 2006",Confetti,Fox Searchlight,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,12,151,"$20,560","$228,498","$319,895","$4,506,731","$4,735,229"
31,"Sep 22, 2006","Sep 22, 2006",Kaptein Sabeltann,Indican Pictures,Adventure,Original Screenplay,Hand Animation,Historical Fiction,$0,3,5,"$20,526","$105,152","$147,206",$0,"$105,152"
32,"Feb 17, 2006","Feb 17, 2006",Batalla en el cielo,Tartan Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,5,"$20,351","$70,899","$99,256",$0,"$70,899"
33,"Apr 14, 2006","Apr 14, 2006",Mozart and the Whale,,Comedy,Original Screenplay,Live Action,,$0,1,5,"$19,600","$27,000","$37,799",$0,"$27,000"
34,"Jul 14, 2006","Jul 14, 2006",Edmond,First Independent Pictures,Black Comedy,Based on Play,Live Action,Contemporary Fiction,"$10,000,000",2,5,"$19,253","$131,719","$184,400","$110,000","$241,719"
35,"Sep 29, 2006","Sep 29, 2006",The Strange Case of Dr. Jekyll and Mr…,Rocky Mountain Pictures,Horror,Based on Fiction Book/Short Story,Live Action,Science Fiction,$0,30,30,"$19,111","$24,216","$33,901",$0,"$24,216"
36,"Sep 22, 2006","Sep 22, 2006",American Hardcore,Sony Pictures Classics,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,19,"$18,102","$279,665","$390,605","$8,322","$287,987"
37,"Mar 31, 2006","Mar 31, 2006",Awesome: I F%!#in' Shot That,ThinkFilm,Concert/Performance,Based on Real Life Events,Live Action,Factual,$0,18,18,"$18,074","$162,538","$227,544",$0,"$162,538"
38,"Mar 29, 2006","Mar 29, 2006",Drawing Restraint 9,IFC Films,Drama,Original Screenplay,Live Action,Fantasy,$0,1,5,"$18,011","$234,743","$328,634","$9,000","$243,743"
39,"Sep 15, 2006","Sep 15, 2006",Jesus Camp,Magnolia Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,13,52,"$17,659","$902,544","$1,261,508","$492,445","$1,394,989"
40,"Apr 28, 2006","Apr 28, 2006",Killer Diller,Freestyle Releasing,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,32,32,"$17,346","$20,795","$29,106",$0,"$20,795"
41,"Feb 17, 2006","Feb 17, 2006",Sophie Scholl - Die letzten Tage,Zeitgeist,Drama,Based on Real Life Events,Live Action,Dramatization,$0,1,28,"$17,310","$680,331","$952,460","$13,206,868","$13,887,199"
42,"Apr 7, 2006","Apr 7, 2006",On a Clear Day,Focus/Rogue Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,5,33,"$17,303","$186,912","$261,675","$787,328","$974,240"
43,"May 12, 2006","May 12, 2006",Sketches of Frank Gehry,Sony Pictures Classics,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,21,"$17,239","$439,309","$615,032","$287,851","$727,160"
44,"Jun 21, 2006","Jun 21, 2006",Leonard Cohen: I'm Your Man,Lionsgate,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,55,"$17,130","$1,044,254","$1,461,955","$350,000","$1,394,254"
45,"Apr 14, 2006","Apr 14, 2006",Kekexili,IDP/Goldwyn/Roadside,Drama,Based on Real Life Events,Live Action,Dramatization,$0,4,11,"$16,915","$143,383","$200,731",$0,"$143,383"
46,"Sep 8, 2006","Sep 8, 2006",Le petit lieutenant,Cinema Libre,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,3,"$16,871","$216,724","$297,420",$0,"$216,724"
47,"May 10, 2006","May 10, 2006",Russian Dolls,IFC First Take,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,3,11,"$16,512","$326,095","$456,528","$23,328,146","$23,654,241"
48,"Aug 25, 2006","Aug 25, 2006",Queens,Regent Releasing,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,5,10,"$16,494","$184,927","$255,898",$0,"$184,927"
49,"Apr 28, 2006","Apr 28, 2006",Unidentified,Five & Two Pictures,Drama,Original Screenplay,Live Action,Science Fiction,$0,6,24,"$15,915","$224,099","$313,733",$0,"$224,099"
50,"Nov 10, 2006","Nov 10, 2006",Samoan Wedding,Magnolia Pictures,,,,,$0,2,3,"$15,704","$72,244","$100,384",$0,"$72,244"
51,"Oct 13, 2006","Oct 13, 2006",Deliver Us From Evil,Lionsgate,Documentary,Based on Real Life Events,Live Action,Factual,$0,4,24,"$15,656","$201,275","$281,785",$0,"$201,275"
52,"Mar 17, 2006","Mar 17, 2006",Rape of the Soul,Slowhand Cinema,Documentary,Based on Real Life Events,,,$0,8,8,"$15,602","$39,975","$55,965",$0,"$39,975"
53,"Mar 24, 2006","Mar 24, 2006",Stoned,Screen Media Films,Drama,,,,$0,6,6,"$15,409","$38,922","$54,488",$0,"$38,922"
54,"Jul 14, 2006","Jul 14, 2006",Le temps qui reste,Strand,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,5,"$15,377","$117,686","$164,757",$0,"$117,686"
55,"Jan 27, 2006","Jan 27, 2006",Manderlay,IFC Films,Drama,Original Screenplay,Live Action,Historical Fiction,"$14,200,000",2,20,"$15,117","$74,205","$103,887","$469,101","$543,306"
56,"Apr 28, 2006","Apr 28, 2006",Clean,Palm Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$10,000",2,8,"$14,953","$138,711","$194,193",$0,"$138,711"
57,"Feb 10, 2006","Feb 10, 2006",Through the Fire,Cinema Libre,Documentary,Based on Real Life Events,Live Action,Factual,$0,8,8,"$14,769","$14,769","$20,669",$0,"$14,769"
58,"Apr 28, 2006","Apr 28, 2006",Zui Hao De Shi Guang,IFC First Take,Drama,Original Screenplay,Live Action,Historical Fiction,$0,3,5,"$14,197","$151,922","$212,689",$0,"$151,922"
59,"Mar 17, 2006","Mar 17, 2006",Don't Tell,Lionsgate,Drama,,Live Action,,$0,5,5,"$13,805","$27,105","$37,945",$0,"$27,105"
60,"Mar 24, 2006","Mar 24, 2006",Lonesome Jim,IFC Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$500,000",2,16,"$13,798","$154,187","$215,862","$448,602","$602,789"
61,"Sep 8, 2006","Sep 8, 2006",Man Push Cart,Film Philos,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$13,694","$36,608","$51,251",$0,"$36,608"
62,"Aug 11, 2006","Aug 11, 2006",Viva Pedro,Sony Pictures Classics,Multiple Genres,Compilation,Live Action,Multiple Creative Types,$0,1,24,"$13,399","$579,539","$811,352",$0,"$579,539"
63,"Jun 16, 2006","Jun 16, 2006",Loverboy,ThinkFilm,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,4,4,"$13,285","$33,223","$46,510",$0,"$33,223"
64,"Sep 1, 2006","Sep 1, 2006",Mutual Appreciation,Goodbye Cruel Releasing,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$30,000",1,5,"$13,142","$103,509","$143,987",$0,"$103,509"
65,"Apr 21, 2006","Apr 21, 2006",Standing Still,Freestyle Releasing,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,15,15,"$12,762","$30,142","$42,191",$0,"$30,142"
66,"May 26, 2006","May 26, 2006",Cavite,Truly Indie,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$7,000",2,3,"$12,726","$70,071","$98,091","$1,573","$71,644"
67,"Jan 6, 2006","Jan 6, 2006",Fateless,ThinkFilm,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$12,000,000",1,8,"$12,680","$196,857","$275,595",$0,"$196,857"
68,"Feb 10, 2006","Feb 10, 2006",London,IDP/Goldwyn/Roadside,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$2,000,000",7,7,"$12,667","$12,667","$17,726",$0,"$12,667"
69,"Apr 28, 2006","Sep 12, 1969",L'armÃ©e des ombres,Rialto Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,1,7,"$12,620","$749,866","$1,041,409","$68,766","$818,632"
70,"Jan 20, 2006","Jan 20, 2006",The Real Dirt on Farmer John,Slowhand Cinema,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,10,"$12,376","$34,298","$48,014","$38,285","$72,583"
71,"Jun 2, 2006","Jun 2, 2006",The War Tapes,Senart/Scranton-Lacy,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,9,"$12,268","$254,190","$355,860",$0,"$254,190"
72,"Sep 15, 2006","Sep 15, 2006",The Ground Truth: After the Killing Ends,Focus Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,8,8,"$12,207","$20,013","$28,014",$0,"$20,013"
73,"Jul 7, 2006","Jul 7, 2006",Islam: What the West Needs to Know,Quixotic Media,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,3,"$12,184","$22,938","$32,104",$0,"$22,938"
74,"Sep 22, 2006","Sep 22, 2006",Khosla Ka Ghosla,UTV Communications,,,,,$0,10,10,"$12,091","$26,472","$37,056",$0,"$26,472"
75,"Jun 9, 2006","Jun 9, 2006",Cottonfields and Crossroads,Self Distributed,Documentary,Based on Real Life Events,Live Action,Factual,$0,7,7,"$12,000","$12,000","$16,799",$0,"$12,000"
76,"Jul 21, 2006","May 20, 2004",Wondrous Oblivion,Palm Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,1,12,"$11,749","$88,560","$123,978","$434,175","$522,735"
77,"Jan 13, 2006","Jan 13, 2006",April's Shower,Regent Releasing,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,5,5,"$11,566","$16,255","$22,751",$0,"$16,255"
78,"May 19, 2006","May 19, 2006",Twelve and Holding,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,3,15,"$11,456","$96,464","$135,047","$217,553","$314,017"
79,"May 19, 2006","May 19, 2006",Lemming,Strand,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,4,"$11,310","$81,698","$114,368","$711,906","$793,604"
80,"Jan 27, 2006","Jan 27, 2006",Live Freaky! Die Freaky!,WellSpring,,,,,$0,17,17,"$11,290","$11,290","$15,800",$0,"$11,290"
81,"Jun 9, 2006","Jun 9, 2006",The Heart of the Game,Miramax,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,21,"$11,251","$444,687","$622,560","$1,944","$446,631"
82,"Nov 17, 2006","Mar 17, 1967",2 ou 3 choses que je sais d'elle,Rialto Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,2,"$11,214","$104,038","$143,685",$0,"$104,038"
83,"Oct 28, 2006","Oct 28, 2006",Cruel World,Indican Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,$0,5,5,"$11,160","$17,986","$25,172",$0,"$17,986"
84,"Nov 15, 2006","Nov 15, 2006",Flannel Pajamas,Gigantic Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,4,"$11,069","$123,301","$168,425",$0,"$123,301"
85,"Jun 16, 2006","Jun 16, 2006",The Mostly Unfabulous Social Life of …,Regent Releasing,Comedy,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,$0,2,7,"$11,002","$153,122","$214,367",$0,"$153,122"
86,"Oct 20, 2006","Oct 20, 2006",Sleeping Dogs Lie,IDP/Goldwyn/Roadside,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,6,6,"$10,890","$15,745","$22,036","$4,326,414","$4,342,159"
87,"Oct 18, 2006","Oct 18, 2006",51 Birch Street,Truly Indie,Documentary,Based on Real Life Events,Live Action,Factual,"$350,000",2,6,"$10,827","$84,689","$118,559",$0,"$84,689"
88,"Jul 28, 2006","Jul 28, 2006",13 Tzameti,Palm Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,1,6,"$10,805","$121,390","$169,938",$0,"$121,390"
89,"Dec 8, 2006","Dec 8, 2006",Ever Again,Rocky Mountain Pictures,,,,,$0,12,12,"$10,802","$17,304","$24,218",$0,"$17,304"
90,"Sep 22, 2006","Sep 22, 2006",Renaissance,Miramax,Action,Original Screenplay,Digital Animation,Science Fiction,"$18,000,000",2,13,"$10,800","$70,644","$98,898","$2,330,769","$2,401,413"
91,"Apr 7, 2006","Apr 7, 2006",I Am a Sex Addict,IFC First Take,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,2,9,"$10,691","$115,694","$161,970",$0,"$115,694"
92,"Aug 25, 2006","Aug 25, 2006",Suicide Killers,City Lights Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$10,601","$18,239","$25,529",$0,"$18,239"
