Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Apr 27, 2018","Apr 25, 2018",Avengers: Infinity War,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$300,000,000","4,474","4,474","$257,698,183","$678,815,482","$683,286,273","$1,369,544,272","$2,048,359,754"
2,"Feb 16, 2018","Feb 13, 2018",Black Panther,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$200,000,000","4,020","4,084","$202,003,951","$700,059,566","$704,670,273","$636,434,754","$1,336,494,320"
3,"Jun 15, 2018","Jun 15, 2018",Incredibles 2,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$200,000,000","4,410","4,413","$182,687,905","$608,581,744","$612,589,966","$634,223,615","$1,242,805,359"
4,"Jun 22, 2018","Jun 6, 2018",Jurassic World: Fallen Kingdom,Universal,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$170,000,000","4,475","4,485","$148,024,610","$417,719,760","$420,470,937","$890,603,542","$1,308,323,302"
5,"May 18, 2018","May 11, 2018",Deadpool 2,20th Century Fox,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$110,000,000","4,349","4,349","$125,507,153","$324,591,735","$326,729,117","$461,770,635","$786,362,370"
6,"May 25, 2018","May 23, 2018",Solo: A Star Wars Story,Walt Disney,Adventure,Spin-Off,Animation/Live Action,Science Fiction,"$275,000,000","4,381","4,381","$84,420,489","$213,767,512","$215,175,416","$179,383,835","$393,151,347"
7,"Oct 5, 2018","Oct 2, 2018",Venom,Sony Pictures,Action,Spin-Off,Animation/Live Action,Super Hero,"$116,000,000","4,250","4,250","$80,255,756","$213,511,408","$214,917,171","$642,569,645","$856,081,053"
8,"Oct 19, 2018","Oct 17, 2018",Halloween,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000","3,928","3,990","$76,221,545","$159,366,015","$160,409,948","$96,050,074","$255,416,089"
9,"Jul 6, 2018","Jul 3, 2018",Ant-Man and the Wasp,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$130,000,000","4,206","4,206","$75,812,205","$216,648,740","$218,075,621","$406,495,920","$623,144,660"
10,"Dec 21, 2018","Dec 6, 2018",Aquaman,Warner Bros.,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$160,000,000","4,125","4,184","$67,873,522","$335,061,807","$336,521,320","$808,696,893","$1,143,758,700"
11,"Nov 9, 2018","Nov 7, 2018",Dr. Seussâ€™ The Grinch,Universal,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$75,000,000","4,141","4,141","$67,572,855","$270,834,950","$272,593,445","$241,942,982","$512,777,932"
