Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Jun 26, 2015","Jun 26, 2015",L.A. Slasher,Archstone Entertainment,Comedy,Original Screenplay,Live Action,Fantasy,$0,7,7,"$2,421","$2,421","$2,632",$0,"$2,421"
2,"May 15, 2015","May 15, 2015",Know How,First Run Features,Musical,Original Screenplay,Live Action,Contemporary Fiction,$0,2,2,"$2,414","$3,323","$3,613",$0,"$3,323"
3,"Jul 31, 2015","Jul 31, 2015",Jennyâ€™s Wedding,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,2,"$2,254","$3,540","$3,842","$22,344","$25,884"
4,"Jun 19, 2015","Jun 19, 2015",3 and 1/2 Minutes,Participant Media,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,8,"$2,238","$29,725","$32,333","$8,856","$38,581"
5,"Dec 16, 2015","Dec 16, 2015",Dreams Rewired,Icarus Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,3,"$2,233","$3,240","$3,521","$3,783","$7,023"
6,"Nov 20, 2015","Nov 20, 2015",De la guerre,Indican Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$2,210","$5,086","$5,456",$0,"$5,086"
7,"Mar 27, 2015","Jan 2, 2015",The Riot Club,IFC Films,Drama,Based on Play,Live Action,Contemporary Fiction,$0,1,4,"$2,188","$6,041","$6,566","$2,591,267","$2,597,308"
8,"Aug 21, 2015","Aug 21, 2015",Top Spin,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,"$150,000",1,4,"$2,177","$5,858","$6,364",$0,"$5,858"
9,"Aug 28, 2015","Aug 28, 2015",Windsor Drive,Indican Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$850,000",2,2,"$2,160","$3,256","$3,540",$0,"$3,256"
10,"Jun 19, 2015","Jun 19, 2015",Gabriel,Oscilloscope Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,1,3,"$2,124","$6,959","$7,565",$0,"$6,959"
11,"May 22, 2015","Jan 23, 2015",Aloft,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$8,000,000",2,17,"$2,116","$53,086","$57,743","$478,053","$531,139"
12,"Oct 23, 2015","Oct 23, 2015",Julia,Archstone Entertainment,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,5,5,"$2,110","$2,710","$2,944",$906,"$3,616"
13,"Feb 27, 2015","Feb 27, 2015",Butterfly Girl,Indican Pictures,Documentary,Based on Real Life Events,Live Action,Factual,"$180,000",2,3,"$1,950","$17,503","$18,799",$0,"$17,503"
14,"May 1, 2015","May 1, 2015",Gerontophilia,Strand,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$1,927","$4,916","$5,346","$4,158","$9,074"
15,"Mar 6, 2015","Mar 6, 2015",Allure,,Drama,Original Screenplay,Live Action,Historical Fiction,$0,1,1,"$1,918","$3,130","$3,402",$0,"$3,130"
16,"Aug 7, 2015","Aug 7, 2015",Sneakerheadz,Submarine Deluxe,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,3,"$1,903","$1,903","$2,063",$0,"$1,903"
17,"Feb 27, 2015","Feb 27, 2015",Urok,Film Movement,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$1,801","$9,045","$9,830","$19,895","$28,940"
18,"May 29, 2015","May 8, 2015",Barely Lethal,A24,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,2,22,"$1,726","$4,912","$5,337","$508,391","$513,303"
19,"Aug 28, 2015","Aug 28, 2015",A Reason,Indican Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,4,"$1,690","$16,839","$17,982",$0,"$16,839"
20,"Mar 6, 2015","Mar 6, 2015",Hayride 2,Freestyle Releasing,Horror,Original Screenplay,Live Action,Contemporary Fiction,$0,10,10,"$1,668","$2,571","$2,788",$0,"$2,571"
21,"May 15, 2015","May 15, 2015",Our Man in Tehran,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,3,"$1,640","$5,573","$6,061",$0,"$5,573"
22,"Nov 13, 2015","Nov 6, 2015",The Hallow,IFC Midnight,Horror,Original Screenplay,Live Action,Contemporary Fiction,$0,1,8,"$1,559","$8,967","$9,748","$2,073,774","$2,082,741"
23,"Aug 21, 2015","Aug 21, 2015",Guidance,Strand,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,2,2,"$1,554","$6,194","$6,731",$0,"$6,194"
24,"May 1, 2015","Apr 3, 2015",Marie's Story,Film Movement,Drama,Original Screenplay,Live Action,Historical Fiction,$0,1,8,"$1,446","$11,720","$12,746","$222,484","$234,204"
25,"Sep 25, 2015","Sep 25, 2015",Forever,Monterey Media,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$1,329","$1,597","$1,733",$0,"$1,597"
26,"Apr 17, 2015","Feb 5, 2015",The Dead Lands,Magnolia Pictures,Action,Original Screenplay,Live Action,Historical Fiction,$0,3,3,"$1,327","$5,240","$5,695","$44,385","$49,625"
27,"Jun 26, 2015","Jun 26, 2015",A Murder in the Park,Sundance Selects,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,3,"$1,310","$7,125","$7,749",$0,"$7,125"
28,"Sep 11, 2015","Aug 20, 2015",The Beauty Inside,Well Go USA,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,23,"$1,234","$108,238","$117,734","$14,517,521","$14,625,759"
29,"Feb 6, 2015","Feb 6, 2015",The Other Man: F.W. de Klerk and the …,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$1,153","$1,747","$1,898",$0,"$1,747"
30,"Jun 12, 2015","Jun 12, 2015",Set Fire to the Stars,Strand,Drama,Original Screenplay,Live Action,Historical Fiction,$0,1,3,"$1,132","$7,280","$7,914",$0,"$7,280"
31,"Mar 6, 2015","Mar 6, 2015","Like Sunday, Like Rain",Monterey Media,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,8,"$1,082","$28,208","$30,683",$0,"$28,208"
32,"Oct 30, 2015","Oct 30, 2015",Making Rounds,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$1,056","$1,484","$1,614",$0,"$1,484"
33,"Aug 19, 2015","Aug 19, 2015",Slow Learners,IFC Films,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,1,6,$948,"$22,930","$24,942",$0,"$22,930"
34,"Jun 5, 2015","Jul 3, 2014",United Passions,Screen Media Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000",10,10,$918,$918,$990,"$167,914","$168,832"
35,"Mar 20, 2015","Mar 20, 2015",She's Lost Control,Monument Releasing,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,$900,"$5,319","$5,777",$0,"$5,319"
36,"Aug 14, 2015","Jan 16, 2013",Paulette,Cohen Media Group,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,1,2,$882,"$29,086","$31,637","$9,014,168","$9,043,254"
37,"Aug 28, 2015","Aug 28, 2015",Drown,Strand,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,$860,"$1,631","$1,770",$0,"$1,631"
38,"May 15, 2015","Apr 17, 2014",El critico,Music Box Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,2,2,$839,"$7,358","$7,996","$157,290","$164,648"
39,"Aug 7, 2015","Aug 7, 2015",I nostri ragazzi,Film Movement,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,1,2,$805,"$8,054","$8,757","$51,522","$59,576"
