Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Mar 30, 2018","Mar 30, 2018",Gemini,Neon,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,4,56,"$31,976","$200,340","$201,657",$0,"$200,340"
2,"Mar 2, 2018","Feb 2, 2018",Foxtrot,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,4,45,"$31,629","$617,972","$622,038","$1,875,312","$2,493,284"
3,"Oct 12, 2018","Oct 12, 2018",Bigger,Freestyle Releasing,Drama,Based on Real Life Events,Live Action,Dramatization,$0,61,61,"$31,477","$46,382","$46,684","$3,811","$50,193"
4,"Sep 7, 2018","Sep 7, 2018",Kusama: Infinity,Magnolia Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,22,"$30,998","$360,931","$363,306","$180,290","$541,221"
5,"Jul 19, 2018","Jul 19, 2018",Running for Grace,Blue Fox Entertainment,Drama,Original Screenplay,Live Action,Historical Fiction,$0,5,13,"$30,597","$90,782","$91,379",$0,"$90,782"
6,"Feb 16, 2018","Jan 29, 2018",Joseon Myungtamjung: Heubhyeolgwimaui…,Well Go USA,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,9,9,"$30,288","$104,012","$104,694","$18,604,387","$18,708,399"
7,"Feb 16, 2018","Jun 1, 2017",Nelyubov,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Historical Fiction,$0,3,59,"$30,222","$564,073","$567,788","$4,321,223","$4,885,296"
8,"Nov 9, 2018","Nov 9, 2018",Chef Flynn,Kino Lorber,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,10,"$29,869","$68,407","$68,839","$1,136","$69,543"
9,"Jun 22, 2018","Jun 22, 2018",Boundaries,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,5,224,"$29,552","$701,828","$706,448","$53,407","$755,235"
10,"Oct 12, 2018","Oct 12, 2018",The Oath,Roadside Attractions,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,10,300,"$29,078","$401,464","$404,104","$2,389","$403,853"
11,"Jun 22, 2018","Jun 22, 2018",The King,Oscilloscope Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,45,"$29,050","$259,291","$260,997","$14,319","$273,610"
12,"Sep 14, 2018","Sep 14, 2018",The Riot Act,Hannover House,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,$0,9,10,"$28,840","$75,506","$76,001",$0,"$75,506"
13,"Jul 27, 2018","Jul 27, 2018",Scotty and the Secret History of Holl…,Greenwich,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,34,"$28,144","$461,689","$464,726",$0,"$461,689"
14,"Mar 23, 2018","Oct 6, 2017",El Ãºltimo Traje,Outsider,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,6,6,"$27,549","$73,548","$74,029","$498,429","$571,977"
15,"Sep 28, 2018","Sep 28, 2018",All About Nina,The Orchard,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,4,54,"$26,468","$100,335","$100,989",$0,"$100,335"
16,"Oct 26, 2018","May 17, 2018",Beoning,Well Go USA,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,2,27,"$26,130","$719,772","$723,944","$7,407,717","$8,127,489"
17,"Apr 13, 2018","Sep 29, 2017",Zama,Strand,Action,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,3,19,"$26,123","$200,181","$201,492","$435,640","$635,821"
18,"Feb 23, 2018","Apr 21, 2017",Le Jeune Karl Marx,The Orchard,Drama,Based on Real Life Events,Live Action,Dramatization,$0,3,13,"$26,097","$125,659","$126,482","$4,615,086","$4,740,745"
19,"Mar 30, 2018","Mar 30, 2018",The China Hustle,Magnolia Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,20,20,"$25,791","$48,650","$48,968",$0,"$48,650"
20,"Mar 23, 2018","Aug 18, 2017",Final Portrait,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Dramatization,$0,3,100,"$25,472","$460,859","$463,892","$1,264,982","$1,725,841"
21,"Dec 14, 2018","Oct 19, 2018",CafarnaÃºm,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$4,000,000",3,136,"$24,988","$1,660,708","$1,663,466","$63,573,085","$65,233,793"
22,"Mar 9, 2018","Mar 9, 2018",Leaning into the Wind,Magnolia Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,5,39,"$24,840","$400,530","$403,159","$51,842","$452,372"
23,"Jan 12, 2018","Dec 6, 2017",Lâ€™insulte,Cohen Media Group,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,3,51,"$24,600","$1,000,038","$1,006,618","$2,349,313","$3,349,351"
24,"Sep 19, 2018","Sep 19, 2018",Hyeobsang,CJ Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,13,"$23,764","$109,856","$110,572","$15,096,922","$15,206,778"
25,"Nov 9, 2018","Aug 10, 2018",El Angel,The Orchard,Drama,Based on Real Life Events,Live Action,Dramatization,$0,2,11,"$23,348","$109,608","$110,333","$5,495,072","$5,604,680"
26,"Jan 12, 2018","Jan 12, 2018",Wastelander,Indican Pictures,Action,Original Screenplay,Live Action,Science Fiction,$0,22,22,"$23,078","$70,045","$70,499",$0,"$70,045"
27,"May 11, 2018","May 11, 2018",Boom for Real: The Late Teenage Years…,Magnolia Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,14,"$22,717","$166,616","$167,710","$26,904","$193,520"
28,"Sep 14, 2018","Sep 14, 2018",The Dawn Wall,The Orchard,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,593,"$21,615","$1,037,023","$1,043,849","$594,659","$1,631,682"
29,"Jul 20, 2018","Jul 20, 2018",Holy Hell,Indican Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,$0,4,7,"$21,504","$34,366","$34,589",$0,"$34,366"
30,"Nov 21, 2018","Nov 21, 2018",The World Before Your Feet,Greenwich,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,11,"$21,337","$268,646","$269,708",$0,"$268,646"
31,"May 25, 2018","Jun 23, 2017",Estiu 1993,Oscilloscope Pictures,Drama,Original Screenplay,Live Action,Historical Fiction,"$1,100,000",4,19,"$21,307","$185,903","$187,123","$2,565,941","$2,751,844"
32,"Jun 22, 2018","Jun 22, 2018",Damsel,Magnolia Pictures,Western,Original Screenplay,Live Action,Historical Fiction,$0,3,42,"$20,291","$305,136","$307,140","$17,312","$322,448"
33,"Mar 9, 2018","Mar 9, 2018",Meditation Park,,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,3,8,"$19,976","$235,849","$237,402",$0,"$235,849"
34,"Jul 20, 2018","Jul 20, 2018",Far From the Tree,Sundance Selects,Documentary,Based on Factual Book/Article,Live Action,Factual,$0,2,22,"$19,885","$166,018","$166,848",$0,"$166,018"
35,"Mar 23, 2018","May 19, 2017",Les FantÃ´mes d'IsmaÃ«l,Magnolia Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,2,27,"$19,158","$102,510","$103,181","$2,968,155","$3,070,665"
36,"Aug 24, 2018","Aug 17, 2018",Oolong Courtyard:Kung Fu School,China Lion Film Distribution,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,10,10,"$19,065","$19,065","$19,184","$19,091,231","$19,110,296"
