Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Jun 1, 1990","Jun 1, 1990",Total Recall,Sony Pictures,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$65,000,000","2,060","2,131","$25,533,700","$119,394,839","$259,431,744","$142,004,991","$261,399,830"
2,"Mar 30, 1990","Mar 30, 1990",Teenage Mutant Ninja Turtles,New Line,Adventure,Based on TV,Live Action,Fantasy,"$13,500,000","2,006","2,377","$25,398,367","$135,265,915","$293,930,907","$66,734,085","$202,000,000"
3,"May 24, 1990","May 24, 1990",Back to the Future Part III,Universal,Adventure,Original Screenplay,Live Action,Science Fiction,"$40,000,000","2,019","2,070","$23,703,060","$88,055,283","$191,342,871","$156,031,976","$244,087,259"
4,"Jun 15, 1990","Jun 15, 1990",Dick Tracy,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$47,000,000","2,332","2,332","$22,543,911","$103,738,726","$225,422,772","$59,000,000","$162,738,726"
5,"Jul 3, 1990","Jul 3, 1990",Die Hard 2,20th Century Fox,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$70,000,000","2,507","2,507","$21,744,661","$117,323,878","$254,943,111","$122,490,010","$239,813,888"
6,"Dec 25, 1990","Dec 25, 1990",The Godfather: Part III,Paramount Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$54,000,000","1,901","1,922","$19,558,558","$66,666,062","$144,909,420","$122,426","$66,788,488"
7,"Jun 8, 1990","Jun 8, 1990",Another 48 Hrs.,Paramount Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,"2,301","2,301","$19,470,596","$80,047,413","$173,941,888","$72,700,000","$152,747,413"
8,"Mar 2, 1990","Mar 2, 1990",The Hunt for Red October,Paramount Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$30,000,000","1,225","1,817","$17,161,835","$120,709,866","$262,300,817","$79,790,134","$200,500,000"
9,"Nov 16, 1990","Nov 16, 1990",Home Alone,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$15,000,000","1,202","2,173","$17,081,997","$285,761,243","$621,516,704","$190,919,668","$476,680,911"
10,"Jun 27, 1990","Jun 27, 1990",Days of Thunder,Paramount Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,"$60,000,000","2,307","2,307","$15,490,445","$82,670,733","$179,642,327","$75,000,000","$157,670,733"
11,"May 18, 1990","May 18, 1990",Bird on a Wire,Universal,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,944","2,008","$15,338,160","$70,978,012","$154,234,210","$67,719,000","$138,697,012"
12,"Jun 22, 1990","Jun 22, 1990",RoboCop 2,Orion Pictures,Action,Original Screenplay,Live Action,Science Fiction,$0,"1,768","1,806","$14,145,411","$45,681,173","$99,264,535",$0,"$45,681,173"
13,"Nov 16, 1990","Nov 16, 1990",Rocky V,MGM,Action,,Live Action,Contemporary Fiction,$0,"2,053","2,106","$14,073,170","$40,946,358","$88,975,850","$79,000,000","$119,946,358"
14,"Nov 21, 1990","Nov 21, 1990",3 Men and a Little Lady,Walt Disney,Comedy,Remake,Live Action,Contemporary Fiction,$0,"1,281","1,614","$13,774,642","$71,609,321","$155,671,213",$0,"$71,609,321"
15,"Jul 13, 1990","Jul 13, 1990",Ghost,Paramount Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$22,000,000","1,101","1,766","$12,191,373","$217,631,306","$472,909,729","$299,968,682","$517,599,988"
16,"Apr 18, 1990","Apr 18, 1990",Marked for Death,20th Century Fox,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,968","1,974","$11,790,047","$43,224,499","$93,926,219",$0,"$43,224,499"
17,"Jul 27, 1990","Jul 27, 1990",Presumed Innocent,Warner Bros.,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,"1,349","1,451","$11,718,981","$86,303,188","$187,535,597","$134,996,812","$221,300,000"
18,"Mar 23, 1990","Mar 23, 1990",Pretty Woman,Walt Disney,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$14,000,000","1,325","1,811","$11,280,591","$178,406,268","$387,674,276","$254,160,093","$432,566,361"
19,"Dec 21, 1990","Dec 21, 1990",Kindergarten Cop,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$26,000,000","1,833","1,934","$11,260,685","$91,457,688","$198,963,691","$110,542,312","$202,000,000"
20,"Nov 9, 1990","Nov 9, 1990",Child's Play 2,Universal,Horror,Original Screenplay,Live Action,Fantasy,"$13,000,000","1,996","2,017","$10,718,520","$26,904,572","$58,463,243","$7,262,000","$34,166,572"
21,"Nov 30, 1990","Nov 30, 1990",Misery,Sony Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,"1,244","1,370","$10,076,834","$61,158,960","$132,979,855","$7,042","$61,166,002"
22,"Aug 10, 1990","Aug 10, 1990",Flatliners,Sony Pictures,Horror,Original Screenplay,Live Action,Science Fiction,"$26,000,000","1,319","1,483","$10,034,685","$61,308,153","$133,221,742",$0,"$61,308,153"
23,"Jul 27, 1990","Jul 27, 1990",Problem Child,Universal,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,714","1,769","$10,026,900","$53,470,891","$116,191,484","$18,800,004","$72,270,895"
24,"Jun 15, 1990","Jun 15, 1990",Gremlins 2: The New Batch,Warner Bros.,Comedy,Original Screenplay,Live Action,Fantasy,"$50,000,000","2,075","2,155","$9,702,804","$41,476,097","$90,126,969",$0,"$41,476,097"
25,"Aug 17, 1990","Aug 17, 1990",The Exorcist III,20th Century Fox,Horror,Based on Fiction Book/Short Story,Live Action,Fantasy,$0,"1,288","1,414","$9,312,219","$25,011,739","$54,350,150",$0,"$25,011,739"
26,"Mar 9, 1990","Mar 9, 1990",Joe Versus the Volcano,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,802","1,802","$9,252,232","$39,381,963","$85,576,439",$0,"$39,381,963"
27,"Feb 9, 1990","Feb 9, 1990",Hard To Kill,Warner Bros.,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,301","1,508","$9,213,631","$47,381,386","$102,959,073",$141,"$47,381,527"
28,"Nov 21, 1990","Nov 21, 1990",Predator 2,20th Century Fox,Action,Original Screenplay,Live Action,Science Fiction,"$35,000,000","1,950","1,978","$8,784,943","$28,317,513","$61,538,183","$26,450,905","$54,768,418"
29,"Dec 14, 1990","Dec 14, 1990",Look Who's Talking Too,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,576","1,647","$8,100,640","$46,614,448","$101,308,821",$0,"$46,614,448"
30,"Aug 10, 1990","Aug 10, 1990",Air America,Sony Pictures,Action,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,"1,902","1,902","$8,064,480","$30,506,847","$66,290,939","$2,407,668","$32,914,515"
31,"Aug 24, 1990","Aug 24, 1990",Darkman,Universal,Action,Original Screenplay,Live Action,Super Hero,$0,"1,786","1,833","$8,054,860","$32,942,739","$71,584,101",$0,"$32,942,739"
32,"Jul 18, 1990","Jul 18, 1990",Arachnophobia,Walt Disney,Horror,Original Screenplay,Live Action,Science Fiction,"$31,000,000","1,479","2,005","$8,045,760","$53,208,180","$115,620,614",$0,"$53,208,180"
33,"Aug 1, 1990","Aug 1, 1990",Young Guns II,20th Century Fox,Western,Original Screenplay,Live Action,Historical Fiction,$0,"1,770","1,770","$8,017,438","$44,143,410","$95,922,996",$0,"$44,143,410"
34,"Sep 12, 1990","Sep 12, 1990",Postcards from the Edge,Sony Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,"1,013","1,323","$7,871,856","$37,963,281","$82,493,668",$0,"$37,963,281"
35,"Nov 2, 1990","Nov 2, 1990",Jacobâ€™s Ladder,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Fantasy,$0,"1,052","1,264","$7,500,760","$25,965,144","$56,421,882",$0,"$25,965,144"
36,"Sep 28, 1990","Sep 28, 1990",Pacific Heights,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,278","1,291","$6,912,637","$29,381,956","$63,846,565",$0,"$29,381,956"
37,"May 18, 1990","May 18, 1990",Cadillac Man,Orion Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,826","1,878","$6,712,079","$27,257,086","$59,229,259",$0,"$27,257,086"
38,"Jul 20, 1990","Jul 20, 1990",Navy SEALs,Orion Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,341","1,355","$6,543,832","$24,824,126","$53,942,470",$0,"$24,824,126"
39,"Jul 11, 1990","Jul 11, 1990",The Adventures of Ford Fairlane,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$49,000,000","1,245","1,263","$6,374,391","$20,423,389","$44,379,728",$0,"$20,423,389"
40,"Sep 19, 1990","Sep 19, 1990",Goodfellas,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Dramatization,"$25,000,000","1,070","1,328","$6,368,901","$46,743,809","$101,639,867","$359,674","$47,103,483"
