Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Oct 7, 2016","Oct 7, 2016",The Birth of a Nation,Fox Searchlight,Drama,Based on Real Life Events,Live Action,Dramatization,"$10,000,000","2,105","2,105","$7,004,254","$15,861,566","$16,815,093","$1,029,445","$16,891,011"
2,"Oct 7, 2016","Oct 7, 2016",Middle School: The Worst Years of My …,Lionsgate,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,"$8,500,000","2,822","2,822","$6,878,437","$20,007,149","$21,209,889","$3,304,144","$23,311,293"
3,"Jan 15, 2016","Jan 14, 2016",Norm of the North,Lionsgate,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$18,000,000","2,411","2,411","$6,844,137","$17,062,499","$18,088,219","$13,473,161","$30,535,660"
4,"Aug 12, 2016","Apr 29, 2016",Florence Foster Jenkins,Paramount Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,"$29,000,000","1,528","1,528","$6,601,313","$27,383,770","$29,029,955","$28,616,569","$56,000,339"
5,"Sep 30, 2016","Sep 23, 2016",Masterminds,Relativity,Comedy,Based on Real Life Events,Live Action,Historical Fiction,"$25,000,000","3,042","3,042","$6,541,205","$17,356,894","$18,400,311","$13,493,772","$30,850,666"
6,"Aug 5, 2016","Aug 5, 2016",Nine Lives,EuropaCorp,Adventure,Original Screenplay,Live Action,Kids Fiction,"$30,000,000","2,264","2,264","$6,249,915","$19,700,032","$20,884,308","$38,114,413","$57,814,445"
7,"Nov 23, 2016","Nov 23, 2016",Bad Santa 2,Broad Green Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$26,000,000","2,920","2,945","$6,176,680","$17,782,176","$18,849,018","$5,562,937","$23,345,113"
8,"Feb 26, 2016","Feb 19, 2016",Triple 9,Open Road,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000","2,205","2,205","$6,109,085","$12,639,297","$13,399,112","$13,304,495","$25,943,792"
9,"Feb 26, 2016","Feb 26, 2016",Eddie the Eagle,20th Century Fox,Drama,Based on Real Life Events,Live Action,Dramatization,"$23,000,000","2,042","2,044","$6,084,682","$15,789,389","$16,738,570","$29,271,091","$45,060,480"
10,"Feb 5, 2016","Feb 4, 2016",The Choice,Lionsgate,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,"2,631","2,631","$6,050,443","$18,730,891","$19,856,901","$5,593,585","$24,324,476"
11,"Jan 29, 2016","Jan 28, 2016",Fifty Shades of Black,Open Road,Comedy,Based on Movie,Live Action,Contemporary Fiction,"$5,000,000","2,075","2,075","$5,900,528","$11,686,940","$12,389,504","$10,426,135","$22,113,075"
12,"Apr 15, 2016","Aug 21, 2015",Criminal,Lionsgate,Action,Original Screenplay,Live Action,Science Fiction,"$31,500,000","2,683","2,683","$5,767,278","$14,708,696","$15,592,916","$24,062,566","$38,771,262"
13,"Oct 21, 2016","Oct 20, 2016",Keeping Up with the Joneses,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000","3,022","3,022","$5,461,475","$14,904,426","$15,800,414","$13,900,000","$28,804,426"
14,"Feb 5, 2016","Feb 4, 2016",Pride and Prejudice and Zombies,Sony Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$28,000,000","2,931","2,931","$5,324,240","$10,907,291","$11,562,985","$5,731,009","$16,638,300"
15,"Jul 13, 2016","Jul 13, 2016",The Infiltrator,Broad Green Pictures,Thriller/Suspense,Based on Factual Book/Article,Live Action,Dramatization,"$47,500,000","1,601","1,601","$5,303,775","$15,436,808","$16,364,800","$6,715,329","$22,152,137"
16,"Apr 8, 2016","Apr 7, 2016",Hardcore Henry,STX Entertainment,Action,Original Screenplay,Live Action,Science Fiction,"$2,000,000","3,015","3,015","$5,107,604","$9,252,038","$9,808,223","$7,935,396","$17,187,434"
17,"May 13, 2016","Mar 18, 2005",The Darkness,High Top Releasing,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$4,000,000","1,755","1,769","$4,950,859","$10,753,574","$11,400,025","$150,921","$10,904,495"
18,"Apr 29, 2016","Apr 15, 2016",Ratchet and Clank,Focus Features,Adventure,Based on Game,Digital Animation,Kids Fiction,"$20,000,000","2,891","2,895","$4,869,278","$8,813,410","$9,343,230","$5,552,229","$14,365,639"
19,"Sep 2, 2016","Sep 2, 2016",The Light Between Oceans,Walt Disney,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$20,000,000","1,500","1,500","$4,765,838","$12,545,979","$13,300,186","$9,735,753","$22,281,732"
20,"Nov 18, 2016","Nov 18, 2016",The Edge of Seventeen,STX Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$9,000,000","1,945","1,945","$4,754,215","$14,431,633","$15,298,256","$4,664,370","$19,096,003"
21,"Jun 3, 2016","Jun 3, 2016",Popstar: Never Stop Never Stopping,Universal,Comedy,Based on Web Series,Live Action,Contemporary Fiction,"$20,000,000","2,311","2,313","$4,698,715","$9,496,130","$10,066,991","$40,990","$9,537,120"
22,"Mar 11, 2016","Mar 11, 2016",The Perfect Match,Lionsgate,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000",925,925,"$4,294,232","$9,669,521","$10,250,804","$512,529","$10,182,050"
