Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Apr 21, 2006","Apr 21, 2006",LÃ¼ cao di,First Run Features,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,2,5,"$3,252","$71,223","$99,687",$0,"$71,223"
2,"Aug 9, 2006","Aug 9, 2006",SÃ­lenÃ­,Zeitgeist,Horror,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,1,5,"$3,245","$48,324","$67,482","$152,039","$200,363"
3,"Jun 2, 2006","Jun 2, 2006",The Conrad Boys,Newport Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$3,243","$11,001","$15,396",$0,"$11,001"
4,"Sep 1, 2006","Sep 1, 2006",Looking for Kitty,ThinkFilm,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$3,210","$4,480","$6,263",$0,"$4,480"
5,"Mar 31, 2006","Mar 31, 2006",Jazireh ahani,Kino International,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,3,3,"$3,093","$27,177","$38,046",$0,"$27,177"
6,"Aug 18, 2006","Aug 18, 2006",King Leopold's Ghost,Aloha Releasing,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$3,078","$5,194","$7,263",$0,"$5,194"
7,"Mar 31, 2006","Mar 31, 2006",Yang Ban XI,Shadow,,,,,$0,2,2,"$2,875","$21,244","$29,738",$0,"$21,244"
8,"Jul 21, 2006","Sep 16, 2004",Azumi,Vitagraph Films,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,$0,1,6,"$2,848","$41,803","$58,523","$24,539","$66,342"
9,"Nov 1, 2006","Nov 1, 2006",RomÃ¡ntico,Kino International,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,5,"$2,808","$29,460","$39,899",$0,"$29,460"
10,"May 12, 2006","May 12, 2006",Mendy - A Question of Faith,Andes Film Company,Drama,,,,$0,2,2,"$2,787","$7,123","$9,968",$0,"$7,123"
11,"Apr 14, 2006","Apr 14, 2006",Blackballed: The Bobby Dukes Story,The 7th Floor,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,1,4,"$2,784","$9,528","$13,333",$0,"$9,528"
12,"Feb 24, 2006","Feb 24, 2006",Forgiving Dr. Mengele,First Run Features,,,,,$0,1,1,"$2,754","$10,403","$14,562",$0,"$10,403"
13,"Aug 4, 2006","Aug 4, 2006",Shock to the System,Regent Releasing,,,,,$0,2,2,"$2,750","$3,768","$5,273",$0,"$3,768"
14,"Nov 22, 2006","Nov 22, 2006",Opal Dream,Strand,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$9,000,000",4,4,"$2,716","$14,443","$19,816",$0,"$14,443"
15,"Jul 28, 2006","Jul 28, 2006","The Photographer, His Wife, Her Lover",First Run/Icarus,Documentary,,,Factual,$0,1,1,"$2,630","$10,330","$14,461",$0,"$10,330"
16,"Oct 4, 2006","Oct 4, 2006",So Goes the Nation,IFC Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,4,4,"$2,622","$10,337","$14,470",$0,"$10,337"
17,"Mar 24, 2006","Mar 24, 2006",Mardi Gras: Made in China,Carnivalesque Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$2,500","$2,500","$3,494",$0,"$2,500"
18,"Jun 23, 2006","Jun 23, 2006",Say Uncle,TLA Releasing,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$2,000,000",1,1,"$2,485","$5,361","$7,501",$0,"$5,361"
19,"Apr 7, 2006","Apr 7, 2006",Simon,Strand,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$1,300,000",1,1,"$2,453","$4,055","$5,676","$1,734,608","$1,738,663"
20,"Mar 10, 2006","Mar 10, 2006",Ondskan,Magnolia Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,1,4,"$2,448","$15,530","$21,733",$0,"$15,530"
21,"Sep 20, 2006","Sep 20, 2006",Ambrose Bierce: Civil War Stories,Hannover House,Drama,,,,$0,1,1,"$2,418","$22,918","$32,077",$0,"$22,918"
22,"Feb 3, 2006","Feb 3, 2006",Blossoms of Fire,New Yorker,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$2,390","$2,390","$3,338",$0,"$2,390"
23,"Jun 14, 2006","Jun 14, 2006",Going Under,Argot Pictures,Drama,,Live Action,,$0,1,1,"$2,311","$3,917","$5,484",$0,"$3,917"
24,"Dec 22, 2006","Jun 3, 2005",Words of My Perfect Teacher,IFC Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,3,"$2,300","$20,318","$27,923","$11,751","$32,069"
25,"Mar 10, 2006","Mar 10, 2006",Shakespeare Behind Bars,International Film Circuit,Documentary,,Live Action,,$0,1,5,"$2,253","$48,594","$68,023",$0,"$48,594"
26,"Nov 10, 2006","Nov 10, 2006",Cautiva,Laemmle/Zeller Film,,,,,$0,1,2,"$2,220","$16,259","$22,760",$0,"$16,259"
27,"Feb 24, 2006","Feb 24, 2006",Workingman's Death,Seventh Art Releasing,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,2,"$2,214","$2,214","$3,099",$0,"$2,214"
28,"Jun 16, 2006","Jun 16, 2006",Fall to Grace,Truly Indie,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,3,"$2,214","$8,043","$11,252",$0,"$8,043"
29,"Mar 3, 2006","Mar 3, 2006","Sorry, Haters",IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,6,"$2,207","$6,364","$8,904",$0,"$6,364"
30,"Apr 7, 2006","Apr 7, 2006",95 Miles to Go,ThinkFilm,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,2,"$2,203","$3,195","$4,466",$0,"$3,195"
31,"Oct 27, 2006","Oct 27, 2006",20 centiÃ­metros,TLA Releasing,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$2,177","$6,635","$9,280",$0,"$6,635"
32,"Apr 28, 2006","Apr 28, 2006",Hurensohn,Picture This Entertainment,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,1,1,"$2,157","$7,656","$10,711",$0,"$7,656"
33,"Aug 15, 2006","Aug 15, 2006",George Bush Goes to Heaven,HB Filmworks,Drama,,,,$0,1,1,"$2,112","$3,056","$4,273",$0,"$3,056"
34,"May 5, 2006","May 5, 2006",Commune,Five Points Media,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$2,055","$41,714","$58,395",$0,"$41,714"
35,"Dec 1, 2006","Dec 1, 2006",The Architect,Magnolia Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,8,"$2,032","$13,737","$19,229",$0,"$13,737"
36,"Feb 3, 2006","Feb 3, 2006",The Tenants,Alchemy,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,1,1,"$2,010","$2,010","$2,806",$0,"$2,010"
37,"Apr 7, 2006","Apr 7, 2006",The Surfer King,Movin' Picture Studios,Comedy,,,,$0,4,4,"$1,990","$1,990","$2,779",$0,"$1,990"
38,"Sep 22, 2006","Sep 22, 2006",Alien Autopsy,Warner Independent,Comedy,,,,$0,10,10,"$1,955","$2,867","$4,007",$0,"$2,867"
39,"Aug 4, 2006","Aug 4, 2006",Jailbait,Kindred Media Group,Drama,,Live Action,,$0,1,3,"$1,890","$5,741","$8,033",$0,"$5,741"
40,"Dec 1, 2006","Dec 1, 2006",Four Eyed Monsters,Four Eyed Monsters,Drama,,,,$0,1,1,"$1,886","$13,523","$18,927",$0,"$13,523"
41,"May 12, 2006","May 12, 2006",Dead Man's Shoes,Magnolia Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$1,125,000",1,2,"$1,825","$6,408","$8,968","$408,328","$414,736"
42,"Apr 14, 2006","Apr 14, 2006",Abominable,Freestyle Releasing,Horror,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,$0,1,1,"$1,810","$1,810","$2,531",$0,"$1,810"
43,"Aug 18, 2006","Aug 18, 2006",The Pusher Trilogy,Magnolia Pictures,,,,,$0,1,1,"$1,792","$4,815","$6,740",$0,"$4,815"
44,"Apr 14, 2006","Apr 14, 2006",Herbie Hancock: Possibilities,Magnolia Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,2,"$1,772","$2,493","$3,485",$0,"$2,493"
45,"Jun 8, 2006","Jun 8, 2006",Psychopathia Sexualis,Kino International,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,3,3,"$1,612","$4,012","$5,612",$0,"$4,012"
46,"Feb 3, 2006","Feb 3, 2006",Trudell,Balcony Releasing,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,5,"$1,592","$26,756","$37,450",$0,"$26,756"
47,"Jun 9, 2006","Jun 9, 2006",Agnes und seine BrÃ¼der,First Run Features,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$1,544","$2,731","$3,815",$0,"$2,731"
48,"Mar 17, 2006","Mar 17, 2006",Mirage,Picture This Entertainment,Drama,,,,$0,1,1,"$1,511","$1,511","$2,109",$0,"$1,511"
49,"Jul 21, 2006","Jul 21, 2006",The Case of the Grinning Cat,First Run/Icarus,Documentary,Based on Real Life Events,Live Action,Factual,"$200,000",1,1,"$1,410","$7,033","$9,839",$0,"$7,033"
50,"Feb 3, 2006","Feb 3, 2006",FAQs,TLA Releasing,,,,,$0,1,1,"$1,407","$1,407","$1,962",$0,"$1,407"
51,"May 19, 2006","May 19, 2006",Mouth to Mouth,Artistic License,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$1,406","$2,150","$3,008",$0,"$2,150"
52,"Jun 9, 2006","Jun 9, 2006",The Long Weekend,Gold Circle Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,3,3,"$1,286","$1,286","$1,797",$0,"$1,286"
53,"Sep 29, 2006","Sep 29, 2006",Be With Me,Film Movement,,,,,$0,1,1,"$1,200","$1,365","$1,907",$0,"$1,365"
54,"Feb 10, 2006","Feb 10, 2006",The Ister,First Run/Icarus,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$1,124","$1,124","$1,568",$0,"$1,124"
55,"Mar 17, 2006","Mar 17, 2006",Beyond Honor,International Film Circuit,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,3,"$1,114","$6,437","$9,005",$0,"$6,437"
56,"Dec 8, 2006","Dec 8, 2006",The Empire in Africa,Cinema Libre,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,3,"$1,088","$1,088","$1,522",$0,"$1,088"
57,"Oct 11, 2006","Oct 11, 2006",So Much So Fast,Balcony Releasing,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,2,"$1,015","$16,411","$22,971",$0,"$16,411"
58,"Nov 22, 2006","Nov 22, 2006",Backstage,Strand,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,2,"$1,010","$12,663","$17,322",$0,"$12,663"
59,"Nov 17, 2006","Nov 17, 2006",The Piano Tuner of EarthQuakes,Zeitgeist,Drama,Original Screenplay,Live Action,Fantasy,$0,1,3,$944,"$29,121","$39,871",$0,"$29,121"
60,"Sep 6, 2006","Sep 6, 2006",Familia rodante,Palm Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,$849,"$9,291","$13,003",$0,"$9,291"
61,"Apr 28, 2006","Apr 28, 2006",Grip: A Criminal's Story,JeTi Films,Action,Original Screenplay,Live Action,Contemporary Fiction,"$12,000",1,3,$838,"$1,336","$1,862",$0,"$1,336"
62,"Mar 3, 2006","Mar 3, 2006",Doing Time for Patsy Cline,Oilrag Productions,Comedy,,,,$0,1,1,$831,$831,"$1,155",$0,$831
63,"Dec 29, 2006","Dec 29, 2006",Inconscientes,Regent Releasing,Comedy,Original Screenplay,Live Action,Historical Fiction,$0,1,5,$807,"$68,501","$91,352",$0,"$68,501"
64,"Oct 20, 2006","Oct 20, 2006",Masai: The Rain Warriors,ArtMattan Films,Drama,,,,$0,1,1,$788,"$7,650","$10,316",$0,"$7,650"
65,"Oct 6, 2006","Oct 6, 2006",Issues,Bullz Eye,Comedy,,,,$0,1,1,$783,$783,"$1,091",$0,$783
66,"May 31, 2006","May 31, 2006",Coastlines,IFC First Take,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,2,$736,"$7,883","$11,032",$0,"$7,883"
67,"Jul 12, 2006","Jul 12, 2006",The Color of Olives,Arab Film Distribution,,,,,$0,1,1,$555,"$1,169","$1,632",$0,"$1,169"
68,"Mar 17, 2006","Mar 17, 2006",The Big Question,ThinkFilm,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,3,$466,"$2,248","$3,145",$0,"$2,248"
69,"Nov 10, 2006","Nov 10, 2006",A New Day In Old Sana'a,Arab Film Distribution,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,$401,$737,"$1,027",$0,$737
70,"Jun 16, 2006","Jun 16, 2006",Uncut,Strand,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,$390,$762,"$1,064",$0,$762
71,"Aug 11, 2006","Aug 11, 2006",The Trouble with Men and Women,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,$375,$967,"$1,348",$0,$967
72,"Jun 28, 2006","Jun 28, 2006",Rank,IFC Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,$314,"$2,485","$3,475",$0,"$2,485"
73,"Apr 21, 2006","Apr 21, 2006",In Her Line of Fire,Regent Releasing,Action,Original Screenplay,Live Action,Contemporary Fiction,"$1,000,000",2,2,$232,$884,"$1,229",$0,$884
74,"Aug 4, 2006","Aug 4, 2006",My Favorite Hitler Youth: Just Like Y…,Self Distributed,,,,,$0,1,1,$203,$347,$477,$0,$347
75,"Feb 24, 2006","Feb 24, 2006",Zyzzyx Rd.,Regent Releasing,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,$20,$20,$28,$0,$20
76,"Dec 31, 2006","Dec 31, 2006",The Libarian: Return to King Solomonï¿½…,,Adventure,Original Screenplay,Live Action,Fantasy,$0,0,0,$0,$0,$0,$0,$0
77,"Nov 17, 2006","Nov 17, 2006",Encounter Point,Just Vision,Documentary,Based on Real Life Events,Live Action,Factual,$0,0,0,$0,$0,$0,$0,$0
78,"Nov 14, 2006","Nov 14, 2006",Pollyworld,,,,Hand Animation,,$0,0,0,$0,$0,$0,$0,$0
79,"Dec 31, 2006","Dec 31, 2006",My Friend Bernard,,,,,,$0,0,0,$0,$0,$0,$0,$0
80,"Nov 28, 2006","Nov 28, 2006",The Cheetah Girls 2,,Musical,Based on Fiction Book/Short Story,Live Action,Kids Fiction,$0,0,0,$0,$0,$0,$0,$0
81,"Nov 24, 2006","Nov 24, 2006",Kurtlar vadisi - Irak,,Action,Original Screenplay,Live Action,Contemporary Fiction,"$8,300,000",0,0,$0,$0,$0,"$24,906,717","$24,906,717"
82,"Dec 31, 2006","Dec 31, 2006",Mechenosets,,Action,,,Science Fiction,$0,0,0,$0,$0,$0,$0,$0
83,"Mar 14, 2006","Mar 14, 2006",Barbie Fairytopia: Mermaidia,,,,,,$0,0,0,$0,$0,$0,$0,$0
84,"Dec 31, 2006","Oct 16, 2009","SzabadsÃ¡g, szerelem",,Drama,Original Screenplay,Live Action,Historical Fiction,$0,0,0,$0,$0,$0,"$11,346","$11,346"
85,"Jun 9, 2006","Jun 9, 2006",Chup Chup Ke,UTV Communications,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,0,31,$0,"$334,618","$468,459",$0,"$334,618"
86,"Jun 27, 2006","Jun 27, 2006",Leroy and Stitch,,,,,,$0,0,0,$0,$0,$0,$0,$0
87,"Jun 20, 2006","Jun 20, 2006",When Stand Up Stood Out,,Documentary,Based on Real Life Events,Live Action,Factual,$0,0,0,$0,$0,$0,$0,$0
88,"Dec 31, 2006","Dec 31, 2006",Hokkabaz,,,,,,$0,0,0,$0,$0,$0,$0,$0
89,"Apr 14, 2006","Apr 14, 2006",The Sisters,Arclight Films,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,0,0,$0,$0,$0,$0,$0
90,"Oct 3, 2006","Oct 3, 2006",A Christmas Carol,,Drama,Based on Fiction Book/Short Story,Live Action,Fantasy,$0,0,0,$0,$0,$0,$0,$0
91,"Oct 31, 2006","Oct 31, 2006",La MansiÃ³n de los Muertos Vivientes,,Horror,Original Screenplay,Live Action,Contemporary Fiction,$0,0,0,$0,$0,$0,$0,$0
92,"Oct 26, 2006","Oct 26, 2006",Exit: The Right to Die,First Run/Icarus,,,,,$0,0,0,$0,$0,$0,$0,$0
93,"Dec 31, 2006","Dec 31, 2006",The Power of Fear,,,,,,$0,0,0,$0,$0,$0,$0,$0
94,"Dec 31, 2006","Dec 31, 2006",The Hamiltons,,Horror,Original Screenplay,Live Action,Fantasy,$0,0,0,$0,$0,$0,$0,$0
95,"Oct 27, 2006","Oct 27, 2006",En soap,Strand,,,,,$0,0,2,$0,"$4,164","$5,805",$0,"$4,164"
96,"Jan 10, 2006","Jan 10, 2006",The Gambler,,Western,Original Screenplay,Live Action,Historical Fiction,$0,0,0,$0,$0,$0,$0,$0
97,"Sep 5, 2006","Sep 5, 2006",Population 436,,Horror,Original Screenplay,Live Action,Contemporary Fiction,$0,0,0,$0,$0,$0,$0,$0
98,"Dec 31, 2006","Dec 31, 2006",200 Pounds Beauty,,,,,,$0,0,0,$0,$0,$0,$0,$0
99,"Dec 31, 2006","Dec 31, 2006",Lirkod,,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,0,0,$0,$0,$0,$0,$0
100,"Sep 18, 2006","Sep 18, 2006",Colin Fitz Lives!,,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,0,0,$0,$0,$0,$0,$0
