Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Apr 6, 2007","Apr 6, 2007",The TV Set,ThinkFilm,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,8,19,"$34,531","$265,550","$353,934",$0,"$265,550"
2,"Apr 27, 2007","Apr 27, 2007",Diggers,Magnolia Pictures,Comedy,Original Screenplay,Live Action,Historical Fiction,$0,17,17,"$32,867","$66,517","$88,656",$0,"$66,517"
3,"Jun 22, 2007","Jun 22, 2007",Lady Chatterley,Kino International,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,5,22,"$32,814","$687,414","$916,211",$0,"$687,414"
4,"Jul 27, 2007","Jul 27, 2007",MoliÃ¨re,Sony Pictures Classics,Comedy,,Live Action,Dramatization,"$21,600,000",6,40,"$32,601","$635,733","$847,336","$155,421","$791,154"
5,"May 11, 2007","May 11, 2007",The Hip Hop Project,ThinkFilm,Documentary,Based on Real Life Events,Live Action,Factual,$0,42,42,"$32,520","$46,208","$61,586",$0,"$46,208"
6,"Aug 24, 2007","Aug 24, 2007",Right at Your Door,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,20,20,"$32,452","$64,802","$86,363",$0,"$64,802"
7,"Nov 9, 2007","Nov 9, 2007",Holly,Priority Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$3,000,000",1,11,"$32,406","$163,069","$214,285",$0,"$163,069"
8,"Mar 16, 2007","Mar 16, 2007",My Brother,Codeblack Entertainment,Drama,,,,$0,28,28,"$32,397","$62,707","$83,575",$0,"$62,707"
9,"Sep 28, 2007","Sep 28, 2007",Outsourced,Lantern Lane Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,8,8,"$32,227","$161,593","$215,339","$575,965","$737,558"
10,"Jul 27, 2007","Jul 27, 2007",No End In Sight,Magnolia Pictures,Documentary,Based on Real Life Events,Live Action,Factual,"$2,000,000",2,117,"$31,533","$1,433,319","$1,910,395",$0,"$1,433,319"
11,"Oct 17, 2007","Oct 17, 2007",O Jerusalem,Samuel Goldwyn Films,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,12,26,"$31,165","$234,480","$312,523","$1,961,189","$2,195,669"
12,"May 25, 2007","May 25, 2007",Angel-A,Sony Pictures Classics,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,7,18,"$29,727","$202,200","$269,497",$0,"$202,200"
13,"Feb 16, 2007","Feb 16, 2007",Avenue Montaigne,ThinkFilm,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,2,52,"$29,377","$2,044,858","$2,725,480",$0,"$2,044,858"
14,"Sep 14, 2007","Sep 14, 2007",Moving McAllister,First Independent Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,86,86,"$28,665","$42,538","$56,689",$0,"$42,538"
15,"Dec 14, 2007","Dec 14, 2007",Youth Without Youth,Sony Pictures Classics,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,6,18,"$28,550","$239,495","$315,145","$1,822,309","$2,061,804"
16,"Apr 27, 2007","Apr 27, 2007",Jindabyne,Sony Pictures Classics,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$10,800,000",6,25,"$28,298","$399,879","$532,970","$2,462,665","$2,862,544"
17,"Mar 23, 2007","Mar 23, 2007",Boy Culture,TLA Releasing,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,3,7,"$27,835","$220,409","$293,770",$0,"$220,409"
18,"May 25, 2007","May 25, 2007",Nuovomondo,Miramax,Drama,Original Screenplay,Live Action,Historical Fiction,$0,2,33,"$27,744","$1,063,647","$1,417,673",$0,"$1,063,647"
19,"Jul 4, 2007","Jul 4, 2007",Introducing the Dwights,Warner Independent,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,4,70,"$27,734","$378,921","$505,038",$0,"$378,921"
20,"Oct 10, 2007","Oct 10, 2007",Control,Weinstein Co.,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$6,400,000",1,29,"$27,674","$871,577","$1,160,253","$8,030,564","$8,902,141"
21,"Oct 5, 2007","Oct 5, 2007",My Kid Could Paint That,Sony Pictures Classics,Documentary,Based on Real Life Events,Live Action,Factual,$0,8,20,"$26,290","$231,274","$307,415",$0,"$231,274"
22,"Mar 2, 2007","Mar 2, 2007",Two Weeks,MGM,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,12,12,"$25,829","$46,605","$62,108",$0,"$46,605"
23,"Feb 23, 2007","Feb 23, 2007",Gray Matters,Yari Film Group Releasing,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,15,19,"$25,711","$71,561","$95,377",$0,"$71,561"
24,"Nov 16, 2007","Nov 16, 2007",Redacted,Magnolia Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,"$5,000,000",15,15,"$25,628","$65,388","$87,152","$795,937","$861,325"
25,"Jul 27, 2007","Jul 27, 2007",Transformation: The Life & Legacy of …,Reel Diva Consultants,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$25,460","$49,919","$66,528",$0,"$49,919"
26,"May 11, 2007","May 11, 2007",Home of the Brave,MGM,Drama,Original Screenplay,Live Action,Historical Fiction,$0,44,44,"$25,261","$43,753","$58,312",$0,"$43,753"
27,"Feb 9, 2007","Feb 9, 2007",Black Friday,AdLab Films,Drama,Based on Factual Book/Article,Live Action,Dramatization,$0,10,10,"$25,000","$35,000","$46,648",$0,"$35,000"
28,"Aug 24, 2007","Aug 24, 2007",Dedication,Weinstein/Dimension,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,4,8,"$23,832","$91,164","$121,503",$0,"$91,164"
29,"Aug 31, 2007","Aug 31, 2007",The Nines,,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,5,"$23,617","$63,165","$84,181",$0,"$63,165"
30,"Jan 19, 2007","Jan 19, 2007",Italianetz,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Historical Fiction,$0,4,25,"$23,290","$552,546","$736,452",$0,"$552,546"
31,"Nov 2, 2007","Nov 2, 2007",Darfur Now,Warner Independent,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,24,"$23,217","$109,107","$145,418",$0,"$109,107"
