Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Dec 22, 1995","Dec 22, 1995",Tom and Huck,Walt Disney,Adventure,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,"1,609","1,614","$3,210,458","$23,837,227","$49,941,709",$0,"$23,837,227"
2,"Sep 15, 1995","Sep 15, 1995",Hackers,MGM,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,812","1,812","$3,173,101","$7,487,370","$15,783,716",$0,"$7,487,370"
3,"Mar 24, 1995","Mar 24, 1995",Tall Tale,Walt Disney,Western,Original Screenplay,Live Action,Kids Fiction,$0,"2,065","2,065","$3,046,181","$8,247,627","$17,386,375",$0,"$8,247,627"
4,"Aug 4, 1995","Aug 4, 1995",Bushwhacked,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,674","1,674","$2,988,468","$7,377,107","$15,551,275",$0,"$7,377,107"
5,"Oct 20, 1995","Oct 20, 1995",Never Talk to Strangers,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,510","1,510","$2,903,457","$6,849,998","$14,440,109",$0,"$6,849,998"
6,"May 12, 1995","May 12, 1995","The Englishman Who Went Up a Hill, Bu…",Miramax,Comedy,Original Screenplay,Live Action,Historical Fiction,$0,954,961,"$2,811,355","$10,904,930","$22,988,090",$0,"$10,904,930"
7,"Nov 22, 1995","Nov 22, 1995",Nick of Time,Paramount Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,849","1,849","$2,781,601","$8,087,783","$17,043,628",$0,"$8,087,783"
8,"Feb 24, 1995","Feb 24, 1995",The Hunted,Universal,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,552","1,560","$2,723,495","$6,420,615","$13,534,948",$0,"$6,420,615"
9,"Dec 22, 1995","Dec 22, 1995",Dracula: Dead and Loving It,Sony Pictures,Comedy,Original Screenplay,Live Action,Fantasy,$0,"1,425","1,425","$2,708,298","$10,660,264","$22,393,608",$0,"$10,660,264"
10,"Jun 10, 1995","Jun 10, 1995",Pocahontas,Walt Disney,Adventure,Based on Real Life Events,Hand Animation,Historical Fiction,"$55,000,000",6,"2,757","$2,689,714","$141,579,773","$298,455,715","$205,520,227","$347,100,000"
