Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Oct 3, 2014","Oct 3, 2014",The Hero of Color City,Magnolia Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,$0,69,69,"$24,260","$32,188","$36,121","$630,000","$662,188"
2,"Jun 25, 2014","May 30, 2014",Yves Saint Laurent,Weinstein Co.,Drama,Based on Real Life Events,Live Action,Dramatization,$0,2,24,"$24,207","$723,593","$812,159","$769,747","$1,493,340"
3,"Oct 24, 2014","Oct 18, 2013",Tusen ganger god natt,Film Movement,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,24,24,"$24,120","$53,025","$59,513","$1,785,231","$1,838,256"
4,"May 30, 2014","May 30, 2014",Night Moves,Cinedigm,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,2,56,"$24,100","$271,755","$305,013","$1,102,676","$1,374,431"
5,"May 16, 2014","May 16, 2014",Casse-tÃªte chinois,Cohen Media Group,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,2,29,"$23,544","$336,500","$377,685",$0,"$336,500"
6,"Oct 24, 2014","Oct 16, 2014",Turist,Magnolia Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,68,"$23,309","$1,359,497","$1,518,919","$2,556,069","$3,915,566"
7,"Oct 17, 2014","Oct 17, 2014",Listen Up Philip,TriBeca Films,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,2,32,"$23,284","$200,126","$224,207","$28,137","$228,263"
8,"Mar 14, 2014","Mar 14, 2014",Tiger & Bunny the Movie: The Rising,Eleven Arts,Action,Based on Comic/Graphic Novel,Hand Animation,Super Hero,$0,18,18,"$23,171","$61,562","$69,096",$0,"$61,562"
9,"Sep 19, 2014","Sep 19, 2014",Art and Craft,Oscilloscope Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,20,"$23,000","$237,091","$266,104",$0,"$237,091"
10,"Aug 22, 2014","Aug 22, 2014",To Be Takei,Starz Media,Documentary,Based on Real Life Events,Live Action,Factual,$0,22,22,"$22,846","$51,481","$57,780",$0,"$51,481"
11,"Nov 19, 2014","Nov 19, 2014","Pulp: a Film About Life, Death & Supe…",Oscilloscope Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,36,36,"$22,000","$35,866","$40,247",$0,"$35,866"
