Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Feb 19, 1999","Feb 19, 1999",Office Space,Miramax,Black Comedy,Based on Short Film,Live Action,Contemporary Fiction,"$10,000,000","1,740","1,742","$4,231,727","$10,827,813","$19,545,479","$1,351,895","$12,179,708"
2,"Aug 25, 1999","Aug 25, 1999",In Too Deep,Gramercy,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$7,000,000",667,674,"$4,220,297","$14,026,509","$25,319,498","$1,444,720","$15,471,229"
3,"Aug 27, 1999","Aug 27, 1999",The Astronaut's Wife,New Line,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$34,000,000","2,209","2,211","$4,027,003","$10,672,566","$19,265,235",$0,"$10,672,566"
4,"Mar 19, 1999","Mar 19, 1999",The King and I,Warner Bros.,Musical,Remake,Live Action,Dramatization,$0,"2,352","2,352","$4,007,565","$12,064,440","$21,777,732",$0,"$12,064,440"
5,"Jul 23, 1999","Jul 23, 1999",Drop Dead Gorgeous,New Line,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000","1,207","1,207","$3,986,269","$10,571,408","$19,082,632",$0,"$10,571,408"
6,"Aug 27, 1999","Aug 27, 1999",The Muse,October Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$15,000,000","1,263","1,263","$3,926,825","$11,614,954","$20,966,361",$0,"$11,614,954"
7,"Aug 13, 1999","Aug 13, 1999",Brokedown Palace,20th Century Fox,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000","1,740","1,740","$3,871,616","$10,115,014","$18,258,790","$1,000,752","$11,115,766"
8,"Oct 29, 1999","Oct 29, 1999",Music of the Heart,Miramax,Drama,Based on Movie,Live Action,Dramatization,$0,"1,349","1,353","$3,653,281","$14,849,583","$26,795,428",$0,"$14,849,583"
9,"Apr 23, 1999","Apr 23, 1999",Pushing Tin,20th Century Fox,Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$33,000,000","1,283","1,284","$3,555,032","$8,408,835","$15,178,936",$0,"$8,408,835"
10,"Sep 1, 1999","Sep 1, 1999",Outside Providence,Miramax,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$7,000,000","1,050","1,053","$3,370,662","$7,309,628","$13,194,741","$514,730","$7,824,358"
