Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Feb 23, 1996","Feb 23, 1996",Before and After,Walt Disney,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,"1,313","1,318","$4,023,815","$8,642,118","$17,929,459",$0,"$8,642,118"
2,"Jan 12, 1996","Jan 12, 1996",Dunston Checks In,20th Century Fox,Adventure,Original Screenplay,Live Action,Kids Fiction,$0,"1,290","1,292","$4,015,116","$9,419,316","$19,541,875",$0,"$9,419,316"
3,"Feb 2, 1996","Feb 2, 1996",White Squall,Walt Disney,Adventure,Based on Real Life Events,Live Action,Dramatization,"$38,000,000","1,524","1,524","$3,908,514","$10,229,300","$21,222,324",$0,"$10,229,300"
4,"Apr 19, 1996","Apr 19, 1996",Mrs. Winterbourne,Sony Pictures,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$25,000,000","1,612","1,612","$3,872,900","$10,039,566","$20,828,692",$0,"$10,039,566"
5,"Jul 26, 1996","Jul 26, 1996",The Adventures of Pinocchio,New Line,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$25,000,000","1,779","1,879","$3,832,551","$15,382,170","$31,912,774","$21,300,000","$36,682,170"
6,"Apr 19, 1996","Apr 19, 1996",Celtic Pride,Walt Disney,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,832","1,836","$3,809,248","$9,240,378","$19,170,646",$0,"$9,240,378"
7,"Nov 1, 1996","Nov 1, 1996",Larger Than Life,MGM,Adventure,Original Screenplay,Live Action,Kids Fiction,$0,"2,433","2,433","$3,779,504","$8,295,903","$17,211,182",$0,"$8,295,903"
8,"Sep 27, 1996","Sep 27, 1996",2 Days In The Valley,MGM,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,769,855,"$3,352,440","$11,101,856","$23,032,582",$0,"$11,101,856"
9,"May 3, 1996","May 3, 1996",The Great White Hype,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,496","1,499","$3,349,481","$7,852,282","$16,290,817",$0,"$7,852,282"
10,"Dec 25, 1996","Dec 25, 1996",The Evening Star,Paramount Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,"1,265","1,268","$3,306,445","$12,767,815","$26,287,758",$0,"$12,767,815"
11,"Nov 1, 1996","Nov 1, 1996",Dear God,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,754","1,774","$3,213,045","$7,114,089","$14,742,838",$0,"$7,114,089"
12,"Sep 13, 1996","Sep 13, 1996",The Rich Manâ€™s Wife,Walt Disney,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,006","1,009","$3,132,151","$8,538,318","$17,714,111",$0,"$8,538,318"
13,"Mar 29, 1996","Mar 29, 1996",A Family Thing,MGM,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,134","1,134","$3,020,662","$9,993,012","$20,732,105",$0,"$9,993,012"
14,"Aug 14, 1996","Aug 14, 1996",Alaska,Sony Pictures,Adventure,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,566","1,566","$2,914,992","$11,509,600","$23,878,506",$0,"$11,509,600"
15,"Jan 26, 1996","Jan 26, 1996",Screamers,Sony Pictures,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,$0,"1,560","1,560","$2,904,140","$5,701,359","$11,828,383",$0,"$5,701,359"
16,"Dec 20, 1996","Dec 20, 1996",My Fellow Americans,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$21,500,000","1,915","1,915","$2,860,334","$22,331,846","$46,001,369",$0,"$22,331,846"
17,"Feb 23, 1996","Feb 23, 1996",Mary Reilly,Sony Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$47,000,000","1,470","1,470","$2,812,620","$5,707,094","$11,840,276","$7,192,906","$12,900,000"
18,"Feb 9, 1996","Feb 9, 1996",Beautiful Girls,Miramax,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,752,803,"$2,761,790","$10,523,880","$21,833,477",$0,"$10,523,880"
