Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Jun 8, 2016","Jan 22, 2016",Desde allÃ¡,Strand,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,1,3,"$5,136","$30,169","$31,976","$120,364","$150,533"
2,"Sep 9, 2016","Jul 22, 2016",The Carer,Corinth Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$5,102","$5,102","$5,401","$311,739","$316,841"
3,"Jun 10, 2016","Jun 10, 2016",Germans and Jews,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,2,"$5,024","$38,100","$40,385",$0,"$38,100"
4,"Dec 28, 2016","Dec 28, 2016",Umi ga kikoeru,GKIDS,Drama,Original Screenplay,Digital Animation,Kids Fiction,$0,1,17,"$4,942","$87,737","$90,022",$0,"$87,737"
5,"Oct 21, 2016","Sep 23, 1976","Brutti, sporchi e cattivi",Film Movement,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,2,"$4,898","$6,590","$6,978",$0,"$6,590"
6,"May 27, 2016","May 27, 2016",Presenting Princess Shaw,Magnolia Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,12,"$4,814","$60,197","$63,814",$0,"$60,197"
7,"Dec 9, 2016","Dec 9, 2016",Harry Benson: Shoot First,Magnolia Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,6,"$4,798","$18,092","$18,918",$0,"$18,092"
8,"Sep 9, 2016","Sep 9, 2016",Ã€ peine jâ€™ouvre les yeux,Kino Lorber,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,5,"$4,797","$30,989","$32,847","$19,754","$50,743"
9,"Mar 18, 2016","May 29, 2015",An,Kino Lorber,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,1,9,"$4,630","$124,800","$132,296","$4,617,263","$4,742,063"
10,"Sep 23, 2016","Sep 23, 2016",The Ruins of Lifta,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$4,620","$11,548","$12,242",$0,"$11,548"
11,"Jun 17, 2016","Jun 17, 2016",Birkebeinerne,Magnet Pictures,Action,Based on Real Life Events,Live Action,Dramatization,$0,3,3,"$4,599","$8,905","$9,436","$3,722,391","$3,731,296"
12,"Nov 4, 2016","Nov 4, 2016",The Charnel House,Freestyle Releasing,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,10,10,"$4,518","$6,332","$6,712",$0,"$6,332"
13,"Aug 12, 2016","Aug 12, 2016",Ghost Team,The Orchard,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,10,10,"$4,499","$6,245","$6,612",$0,"$6,245"
14,"Jan 1, 2016","Jan 1, 2016",Yosemite,Monterey Media,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,2,5,"$4,461","$13,931","$14,883",$0,"$13,931"
15,"Oct 21, 2016","Oct 21, 2016",The Uncondemned,Abramorama Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,2,"$4,353","$14,393","$15,250",$0,"$14,393"
16,"Jul 15, 2016","Oct 14, 2015",Phantom Boy,GKIDS,Adventure,Original Screenplay,Hand Animation,Super Hero,$0,1,17,"$4,352","$34,361","$36,423","$185,265","$219,626"
17,"Aug 19, 2016","Aug 19, 2016",Never,Indican Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,4,"$4,312","$20,431","$21,586",$0,"$20,431"
18,"Nov 25, 2016","Nov 25, 2016",Mifune: The Last Samurai,Strand,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,9,"$4,296","$52,969","$56,010",$0,"$52,969"
19,"Mar 11, 2016","Oct 28, 2015",Lolo,FilmRise,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,1,8,"$4,242","$24,134","$25,584","$7,331,762","$7,355,896"
20,"Feb 16, 2016","Feb 16, 2016",The Channel,Indican Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,$0,1,10,"$4,214","$18,319","$19,413",$0,"$18,319"
21,"Nov 25, 2016","Nov 25, 2016",Always Shine,Oscilloscope Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,1,15,"$4,211","$16,140","$17,102",$0,"$16,140"
22,"May 20, 2016","May 20, 2016",Crocodile Gennadiy,The Orchard,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,10,"$4,195","$21,142","$22,411","$2,968","$24,110"
23,"May 20, 2016","May 20, 2016",Lu bian ye can,Grasshopper Film,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,4,"$4,164","$27,477","$29,124","$903,072","$930,549"
24,"Sep 2, 2016","Sep 2, 2016",Max Rose,Paladin,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,42,"$4,000","$66,880","$70,893",$0,"$66,880"
25,"Oct 14, 2016","Oct 14, 2016",Coming Through the Rye,Eammon Films,Drama,Original Screenplay,Live Action,Historical Fiction,$0,1,1,"$4,000","$4,000","$4,237",$0,"$4,000"
26,"Nov 11, 2016","Apr 1, 2016","Kiki, el amor se hace",Strand,Romantic Comedy,Based on Movie,Live Action,Contemporary Fiction,$0,1,3,"$3,954","$12,450","$13,196","$7,373,724","$7,386,174"
27,"Nov 4, 2016","Nov 4, 2016",Peter and the Farm,Magnolia Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,8,"$3,844","$18,123","$19,211",$0,"$18,123"
28,"Jun 17, 2016","Jun 17, 2016",Cosmos,Kino Lorber,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,1,3,"$3,807","$25,856","$27,409","$2,055","$27,911"
29,"Mar 11, 2016","Mar 11, 2016",Talent Has Hunger,First Run Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,5,"$3,709","$7,998","$8,473",$0,"$7,998"
