Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Oct 1, 2021","Jul 14, 2021",Titane,Neon,Horror,Original Screenplay,Live Action,Contemporary Fiction,$0,562,562,"$533,397","$1,442,988","$1,442,988","$3,532,539","$4,975,527"
2,"Apr 23, 2021","Apr 23, 2021",Together Together,Bleecker Street,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,665,665,"$532,773","$1,436,324","$1,436,324",$0,"$1,436,324"
3,"Apr 16, 2021","Apr 16, 2021",In the Earth,Neon,Horror,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,094","1,094","$505,723","$1,113,722","$1,113,722","$217,240","$1,330,962"
4,"Mar 12, 2021","Mar 11, 2021",Jathi Ratnalu,Self Distributed,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,130,130,"$460,000","$460,000","$460,000","$261,148","$721,148"
5,"Aug 27, 2021","Aug 12, 2021",Un rescate de huevitos,Lionsgate,Comedy,Original Screenplay,Digital Animation,Kids Fiction,$0,320,320,"$428,034","$927,154","$927,154","$3,101,496","$4,028,650"
6,"Sep 10, 2021","Sep 1, 2021",After We Fell,Vertical Entertainment,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,246,"1,294","$426,457","$2,170,750","$2,170,750","$17,341,976","$19,512,726"
7,"Jun 11, 2021","Jun 11, 2021",Queen Bees,Gravitas Ventures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,500,600,"$375,232","$1,926,706","$1,926,706","$387,165","$2,313,871"
8,"May 28, 2021","May 28, 2021",Bo Gia,,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$1,000,000",20,20,"$350,000","$350,000","$350,000",$0,"$350,000"
9,"Nov 26, 2021","Nov 26, 2021",Licorice Pizza,United Artists,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000",4,"1,977","$345,157","$17,318,007","$17,318,007","$15,585,542","$32,903,549"
10,"Sep 17, 2021","Sep 15, 2021",Blue Bayou,Focus Features,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,477,487,"$329,840","$788,675","$788,675","$162,355","$951,030"
11,"Sep 10, 2021","Sep 10, 2021",The Alpinist,Fathom Events,Documentary,Based on Real Life Events,Live Action,Factual,$0,172,245,"$318,648","$844,743","$844,743","$735,672","$1,580,415"
12,"Dec 10, 2021","Dec 10, 2021",National Champions,STX Entertainment,Drama,Based on Play,Live Action,Contemporary Fiction,"$9,000,000","1,197","1,197","$301,028","$475,488","$475,488",$0,"$475,488"
13,"Apr 30, 2021","Apr 30, 2021",Four Good Days,Vertical Entertainment,Drama,Based on Real Life Events,Live Action,Dramatization,$0,298,489,"$298,358","$837,849","$837,849","$6,119","$843,968"
14,"Mar 19, 2021","Jan 10, 2019",City of Lies,Saban Films,Drama,Based on Factual Book/Article,Live Action,Dramatization,$0,501,502,"$284,561","$572,493","$572,493","$2,238,585","$2,811,078"
15,"Jun 18, 2021","Jun 18, 2021",The Sparks Brothers,Focus Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,534,534,"$273,530","$648,665","$648,667","$591,049","$1,239,714"
16,"Jun 11, 2021","Jun 11, 2021",12 Mighty Orphans,Sony Pictures Classics,Drama,Based on Factual Book/Article,Live Action,Dramatization,$0,132,"1,047","$251,569","$3,688,723","$3,688,723","$1,911,049","$5,599,772"
17,"Jun 25, 2021","Jun 25, 2021",Werewolves Within,IFC Films,Horror,Based on Game,Live Action,Fantasy,$0,270,270,"$250,811","$575,783","$575,783","$288,906","$864,689"
18,"Jan 22, 2021","Jan 22, 2021",Our Friend,Gravitas Ventures,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$10,000,000",543,818,"$250,160","$657,511","$657,511","$56,744","$714,255"
19,"Mar 12, 2021","Mar 12, 2021",Long Weekend,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,814,821,"$245,182","$1,018,532","$1,018,532",$0,"$1,018,532"
20,"Oct 9, 2021","Oct 7, 2021",Doctor,Hamsini,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,119,119,"$220,000","$220,000","$220,000","$144,701","$364,701"
21,"Nov 24, 2021","Nov 24, 2021",For the Love of Money,Freestyle Releasing,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,519,519,"$211,286","$480,774","$480,774",$0,"$480,774"
22,"May 7, 2021","May 7, 2021",The Water Man,RLJ Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,311,311,"$181,046","$354,087","$354,087",$0,"$354,087"
23,"Feb 25, 2021","Dec 11, 2020",Dreamland,Quiver,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,216,216,"$178,602","$409,363","$409,363","$673,142","$1,082,505"
24,"Nov 19, 2021","Nov 19, 2021",India Sweets and Spices,Bleecker Street,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,343,343,"$170,629","$288,714","$288,714","$41,889","$330,603"
25,"Feb 12, 2021","Feb 12, 2021",The Mauritanian,STX Entertainment,Drama,Based on Factual Book/Article,Live Action,Dramatization,$0,248,287,"$163,789","$836,536","$836,536","$6,526,082","$7,362,618"
26,"May 21, 2021","Oct 23, 2020",Nuevo Orden,Neon,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,$0,236,236,"$144,533","$304,167","$304,167","$1,828,751","$2,132,918"
27,"May 21, 2021","May 21, 2021",Final Account,Focus Features,Documentary,Based on Real Life Events,Live Action,Factual,$0,308,308,"$139,985","$308,976","$308,976","$44,108","$353,084"
28,"Dec 3, 2021","Feb 10, 2021",Benedetta,IFC Films,Drama,Based on Real Life Events,Live Action,Dramatization,$0,201,201,"$136,839","$354,481","$354,481","$3,675,069","$4,029,550"
29,"Mar 12, 2021","Mar 12, 2021",Dutch,Faith Media Distribution,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,202,202,"$135,015","$323,167","$323,167",$0,"$323,167"
30,"Jun 4, 2021","Jun 4, 2021",Witnesses,Purdie Distribution,Drama,Based on Religious Text,Live Action,Dramatization,$0,84,90,"$134,490","$855,765","$855,765",$0,"$855,765"
31,"Nov 19, 2021","Nov 19, 2021",Câ€™mon Câ€™mon,A24,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,5,569,"$134,447","$2,005,481","$2,005,481","$1,293,949","$3,299,430"
32,"Oct 29, 2021","Oct 29, 2021",A Mouthful of Air,Sony Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$2,300,000",816,816,"$130,701","$269,435","$269,435",$0,"$269,435"
33,"Mar 12, 2021","Mar 12, 2021",Lamb of God: The Concert Film,Purdie Distribution,Concert/Performance,Based on Religious Text,Live Action,Dramatization,$0,104,138,"$129,909","$744,812","$744,812",$0,"$744,812"
34,"Feb 3, 2021","Feb 3, 2021",Ã‚ya to majo,GKIDS,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,$0,430,430,"$124,856","$173,704","$173,704","$553,043","$726,747"
35,"May 21, 2021","Jan 1, 2021",The Dry,IFC Films,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,186,186,"$119,364","$364,397","$364,397","$17,124,326","$17,488,723"
36,"Oct 22, 2021","Oct 21, 2021",Becoming Cousteau,Picturehouse,Documentary,Based on Real Life Events,Live Action,Factual,$0,319,319,"$116,974","$232,285","$232,285","$58,349","$290,634"
37,"Jan 26, 2021","Jan 26, 2021",Wrong Turn,Saban Films,Horror,Remake,Live Action,Contemporary Fiction,$0,259,259,"$107,897","$1,251,184","$1,251,184","$2,392,577","$3,643,761"
38,"Nov 19, 2021","Sep 25, 2021",Chang jin hu,CMC Pictures,Action,Based on Real Life Events,Live Action,Dramatization,$0,20,20,"$105,768","$333,214","$333,214","$909,263,022","$909,596,236"
39,"Aug 13, 2021","Jul 30, 2021",Nou fo,Well Go USA,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,59,59,"$101,926","$385,305","$385,305","$210,841,979","$211,227,284"
40,"Aug 27, 2021","Aug 27, 2021",Together,Bleecker Street,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,250,250,"$100,066","$214,390","$214,390",$0,"$214,390"
41,"Feb 12, 2021","Feb 12, 2021",Willyâ€™s Wonderland,Screen Media Films,Horror,Original Screenplay,Live Action,Contemporary Fiction,$0,123,171,"$97,164","$418,286","$418,286","$12,159","$430,445"
42,"Dec 10, 2021","Dec 3, 2021",Red Rocket,A24,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,6,385,"$96,593","$1,039,866","$1,039,866","$635,099","$1,674,965"
43,"Jan 29, 2021","Jan 29, 2021",Supernova,Bleecker Street,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,330,330,"$90,096","$234,220","$234,220","$3,146,178","$3,380,398"
44,"Apr 30, 2021","Apr 30, 2021",The Resort,Vertical Entertainment,Horror,Original Screenplay,Live Action,Contemporary Fiction,$0,114,114,"$88,831","$191,996","$191,996","$10,414","$202,410"
45,"Feb 19, 2021","Dec 26, 2020",Blithe Spirit,IFC Films,Comedy,Based on Play,Live Action,Contemporary Fiction,$0,239,239,"$88,559","$282,499","$282,499","$524,449","$806,948"
46,"Apr 30, 2021","Apr 30, 2021",Limbo,Focus Features,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,208,213,"$84,710","$224,405","$224,408","$534,446","$758,851"
47,"Jun 18, 2021","Jun 18, 2021",Rita Moreno: Just a Girl Who Decided …,Roadside Attractions,Documentary,Based on Real Life Events,Live Action,Factual,$0,227,227,"$84,366","$264,626","$264,626",$0,"$264,626"
48,"Dec 3, 2021","Dec 3, 2021",Wolf,Focus Features,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,308,308,"$82,640","$147,595","$147,595","$373,341","$520,936"
