Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Aug 27, 2014","Aug 27, 2014",The November Man,Relativity,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$15,000,000","2,776","2,776","$7,911,597","$25,018,119","$28,080,310","$9,802,216","$34,820,335"
2,"Oct 10, 2014","Oct 10, 2014",Addicted,Lionsgate,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$5,000,000",846,"1,037","$7,485,346","$17,390,770","$19,519,381","$108,472","$17,499,242"
3,"Feb 14, 2014","Feb 14, 2014",Winterâ€™s Tale,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Fantasy,"$60,000,000","2,965","2,965","$7,297,694","$12,600,231","$14,142,478","$16,974,802","$29,575,033"
4,"Dec 12, 2014","Dec 12, 2014",Top Five,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$12,000,000",979,"1,426","$6,896,593","$25,317,379","$28,361,600","$684,362","$26,001,741"
5,"Aug 8, 2014","Jul 9, 2014",Step Up All In,Lionsgate,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,"2,072","2,072","$6,469,857","$14,904,384","$16,728,666","$62,900,000","$77,804,384"
6,"Aug 22, 2014","Aug 22, 2014",Sin City: A Dame to Kill For,Weinstein Co.,Action,Based on Comic/Graphic Novel,Live Action,Fantasy,"$65,000,000","2,894","2,894","$6,317,683","$13,757,804","$15,441,739","$26,893,038","$40,650,842"
7,"Oct 3, 2014","Oct 3, 2014",Left Behind,Freestyle Releasing,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$16,000,000","1,825","1,887","$6,300,146","$14,019,924","$15,735,940","$6,749,285","$20,769,209"
8,"Nov 14, 2014","Nov 14, 2014",Beyond the Lights,Relativity,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$7,000,000","1,789","1,789","$6,200,284","$14,618,727","$16,406,166",$0,"$14,618,727"
9,"Mar 28, 2014","Mar 28, 2014",Sabotage,Open Road,Action,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000","2,486","2,486","$5,272,444","$10,508,518","$11,794,747","$7,867,925","$18,376,443"
10,"Jan 31, 2014","Jan 31, 2014",Labor Day,Paramount Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$18,000,000","2,584","2,584","$5,175,282","$13,371,528","$15,008,181","$818,282","$14,189,810"
11,"Apr 18, 2014","Apr 18, 2014",Bears,Walt Disney,Documentary,Based on Real Life Events,Live Action,Factual,$0,"1,720","1,790","$4,776,267","$17,780,194","$19,956,469","$371,552","$18,151,746"
12,"Jul 25, 2014","Jul 10, 2014",And So It Goes,Clarius Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000","1,762","1,816","$4,642,329","$15,160,801","$17,016,466","$2,759,212","$17,920,013"
13,"May 9, 2014","May 9, 2014",Momsâ€™ Night Out,Sony Pictures,Adventure,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000","1,044","1,046","$4,311,083","$10,429,707","$11,706,284","$107,634","$10,537,341"
14,"Sep 12, 2014","Sep 12, 2014",The Drop,Fox Searchlight,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$12,600,000",809,"1,192","$4,104,552","$10,724,389","$12,037,037","$8,330,145","$19,054,534"
15,"Feb 7, 2014","Feb 7, 2014",Vampire Academy,Weinstein Co.,Comedy,Based on Fiction Book/Short Story,Live Action,Fantasy,$0,"2,676","2,676","$3,921,742","$7,791,979","$8,745,704","$42,846","$7,834,825"
16,"Apr 25, 2014","Apr 11, 2014",The Quiet Ones,Lionsgate,Horror,Original Screenplay,Live Action,Fantasy,$0,"2,027","2,027","$3,880,053","$8,509,867","$9,551,463","$9,903,937","$18,413,804"
17,"May 9, 2014","May 9, 2014",Legends of Oz: Dorothyâ€™s Return,Clarius Entertainment,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$70,000,000","2,658","2,658","$3,747,780","$8,462,347","$9,498,121","$11,645,586","$20,107,933"
18,"Dec 19, 2014","Dec 19, 2014",P.K.,UTV Communications,Comedy,Original Screenplay,Live Action,Fantasy,$0,272,272,"$3,565,258","$10,616,104","$11,890,565","$85,000,000","$95,616,104"
19,"Dec 25, 2014","Dec 25, 2014",Big Eyes,Weinstein Co.,Drama,Based on Real Life Events,Live Action,Dramatization,"$10,000,000","1,307","1,408","$3,001,738","$14,482,031","$16,096,816","$12,835,841","$27,317,872"
20,"Mar 28, 2014","Mar 28, 2014",Cesar Chavez,Lionsgate,Drama,Based on Real Life Events,Live Action,Dramatization,$0,664,664,"$2,861,528","$5,571,497","$6,253,436",$0,"$5,571,497"
21,"Jul 25, 2014","Jul 25, 2014",A Most Wanted Man,Roadside Attractions,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$15,000,000",361,808,"$2,686,526","$17,237,855","$19,347,746","$18,831,035","$36,068,890"
22,"Aug 29, 2014","Aug 29, 2014",Cantinflas,Lionsgate,Drama,Based on Real Life Events,Live Action,Dramatization,$0,382,429,"$2,661,253","$6,382,924","$7,164,182","$31,830","$6,414,754"
23,"Oct 10, 2014","Oct 10, 2014",Meet the Mormons,Purdie Distribution,Documentary,Based on Real Life Events,Live Action,Factual,"$2,000,000",317,333,"$2,509,808","$6,047,363","$6,786,891","$1,808","$6,049,171"
24,"Mar 14, 2014","Mar 14, 2014",Veronica Mars,Warner Bros.,Drama,Based on TV,Live Action,Contemporary Fiction,"$6,000,000",291,347,"$1,988,351","$3,322,127","$3,728,751","$163,256","$3,485,383"
25,"Oct 31, 2014","Oct 31, 2014",Before I Go to Sleep,Clarius Entertainment,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$22,000,000","1,935","1,935","$1,843,347","$3,242,457","$3,639,325","$16,321,122","$19,563,579"
26,"Sep 5, 2014","Sep 5, 2014",The Identical,Freestyle Releasing,Drama,Original Screenplay,Live Action,Historical Fiction,$0,"1,956","1,956","$1,587,137","$2,827,666","$3,173,765",$0,"$2,827,666"
27,"Dec 5, 2014","Dec 5, 2014",The Pyramid,20th Century Fox,Horror,Original Screenplay,Live Action,Fantasy,$0,589,685,"$1,369,935","$2,756,333","$3,091,601","$12,274,961","$15,031,294"
28,"Jul 25, 2014","Jul 25, 2014",The Fluffy Movie,Open Road,Concert/Performance,Based on Real Life Events,Live Action,Factual,$0,432,432,"$1,311,446","$2,827,393","$3,173,462",$0,"$2,827,393"
29,"Nov 14, 2014","Nov 14, 2014",Rosewater,Open Road,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$10,000,000",371,371,"$1,154,303","$3,128,941","$3,511,917","$56,776","$3,185,717"
30,"Jul 25, 2014","Jul 25, 2014",Kick,UTV Communications,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,177,180,"$1,071,373","$2,472,695","$2,775,346","$407,145","$2,879,840"
31,"Apr 18, 2014","Apr 18, 2014",2 States,UTV Communications,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,135,137,"$1,066,054","$2,238,175","$2,512,122",$0,"$2,238,175"
32,"Nov 14, 2014","Nov 14, 2014",Saving Christmas,Samuel Goldwyn Films,Multiple Genres,Original Screenplay,Live Action,Kids Fiction,$0,410,410,"$992,087","$2,778,297","$3,118,350",$0,"$2,778,297"
33,"Oct 10, 2014","Oct 10, 2014",Kill the Messenger,Focus Features,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,"$5,000,000",374,427,"$941,809","$2,450,846","$2,750,826","$4,205,859","$6,656,705"
34,"Jul 18, 2014","Jul 18, 2014",Persecuted,"One Media, LLC",Drama,Original Screenplay,Live Action,Science Fiction,$0,736,736,"$851,391","$1,557,494","$1,748,123",$0,"$1,557,494"
35,"Sep 19, 2014","Sep 19, 2014",Tusk,A24,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$3,000,000",602,602,"$846,831","$1,821,983","$2,044,983","$65,571","$1,887,554"
36,"Oct 3, 2014","Oct 3, 2014",The Good Lie,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,461,461,"$841,422","$2,722,209","$3,055,215","$63,354","$2,785,563"
37,"Mar 7, 2014","Mar 5, 2014",The Grand Budapest Hotel,Fox Searchlight,Comedy,Original Screenplay,Live Action,Historical Fiction,"$31,000,000",4,"1,467","$811,166","$59,076,019","$66,053,977","$104,427,495","$163,503,514"
38,"Jan 24, 2014","Jan 24, 2014",Gimme Shelter,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,385,385,"$689,070","$1,359,910","$1,526,356",$0,"$1,359,910"
39,"Aug 15, 2014","Aug 15, 2014",Singham Returns,Eros Entertainment,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,127,127,"$654,045","$1,226,581","$1,376,710","$242,604","$1,469,185"
40,"Dec 25, 2014","Dec 25, 2014",American Sniper,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$58,000,000",4,"3,885","$633,456","$350,126,372","$380,938,233","$197,200,000","$547,326,372"
41,"Dec 3, 2014","Dec 3, 2014",Wild,Fox Searchlight,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$15,000,000",21,"1,361","$606,810","$37,880,356","$41,888,991","$14,580,187","$52,460,543"
42,"Sep 26, 2014","Sep 26, 2014",The Song,Samuel Goldwyn Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,340,340,"$568,596","$1,005,691","$1,128,781",$0,"$1,005,691"
43,"Sep 26, 2014","Sep 26, 2014",MÃ¡s negro que la noche,Lionsgate,Thriller/Suspense,Based on Movie,Live Action,Contemporary Fiction,$0,178,178,"$539,867","$870,063","$976,550",$0,"$870,063"
44,"Jun 13, 2014","Jun 13, 2014",Alone Yet Not Alone,Hammond Entertainment,Drama,Based on Factual Book/Article,Animation/Live Action,Dramatization,$0,103,103,"$534,626","$795,755","$893,149",$0,"$795,755"
45,"Sep 12, 2014","Sep 12, 2014",Finding Fanny,FIP,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,121,121,"$515,393","$623,229","$699,506","$7,100,000","$7,723,229"
46,"Feb 28, 2014","Oct 10, 2013",Stalingrad,Sony Pictures Classics,Drama,Based on Real Life Events,Live Action,Historical Fiction,$0,308,308,"$510,846","$1,013,945","$1,138,043","$67,693,174","$68,707,119"
47,"Oct 2, 2014","Oct 2, 2014",Haider,UTV Communications,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,119,119,"$508,084","$1,048,143","$1,176,428","$116,162","$1,164,305"
48,"Feb 28, 2014","Feb 28, 2014",Repentance,Codeblack Entertainment,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,152,157,"$501,290","$1,189,612","$1,335,216","$5,349","$1,194,961"
49,"Jul 18, 2014","Jul 18, 2014",Wish I Was Here,Focus Features,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$6,000,000",68,753,"$484,401","$3,591,299","$4,030,866","$3,000,066","$6,591,365"
50,"Nov 28, 2014","Nov 14, 2014",The Imitation Game,Weinstein Co.,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$15,000,000",4,"2,402","$479,352","$91,125,143","$100,179,114","$136,203,442","$227,328,585"
