Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Apr 12, 2013","Apr 12, 2013",Not Today,Freestyle Releasing,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,41,41,"$96,347","$318,121","$358,813",$0,"$318,121"
2,"Feb 8, 2013","Feb 8, 2013",ABCD (Any Body Can Dance),UTV Communications,Musical,Original Screenplay,Live Action,Contemporary Fiction,"$1,900,000",25,25,"$95,236","$222,098","$250,506","$9,915,136","$10,137,234"
3,"Sep 13, 2013","Sep 13, 2013",The Investigator,Gabriel's Messenger Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,11,11,"$93,690","$93,690","$105,666",$0,"$93,690"
4,"Oct 18, 2013","Oct 18, 2013",All is Lost,Roadside Attractions,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$8,500,000",6,483,"$93,583","$6,263,670","$7,063,715","$4,123,144","$10,386,814"
5,"Mar 1, 2013","Mar 1, 2013",A Place at the Table,Magnolia Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,35,35,"$92,257","$231,378","$260,969",$0,"$231,378"
6,"Dec 25, 2013","Dec 25, 2013",Lone Survivor,Universal,Action,Based on Factual Book/Article,Live Action,Dramatization,"$40,000,000",2,"3,285","$90,872","$125,095,601","$140,408,977","$24,709,031","$149,804,632"
7,"Nov 8, 2013","Nov 8, 2013",Great Expectations,Main Street,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,86,86,"$88,500","$258,656","$291,744","$661,443","$920,099"
8,"May 3, 2013","May 3, 2013",The Iceman,Alchemy,Drama,Based on Real Life Events,Live Action,Dramatization,"$10,000,000",4,258,"$87,946","$1,930,282","$2,177,206","$1,693,327","$3,623,609"
9,"Sep 6, 2013","Sep 6, 2013",Salinger,Weinstein Co.,Documentary,Based on Real Life Events,Live Action,Factual,$0,4,138,"$86,956","$583,633","$658,287",$0,"$583,633"
10,"Nov 29, 2013","Nov 28, 2013",Mandela: Long Walk to Freedom,Weinstein Co.,Drama,Based on Real Life Events,Live Action,Dramatization,"$35,000,000",4,"1,010","$84,283","$8,323,085","$9,380,809","$21,567,317","$29,890,402"
11,"May 3, 2013","May 3, 2013","Cinco de Mayo, La Batalla",Lionsgate,Action,Based on Real Life Events,Live Action,Dramatization,"$10,000,000",20,43,"$83,586","$173,472","$195,660",$0,"$173,472"
12,"Jan 18, 2013","Jan 18, 2013",LUV,Indomina Releasing,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,45,45,"$83,194","$156,996","$177,073",$0,"$156,996"
13,"Mar 7, 2013","Mar 7, 2013",Girl Rising,Gathr Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,69,170,"$81,640","$849,484","$958,146",$0,"$849,484"
14,"May 31, 2013","May 31, 2013",The East,Fox Searchlight,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$6,500,000",4,195,"$77,031","$2,274,649","$2,565,619","$753,307","$3,027,956"
15,"Jul 19, 2013","Jul 19, 2013",Blackfish,Magnolia Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,5,99,"$75,962","$2,073,582","$2,338,836","$281,293","$2,354,875"
16,"Jun 14, 2013","Jun 14, 2013",Fukrey,Excel Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,57,57,"$74,110","$124,221","$140,108",$0,"$124,221"
17,"Feb 15, 2013","Feb 15, 2013",No,Sony Pictures Classics,Drama,Based on Real Life Events,Live Action,Dramatization,$0,4,99,"$71,742","$2,341,226","$2,640,712","$2,924,599","$5,265,825"
18,"Aug 9, 2013","Aug 9, 2013",In a World...,Roadside Attractions,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,3,144,"$70,541","$2,963,271","$3,342,327","$175,940","$3,139,211"
19,"Apr 5, 2013","Apr 5, 2013",Free Angela & All Political Prisoners,CODEBLACK Films/Lionsgate,Documentary,Based on Real Life Events,Live Action,Factual,$0,16,16,"$69,306","$129,102","$145,610",$0,"$129,102"
20,"Nov 15, 2013","Nov 15, 2013",The Christmas Candle,Echolight Studios,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,"$7,000,000",5,392,"$68,655","$1,632,000","$1,840,767","$301,829","$1,933,829"
