Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Jul 18, 2008","Jul 11, 2008",The Dark Knight,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$185,000,000","4,366","4,366","$158,411,483","$534,987,076","$681,038,991","$471,247,091","$1,006,234,167"
2,"May 2, 2008","May 2, 2008",Iron Man,Paramount Pictures,Adventure,Based on Comic/Graphic Novel,Live Action,Super Hero,"$186,000,000","4,105","4,154","$102,118,668","$318,604,126","$406,885,986","$266,567,421","$585,171,547"
3,"May 22, 2008","May 22, 2008",Indiana Jones and the Kingdom of the …,Paramount Pictures,Adventure,Original Screenplay,Live Action,Historical Fiction,"$185,000,000","4,260","4,264","$100,137,835","$317,101,119","$404,988,474","$469,534,294","$786,635,413"
4,"Nov 21, 2008","Nov 21, 2008",Twilight,Summit Entertainment,Drama,Based on Fiction Book/Short Story,Live Action,Fantasy,"$37,000,000","3,419","3,649","$69,637,740","$192,769,854","$245,334,162","$209,508,710","$402,278,564"
5,"Nov 14, 2008","Nov 14, 2008",Quantum of Solace,Sony Pictures,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$230,000,000","3,451","3,501","$67,528,882","$169,368,427","$216,171,517","$422,323,651","$591,692,078"
6,"Nov 7, 2008","Nov 7, 2008",Madagascar: Escape 2 Africa,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$150,000,000","4,056","4,065","$63,106,589","$180,174,880","$229,939,841","$419,505,894","$599,680,774"
7,"Jun 27, 2008","Jun 27, 2008",WALL-E,Walt Disney,Adventure,Original Screenplay,Digital Animation,Science Fiction,"$180,000,000","3,992","3,992","$63,087,526","$223,808,164","$285,838,492","$308,699,861","$532,508,025"
8,"Jul 1, 2008","Jul 1, 2008",Hancock,Sony Pictures,Action,Original Screenplay,Live Action,Super Hero,"$150,000,000","3,965","3,965","$62,603,879","$227,946,274","$291,123,575","$396,287,998","$624,234,272"
9,"Jun 6, 2008","Jun 6, 2008",Kung Fu Panda,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$130,000,000","4,114","4,136","$60,239,130","$215,434,591","$275,144,181","$416,475,940","$631,910,531"
10,"May 30, 2008","May 30, 2008",Sex and the City,Warner Bros.,Comedy,Based on TV,Live Action,Contemporary Fiction,"$57,500,000","3,285","3,325","$56,848,056","$152,647,258","$194,954,787","$262,600,000","$415,247,258"
