Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"May 22, 1998","May 22, 1998",Fear and Loathing in Las Vegas,Universal,Black Comedy,Based on Fiction Book/Short Story,Live Action,Dramatization,"$18,500,000","1,126","3,107","$4,335,095","$10,680,275","$20,882,327","$3,031,628","$13,711,903"
2,"Mar 27, 1998","Mar 27, 1998",The Newton Boys,20th Century Fox,Drama,Based on Real Life Events,Live Action,Dramatization,"$27,000,000","1,965","1,969","$4,010,245","$10,341,093","$20,219,144",$0,"$10,341,093"
3,"Aug 28, 1998","Aug 28, 1998",Why Do Fools Fall In Love?,Warner Bros.,Drama,Based on Real Life Events,Live Action,Dramatization,$0,"1,369","1,377","$3,946,382","$12,506,676","$24,453,346",$0,"$12,506,676"
4,"Nov 13, 1998","Nov 13, 1998",I'll Be Home For Christmas,Walt Disney,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,759","1,776","$3,898,293","$12,214,338","$23,867,933",$0,"$12,214,338"
5,"Jan 9, 1998","Jan 9, 1998",Firestorm,20th Century Fox,Action,Original Screenplay,Live Action,Contemporary Fiction,"$19,000,000","2,037","2,057","$3,849,308","$8,123,860","$15,883,962",$0,"$8,123,860"
6,"Nov 25, 1998","Nov 25, 1998",Home Fries,Warner Bros.,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$15,000,000","1,925","1,925","$3,784,023","$10,513,979","$20,505,000",$0,"$10,513,979"
7,"Jun 12, 1998","Jun 12, 1998",Dirty Work,MGM,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$13,000,000","1,776","1,776","$3,634,236","$10,020,081","$19,591,494",$0,"$10,020,081"
8,"Oct 23, 1998","Oct 23, 1998",Apt Pupil,Sony/TriStar,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,"1,448","1,448","$3,583,151","$8,863,193","$17,329,521",$0,"$8,863,193"
9,"Aug 21, 1998","Aug 21, 1998",Wrongfully Accused,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,"2,062","2,062","$3,504,630","$9,642,860","$18,853,942",$0,"$9,642,860"
10,"Nov 4, 1998","Nov 4, 1998",Belly,Artisan,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$3,000,000",600,630,"$3,454,776","$9,639,390","$18,828,376",$0,"$9,639,390"
11,"Nov 25, 1998","Nov 25, 1998",Jerry Springer: Ringmaster,Artisan,Black Comedy,Based on TV,Live Action,Contemporary Fiction,$0,"1,312","1,320","$3,344,022","$9,257,103","$18,025,368",$0,"$9,257,103"
12,"Sep 11, 1998","Sep 11, 1998",Simon Birch,Walt Disney,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$20,000,000",596,930,"$3,321,370","$18,253,415","$35,689,512","$57,176","$18,310,591"
13,"Feb 27, 1998","Feb 27, 1998",Krippendorf's Tribe,Walt Disney,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,"1,529","1,529","$3,316,377","$7,571,115","$14,803,223",$0,"$7,571,115"
14,"May 27, 1998","May 27, 1998",I Got the Hook-Up!,Miramax,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$3,500,000",655,655,"$3,310,349","$10,317,779","$20,173,560",$0,"$10,317,779"
15,"Nov 25, 1998","Nov 25, 1998",Very Bad Things,Polygram,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000","1,260","1,260","$3,245,853","$9,949,470","$19,453,440","$11,145,504","$21,094,974"
16,"Apr 10, 1998","Apr 10, 1998",My Giant,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,948","1,948","$3,117,795","$7,985,929","$15,614,273",$0,"$7,985,929"
17,"Jul 31, 1998","Jul 31, 1998",BASEketball,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,905","1,910","$3,086,105","$7,042,541","$13,769,736",$0,"$7,042,541"
18,"Jan 23, 1998","Jan 23, 1998",Phantoms,Miramax,Horror,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,"1,859","1,859","$3,065,951","$5,755,333","$11,252,956",$0,"$5,755,333"
19,"Feb 20, 1998","Feb 20, 1998",Palmetto,Sony Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,"1,505","1,505","$2,876,753","$5,846,660","$11,431,524",$0,"$5,846,660"
