Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Jul 5, 2012","Jul 5, 2012",Katy Perry: Part of Me,Paramount Pictures,Concert/Performance,Based on Real Life Events,Live Action,Factual,"$12,000,000","2,730","2,732","$7,138,266","$25,326,071","$29,175,886","$7,374,368","$32,700,439"
2,"Nov 30, 2012","Sep 21, 2012",Killing Them Softly,Weinstein Co.,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$15,000,000","2,424","2,424","$6,812,900","$14,945,541","$17,216,427","$24,292,902","$39,238,443"
3,"Mar 9, 2012","Mar 9, 2012",Silent House,Open Road,Horror,Remake,Live Action,Contemporary Fiction,"$2,000,000","2,124","2,124","$6,660,234","$12,739,737","$14,676,301","$3,871,023","$16,610,760"
4,"Feb 24, 2012","Feb 24, 2012",Wanderlust,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$32,500,000","2,002","2,002","$6,526,650","$17,288,155","$19,916,121","$6,871,779","$24,159,934"
5,"Feb 17, 2012","Jan 12, 2012",Kari gurashi no Arietti,Walt Disney,Adventure,Based on Fiction Book/Short Story,Hand Animation,Kids Fiction,"$23,000,000","1,522","2,958","$6,446,395","$19,192,510","$22,109,961","$132,303,587","$151,496,097"
6,"Sep 21, 2012","Sep 7, 2012",Dredd,Lionsgate,Action,Based on Comic/Graphic Novel,Live Action,Science Fiction,"$45,000,000","2,506","2,557","$6,278,491","$13,414,714","$15,453,880","$28,052,892","$41,467,606"
7,"Apr 13, 2012","Apr 13, 2012",Lockout,Open Road,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$20,000,000","2,308","2,335","$6,231,836","$14,326,865","$16,504,689","$19,616,184","$33,943,049"
8,"Mar 9, 2012","Mar 9, 2012",A Thousand Words,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000","1,890","1,895","$6,176,280","$18,450,127","$21,254,730","$2,340,359","$20,790,486"
9,"Aug 24, 2012","Aug 23, 2012",Premium Rush,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000","2,255","2,255","$6,030,164","$20,275,446","$23,357,512","$11,117,755","$31,393,201"
10,"Dec 7, 2012","Dec 7, 2012",Playing for Keeps,FilmDistrict,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000","2,837","2,840","$5,750,288","$13,103,272","$15,089,033","$14,702,360","$27,805,632"
11,"Dec 19, 2012","Dec 19, 2012",The Guilt Trip,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000","2,431","2,431","$5,290,629","$37,134,215","$42,633,907","$4,160,459","$41,294,674"
12,"Sep 28, 2012","Sep 28, 2012",Pitch Perfect,Universal,Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$17,000,000",335,"2,787","$5,149,433","$65,001,093","$74,873,591","$51,043,254","$116,044,347"
13,"Feb 24, 2012","Feb 24, 2012",Gone,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$19,000,000","2,186","2,186","$4,770,360","$11,682,205","$13,458,011","$6,417,984","$18,100,189"
14,"Sep 7, 2012","Sep 7, 2012",The Words,CBS Films,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$6,000,000","2,801","2,801","$4,750,894","$11,494,838","$13,242,168","$4,874,870","$16,369,708"
15,"Aug 22, 2012","Aug 22, 2012",Hit & Run,Open Road,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$22,000,000","2,870","2,870","$4,526,222","$13,749,300","$15,839,323","$3,467,655","$17,216,955"
16,"Jun 29, 2012","Jun 29, 2012",People Like Us,Walt Disney,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$16,000,000","2,055","2,055","$4,255,423","$12,431,792","$14,321,541","$185,680","$12,617,472"
17,"Oct 12, 2012","Oct 12, 2012",Seven Psychopaths,CBS Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$13,500,000","1,480","1,480","$4,174,915","$15,024,049","$17,307,852","$18,011,687","$33,035,736"
18,"Oct 26, 2012","Oct 26, 2012",Fun Size,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$14,000,000","3,014","3,016","$4,101,017","$9,409,538","$10,839,875","$1,757,077","$11,166,615"
19,"Jun 22, 2012","Jun 22, 2012",Seeking a Friend for the End of the W…,Focus Features,Comedy,Original Screenplay,Live Action,Science Fiction,"$10,000,000","1,625","1,625","$3,822,803","$7,078,738","$8,154,771","$4,688,221","$11,766,959"
20,"Nov 30, 2012","Nov 29, 2012",The Collection,LD Distribution,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000","1,403","1,403","$3,104,269","$6,810,754","$7,846,054","$2,079,340","$8,890,094"
21,"Aug 24, 2012","Aug 23, 2012",The Apparition,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$17,000,000",810,810,"$2,841,488","$4,936,819","$5,687,262","$5,700,462","$10,637,281"
22,"Sep 28, 2012","Sep 28, 2012",Won't Back Down,20th Century Fox,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$19,000,000","2,515","2,517","$2,603,370","$5,310,554","$6,117,811","$434,949","$5,745,503"
23,"Dec 15, 2012","Jan 26, 2013",The Met: Live in HD - Aida,NCM Fathom,Concert/Performance,,,,$0,800,800,"$2,600,000","$2,800,000","$3,225,621","$143,797","$2,943,797"
24,"Mar 16, 2012","Mar 16, 2012",Casa de mi Padre,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$6,000,000",382,475,"$2,287,239","$5,909,483","$6,807,780","$2,537,469","$8,446,952"
25,"Dec 21, 2012","Dec 21, 2012",Cirque du Soleil: Worlds Away,Paramount Pictures,Adventure,Original Screenplay,Live Action,Fantasy,"$25,000,000",840,840,"$2,282,368","$12,512,862","$14,375,561","$21,640,239","$34,153,101"
26,"Oct 26, 2012","Oct 25, 2012",Chasing Mavericks,20th Century Fox,Drama,Based on Real Life Events,Live Action,Dramatization,"$20,000,000","2,002","2,030","$2,268,274","$6,002,756","$6,914,611","$2,298,065","$8,300,821"
27,"Mar 9, 2012","Mar 9, 2012",Friends with Kids,Roadside Attractions,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,369,640,"$2,019,083","$7,251,073","$8,353,301","$7,106,679","$14,357,752"
28,"Sep 14, 2012","Sep 14, 2012",Arbitrage,Roadside Attractions,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$12,000,000",197,256,"$2,002,165","$7,919,574","$9,123,334","$27,911,139","$35,830,713"
29,"Jun 1, 2012","Apr 20, 2012",For Greater Glory: The True Story of …,ARC Entertainment,Action,Based on Real Life Events,Live Action,Dramatization,"$12,000,000",757,757,"$1,885,608","$5,669,081","$6,530,837","$4,357,174","$10,026,255"
