Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Apr 17, 1998","Apr 17, 1998",Homegrown,Sony Pictures,,,,,$0,35,37,"$77,910","$215,553","$421,453",$0,"$215,553"
2,"Jun 12, 1998","Jun 12, 1998",Cousin Bette,20th Century Fox,Comedy,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,13,68,"$76,488","$1,161,063","$2,270,134",$0,"$1,161,063"
3,"Nov 6, 1998","Nov 6, 1998",Gods and Monsters,Lionsgate,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$3,500,000",6,149,"$75,508","$6,451,628","$11,943,806",$0,"$6,451,628"
4,"Dec 25, 1998","Dec 25, 1998",A Civil Action,Walt Disney,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$60,000,000",2,"2,069","$70,079","$56,709,981","$102,403,261",$0,"$56,709,981"
5,"May 1, 1998","May 1, 1998",Wilde,Sony Pictures Classics,Drama,Based on Fiction Book/Short Story,Live Action,Dramatization,$0,7,67,"$69,424","$2,157,701","$4,218,787",$0,"$2,157,701"
6,"Dec 30, 1998","Dec 30, 1998",Affliction,Lionsgate,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,3,335,"$63,979","$6,330,054","$11,440,281",$0,"$6,330,054"
7,"Oct 7, 1998","Oct 7, 1998",Love is the Devil,Strand,,,,,$0,10,12,"$63,202","$343,023","$667,374",$0,"$343,023"
8,"Mar 27, 1998","Mar 27, 1998",The Proposition,Polygram,Drama,Original Screenplay,Live Action,Historical Fiction,$0,17,62,"$61,560","$1,622,381","$2,338,992","$755,147","$2,377,528"
9,"Jan 16, 1998","Jan 16, 1998",Carne trÃ©mula,MGM,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,2,38,"$59,558","$1,535,558","$3,002,359",$0,"$1,535,558"
10,"Mar 20, 1998","Mar 20, 1998",Fireworks,,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,9,12,"$59,508","$401,540","$785,099",$0,"$401,540"
11,"Jul 31, 1998","Jul 31, 1998",The Governess,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Historical Fiction,$0,6,135,"$57,799","$3,794,031","$7,418,172",$0,"$3,794,031"
12,"Sep 11, 1998","Sep 11, 1998",Cube,,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$250,000",16,24,"$57,147","$489,220","$956,532","$8,479,845","$8,969,065"
13,"Oct 16, 1998","Oct 16, 1998",Rudolph the Red-Nosed Reindeer,,,,,,$0,102,102,"$56,567","$113,484","$221,886",$0,"$113,484"
14,"May 1, 1998","May 1, 1998",Shooting Fish,Fox Searchlight,,,,,"$4,000,000",23,64,"$56,240","$302,204","$590,869",$0,"$302,204"
15,"Sep 11, 1998","Sep 11, 1998",Without Limits,Warner Bros.,Drama,Based on Real Life Events,Live Action,Dramatization,"$25,000,000",5,110,"$56,180","$780,326","$1,525,705",$0,"$780,326"
16,"Mar 20, 1998","Mar 20, 1998",Le Bossu,Empire Pictures,,,,,$0,23,23,"$56,158","$96,750","$172,479",$0,"$96,750"
17,"Apr 17, 1998","Apr 17, 1998",Wild Man Blues,New Line,,,,,$0,3,25,"$54,458","$483,917","$946,161",$0,"$483,917"
18,"Oct 23, 1998","Oct 23, 1998",Last Night,Lionsgate,Drama,Original Screenplay,Live Action,Science Fiction,$0,8,28,"$48,634","$591,165","$1,123,774",$0,"$591,165"
19,"Jun 12, 1998","Jun 12, 1998",High Art,October Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,4,62,"$47,499","$1,835,565","$3,588,936",$0,"$1,835,565"
20,"Jul 10, 1998","Jul 10, 1998",Whatever,Sony Pictures Classics,,,,,$0,35,35,"$46,347","$229,750","$449,211",$0,"$229,750"
21,"Mar 27, 1998","Mar 27, 1998",No Looking Back,Gramercy,,,,,"$5,000,000",7,23,"$44,003","$143,273","$280,125",$0,"$143,273"
22,"Dec 11, 1998","Dec 11, 1998",Rushmore,Walt Disney,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000",2,830,"$43,666","$17,105,219","$30,884,863","$1,975,216","$19,080,435"
23,"Jun 26, 1998","Jun 26, 1998",Smoke Signals,Miramax,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$2,000,000",5,353,"$43,574","$6,719,300","$13,137,731","$1,037,317","$7,756,617"
24,"Sep 25, 1998","Sep 25, 1998",Monument Ave.,Lionsgate,,,,,$0,0,18,"$41,556","$332,388","$649,887",$0,"$332,388"
25,"Jun 19, 1998","Jun 19, 1998",Henry Fool,Sony Pictures Classics,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,2,52,"$40,939","$1,334,786","$2,609,800",$0,"$1,334,786"
26,"Jun 26, 1998","Jun 26, 1998",Buffalo '66,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$1,500,000",2,58,"$39,555","$2,380,606","$4,654,609",$621,"$2,381,227"
27,"Sep 18, 1998","Sep 18, 1998",A Soldier's Daughter Never Cries,October Films,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,0,163,"$39,517","$1,775,523","$3,471,542",$0,"$1,775,523"
28,"Jul 1, 1998","Oct 3, 1957",The Nights of Cabiria,Rialto Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,9,"$38,988","$773,193","$1,491,556",$497,"$773,690"
29,"Mar 27, 1998","Mar 27, 1998",Karakter,Sony Pictures Classics,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$4,500,000",6,47,"$37,268","$713,413","$1,394,876",$0,"$713,413"
30,"May 15, 1998","May 15, 1998",Plump Fiction,Legacy Releasing,Comedy,,Live Action,,$0,45,45,"$37,260","$37,260","$72,846",$0,"$37,260"
31,"Sep 18, 1998","Sep 18, 1998",Six-String Samurai,Palm Pictures,,,,,"$2,000,000",0,4,"$36,896","$134,624","$262,024",$0,"$134,624"
32,"Mar 25, 1998","Mar 25, 1998",A Price Above Rubies,Miramax,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,4,52,"$36,063","$1,118,808","$2,187,513",$0,"$1,118,808"
33,"Nov 20, 1998","Nov 20, 1998",Central do Brasil,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$2,900,000",2,137,"$35,710","$5,969,553","$10,880,067","$11,036,605","$17,006,158"
34,"Oct 9, 1998","Oct 9, 1998",Slam,Trimark,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$1,000,000",0,76,"$34,887","$1,009,819","$1,974,420","$77,702","$1,087,521"
35,"May 15, 1998","May 15, 1998",Clockwatchers,Artistic License,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$2,000,000",6,9,"$34,838","$537,948","$1,051,808","$2,013","$539,961"
36,"Jan 23, 1998","Jan 23, 1998",Slappy and the Stinkers,Sony Pictures,Comedy,,Live Action,,$0,60,60,"$34,488","$34,488","$67,427",$0,"$34,488"
37,"Jun 12, 1998","Jun 12, 1998",Passion in the Desert,Fine Line,Adventure,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,15,23,"$34,358","$181,083","$354,054",$0,"$181,083"
38,"Mar 20, 1998","Mar 20, 1998",Die Story von Monty Spinnerratz,Legacy Releasing,,,,,$0,56,56,"$33,768","$33,768","$66,015",$0,"$33,768"
39,"Apr 10, 1998","Apr 10, 1998",I Think I Do,Strand,,,,,$0,5,10,"$33,633","$278,332","$544,194",$0,"$278,332"
40,"Feb 20, 1998","Feb 20, 1998",I Love You â€¦ Don't Touch Me!,MGM,,,,,"$68,000",9,9,"$33,598","$33,598","$65,685",$0,"$33,598"
41,"Jul 17, 1998","Jul 17, 1998",The Thief,Stratosphere Entertainment,Drama,Original Screenplay,Live Action,Historical Fiction,$0,3,39,"$33,340","$1,126,115","$2,200,497",$0,"$1,126,115"
42,"Nov 25, 1998","Nov 25, 1998",Steam: The Turkish Bath,Strand,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,2,6,"$33,084","$655,078","$1,221,490",$0,"$655,078"
43,"Jan 30, 1998","Jan 30, 1998",Four Days in September,Miramax,Drama,Based on Fiction Book/Short Story,Live Action,,$0,6,43,"$32,017","$310,724","$607,531",$0,"$310,724"
44,"Dec 4, 1998","Dec 4, 1998",Shattered Image,Lionsgate,,,,,$0,24,24,"$31,859","$102,523","$198,320",$0,"$102,523"
45,"Jul 10, 1998","Jul 10, 1998",Pi,Live Entertainment,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$68,000",1,68,"$31,069","$3,221,152","$6,298,066","$1,457,361","$4,678,513"
46,"Jun 5, 1998","Jun 5, 1998",Mr. Jealousy,Lionsgate,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,6,24,"$30,732","$287,752","$562,616",$0,"$287,752"
47,"Aug 21, 1998","Aug 21, 1998",The Eel,New Yorker,,,,,$0,3,6,"$29,879","$418,192","$812,361",$0,"$418,192"
48,"Jul 3, 1998","Jul 3, 1998",Mark Twain's America 3D,Sony Pictures Classics,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,5,"$28,668","$2,992,106","$5,312,997",$0,"$2,992,106"
49,"Jun 26, 1998","Jun 26, 1998",Picnic at Hanging Rock,Atlantic,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,5,5,"$27,492","$84,744","$165,693",$0,"$84,744"
50,"Dec 18, 1998","Dec 18, 1998",The General,Sony Pictures Classics,Drama,Based on Fiction Book/Short Story,Live Action,Dramatization,$0,2,41,"$26,771","$1,256,461","$2,301,349","$6,621","$1,263,082"
51,"Dec 30, 1998","Dec 30, 1998",Playing by Heart,Miramax,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,308,"$26,669","$3,956,212","$7,146,970",$0,"$3,956,212"
