Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Sep 30, 2005","Sep 30, 2005",MirrorMask,Samuel Goldwyn Films,Drama,Original Screenplay,Hand Animation,Fantasy,"$4,000,000",18,42,"$126,449","$864,959","$1,237,391","$108,654","$973,613"
2,"Feb 4, 2005","Feb 4, 2005",Black,Yash Raj Films,Drama,Original Screenplay,Live Action,,$0,45,45,"$125,342","$754,819","$1,079,823","$572,509","$1,327,328"
3,"Nov 11, 2005","Nov 11, 2005",Sarah Silverman: Jesus is Magic,IDP/Goldwyn/Roadside,Concert/Performance,Original Screenplay,Live Action,Factual,$0,7,57,"$124,475","$1,324,244","$1,889,075",$0,"$1,324,244"
4,"Dec 9, 2005","Dec 9, 2005",Ek Ajnabee,Eros Entertainment,Action,,,,$0,38,38,"$121,406","$213,143","$304,912",$0,"$213,143"
5,"Nov 11, 2005","Nov 11, 2005",Bee Season,Fox Searchlight,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,21,277,"$120,544","$1,180,560","$1,687,922","$3,592,748","$4,773,308"
6,"Dec 25, 2005","Dec 25, 2005",Casanova,Walt Disney,Drama,Based on Folk Tale/Legend/Fairytale,Live Action,Historical Fiction,$0,37,"1,011","$119,276","$11,304,403","$15,853,426","$24,900,000","$36,204,403"
7,"Aug 5, 2005","Oct 15, 2004",2046,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Science Fiction,"$12,000,000",4,61,"$113,074","$1,442,338","$2,063,369","$17,836,260","$19,278,598"
8,"Jul 22, 2005","Jul 22, 2005",Viruddh,UTV Communications,Drama,,Live Action,,$0,37,37,"$110,360","$322,753","$461,719","$1,720,973","$2,043,726"
9,"Sep 30, 2005","Sep 30, 2005",Duma,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Live Action,,"$12,000,000",42,42,"$105,422","$870,067","$1,244,690","$124,723","$994,790"
10,"Sep 23, 2005","Sep 23, 2005",Dil Jo Bhi Kahey...,Eros Entertainment,Drama,Original Screenplay,Live Action,,"$1,600,000",33,33,"$91,319","$129,319","$184,996",$0,"$129,319"
11,"Jun 17, 2005","Jun 17, 2005",My Summer of Love,Focus Features,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$1,700,000",17,63,"$90,022","$1,000,915","$1,431,877","$3,726,460","$4,727,375"
12,"Feb 11, 2005","Feb 11, 2005",Inside Deep Throat,Universal,Documentary,Based on Real Life Events,Live Action,Factual,"$2,000,000",12,27,"$88,709","$691,880","$989,782",$0,"$691,880"
13,"Jul 22, 2005","Jul 22, 2005",Last Days,Picturehouse,Drama,,Live Action,,$0,12,31,"$86,556","$454,711","$650,492","$1,465,905","$1,920,616"
14,"Sep 16, 2005","Sep 16, 2005",Thumbsucker,Sony Pictures Classics,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$4,000,000",9,330,"$85,327","$1,328,679","$1,900,776","$590,518","$1,919,197"
15,"Aug 5, 2005","Aug 5, 2005",My Date With Drew,DEJ Productions,Documentary,Based on Real Life Events,Live Action,Factual,"$1,100",58,58,"$85,222","$181,041","$258,988",$0,"$181,041"
16,"May 13, 2005","May 13, 2005",Layer Cake,Sony Pictures Classics,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$6,500,000",10,200,"$81,706","$2,339,957","$3,347,481","$9,405,974","$11,745,931"
17,"Aug 26, 2005","Aug 26, 2005",Dirty Deeds,Freestyle Releasing,Comedy,,Live Action,,$0,64,64,"$78,464","$152,665","$218,393",$0,"$152,665"
18,"Nov 18, 2005","Nov 18, 2005",Ek Khiladi Ek Haseena,Eros Entertainment,Comedy,Original Screenplay,Live Action,,$0,15,15,"$78,000","$90,869","$129,994",$0,"$90,869"
19,"Apr 22, 2005","Apr 22, 2005",Enron: The Smartest Guys in the Room,Magnolia Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,151,"$76,639","$4,071,700","$5,824,876","$836,079","$4,907,779"
20,"Aug 26, 2005","Aug 26, 2005",Matando Cabos,Televisa Cine,Action,,Live Action,,$0,84,84,"$75,719","$138,555","$198,210",$0,"$138,555"
21,"May 27, 2005","May 27, 2005",Saving Face,Sony Pictures Classics,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$2,500,000",6,56,"$75,104","$1,187,266","$1,698,467","$82,439","$1,269,705"
22,"Dec 9, 2005","Dec 9, 2005",Neal n' Nikki,Yash Raj Films,Drama,,,,"$1,300,000",44,44,"$75,005","$100,358","$143,566","$229,263","$329,621"
