Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Feb 18, 2005","Feb 18, 2005",Son of the Mask,New Line,Adventure,Based on Comic/Graphic Novel,Live Action,Kids Fiction,"$100,000,000","2,966","2,966","$7,511,675","$17,018,422","$24,346,167","$42,900,000","$59,918,422"
2,"Jul 22, 2005","Jul 22, 2005",The Devilâ€™s Rejects,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$7,000,000","1,757","1,757","$7,067,335","$17,044,981","$24,384,158","$3,895,447","$20,940,428"
3,"Sep 30, 2005","Sep 30, 2005",Into the Blue,Sony Pictures,Adventure,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000","2,789","2,789","$7,057,854","$18,782,227","$26,869,420","$23,200,000","$41,982,227"
4,"Mar 18, 2005","Mar 18, 2005",Ice Princess,Walt Disney,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000","2,501","2,501","$6,807,471","$24,381,334","$34,879,379","$1,351,000","$25,732,334"
5,"Jan 19, 2005","Jan 19, 2005",Assault On Precinct 13,Focus/Rogue Pictures,Action,Remake,Live Action,Contemporary Fiction,"$30,000,000","2,297","2,297","$6,502,724","$20,040,895","$28,670,042","$16,000,000","$36,040,895"
6,"Oct 21, 2005","Oct 21, 2005",North Country,Warner Bros.,Drama,Based on Real Life Events,Live Action,Dramatization,"$30,000,000","2,555","2,555","$6,422,455","$18,324,242","$26,212,335","$5,352,529","$23,676,771"
7,"Oct 28, 2005","Oct 28, 2005",Prime,Universal,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,827","1,837","$6,220,935","$22,827,153","$32,656,002","$44,700,000","$67,527,153"
8,"Aug 26, 2005","Aug 26, 2005",The Cave,Sony Pictures,Horror,Original Screenplay,Live Action,Science Fiction,"$30,000,000","2,195","2,195","$6,147,294","$15,007,991","$21,470,088","$12,140,000","$27,147,991"
9,"Oct 7, 2005","Oct 7, 2005",Waiting...,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$1,125,000","1,652","1,652","$6,021,106","$16,124,543","$23,067,401","$2,548,731","$18,673,274"
10,"Aug 19, 2005","Aug 19, 2005",Valiant,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$35,000,000","2,014","2,016","$5,914,722","$19,478,106","$27,864,934","$44,710,281","$64,188,387"
