Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"May 3, 2013","Apr 24, 2013",Iron Man 3,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$200,000,000","4,253","4,253","$174,144,585","$408,992,272","$461,311,082","$806,400,000","$1,215,392,272"
2,"Nov 22, 2013","Nov 15, 2013",The Hunger Games: Catching Fire,Lionsgate,Adventure,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$130,000,000","4,163","4,163","$158,074,286","$424,668,047","$478,895,318","$440,200,000","$864,868,047"
3,"Jun 14, 2013","Jun 14, 2013",Man of Steel,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$225,000,000","4,207","4,207","$116,619,362","$291,045,518","$328,276,427","$376,954,000","$667,999,518"
4,"May 24, 2013","May 17, 2013",Fast and Furious 6,Universal,Action,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$160,000,000","3,658","3,771","$97,375,245","$238,679,850","$269,212,081","$550,620,594","$789,300,444"
5,"Nov 8, 2013","Oct 30, 2013",Thor: The Dark World,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$150,000,000","3,841","3,841","$85,737,841","$206,362,140","$232,744,155","$438,240,376","$644,602,516"
6,"Jul 3, 2013","Jun 26, 2013",Despicable Me 2,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$76,000,000","3,997","4,003","$84,227,980","$368,065,385","$415,148,165","$607,151,450","$975,216,835"
7,"Jun 21, 2013","Jun 21, 2013",Monsters University,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$200,000,000","4,004","4,004","$82,429,469","$268,488,329","$302,833,693","$474,967,481","$743,455,810"
8,"Mar 8, 2013","Mar 8, 2013",Oz the Great and Powerful,Walt Disney,Adventure,Spin-Off,Animation/Live Action,Fantasy,"$200,000,000","3,912","3,912","$79,110,453","$234,770,996","$264,803,200","$255,588,055","$490,359,051"
9,"Dec 13, 2013","Dec 12, 2013",The Hobbit: The Desolation of Smaug,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$250,000,000","3,903","3,928","$73,645,197","$258,241,522","$291,114,259","$701,116,914","$959,358,436"
10,"May 16, 2013","May 16, 2013",Star Trek Into Darkness,Paramount Pictures,Adventure,Based on TV,Live Action,Science Fiction,"$190,000,000","3,868","3,907","$70,165,559","$228,778,661","$258,044,314","$238,602,923","$467,381,584"
11,"Jun 21, 2013","Jun 19, 2013",World War Z,Paramount Pictures,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$190,000,000","3,607","3,607","$66,411,834","$202,706,711","$228,592,814","$329,154,939","$531,861,650"
12,"Oct 4, 2013","Oct 3, 2013",Gravity,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$110,000,000","3,575","3,820","$55,785,112","$274,092,705","$309,052,980","$411,618,056","$685,710,761"
13,"Jul 26, 2013","Jul 26, 2013",The Wolverine,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$115,000,000","3,924","3,924","$53,113,752","$132,556,852","$149,513,686","$283,900,000","$416,456,852"
14,"May 10, 2013","May 10, 2013",The Great Gatsby,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$190,000,000","3,535","3,550","$50,085,184","$144,840,419","$163,368,584","$208,800,000","$353,640,419"
15,"Mar 22, 2013","Mar 15, 2013",The Croods,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$135,000,000","4,046","4,065","$43,639,736","$187,168,425","$211,111,245","$385,900,000","$573,068,425"
16,"Jul 19, 2013","Jul 18, 2013",The Conjuring,Warner Bros.,Horror,Original Screenplay,Live Action,Fantasy,"$20,000,000","2,903","3,115","$41,855,326","$137,400,141","$154,976,540","$179,671,409","$317,071,550"
17,"May 23, 2013","May 23, 2013",The Hangover 3,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$103,000,000","3,555","3,565","$41,671,198","$112,200,072","$126,552,841","$249,800,000","$362,000,072"
18,"Jul 12, 2013","Jul 12, 2013",Grown Ups 2,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$80,000,000","3,491","3,491","$41,508,572","$133,668,525","$150,767,565","$113,355,283","$247,023,808"
19,"Mar 27, 2013","Mar 27, 2013",G.I. Joe: Retaliation,Paramount Pictures,Action,Based on Toy,Animation/Live Action,Contemporary Fiction,"$140,000,000","3,719","3,734","$40,501,814","$122,523,060","$138,196,366","$253,217,645","$375,740,705"
20,"Sep 13, 2013","Sep 13, 2013",Insidious Chapter 2,FilmDistrict,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000","3,049","3,155","$40,272,103","$83,586,447","$94,278,925","$78,335,068","$161,921,515"
21,"Jun 28, 2013","Jun 28, 2013",The Heat,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$43,000,000","3,181","3,184","$39,115,043","$159,581,587","$179,995,463","$70,146,187","$229,727,774"
22,"Jul 12, 2013","Jul 11, 2013",Pacific Rim,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,"$190,000,000","3,275","3,285","$37,285,325","$101,802,906","$114,825,658","$309,200,000","$411,002,906"
23,"Apr 19, 2013","Apr 19, 2013",Oblivion,Universal,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Science Fiction,"$120,000,000","3,783","3,792","$37,054,485","$89,107,235","$100,505,942","$198,809,398","$287,916,633"
24,"Feb 8, 2013","Feb 7, 2013",Identity Thief,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000","3,141","3,230","$34,551,025","$134,506,920","$151,713,212","$40,854,658","$175,361,578"
25,"Jun 7, 2013","Jun 7, 2013",The Purge,Universal,Horror,Original Screenplay,Live Action,Science Fiction,"$3,000,000","2,536","2,591","$34,058,360","$64,473,115","$72,720,594","$26,793,466","$91,266,581"
26,"Sep 27, 2013","Sep 26, 2013",Cloudy with a Chance of Meatballs 2,Sony Pictures,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$78,000,000","4,001","4,001","$34,017,930","$119,793,567","$135,105,663","$154,599,082","$274,392,649"
27,"May 24, 2013","May 24, 2013",Epic,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$100,000,000","3,882","3,894","$33,531,068","$107,518,682","$121,272,608","$155,275,759","$262,794,441"
28,"Oct 25, 2013","Oct 23, 2013",Jackass Presents: Bad Grandpa,Paramount Pictures,Comedy,Based on Real Life Events,Live Action,Factual,"$15,000,000","3,336","3,345","$32,055,177","$102,003,019","$115,049,278","$58,900,000","$160,903,019"
29,"Mar 22, 2013","Mar 20, 2013",Olympus Has Fallen,FilmDistrict,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$70,000,000","3,098","3,106","$30,373,794","$98,927,592","$111,582,532","$73,951,336","$172,878,928"
30,"Nov 15, 2013","Nov 15, 2013",The Best Man Holiday,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$17,000,000","2,024","2,041","$30,107,555","$70,525,195","$79,546,678","$2,310,515","$72,835,710"
