Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Nov 29, 1996","Nov 29, 1996",Ridicule,Miramax,Drama,Original Screenplay,Live Action,Historical Fiction,$0,3,82,"$59,841","$2,503,829","$5,123,802",$0,"$2,503,829"
2,"Dec 20, 1996","Dec 20, 1996",Marvin's Room,Miramax,Drama,Based on Play,Live Action,Contemporary Fiction,"$23,000,000",6,"1,158","$59,739","$12,803,305","$25,601,182",$0,"$12,803,305"
3,"Apr 19, 1996","Apr 19, 1996",Il Mostro,Cinepix Film Properties,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,13,16,"$59,023","$569,901","$1,182,343",$0,"$569,901"
4,"May 1, 1996","May 1, 1996",I Shot Andy Warhol,Orion Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,$0,3,56,"$57,053","$1,773,648","$3,679,710",$0,"$1,773,648"
5,"Mar 22, 1996","Mar 22, 1996",Jack & Sarah,Gramercy,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,22,22,"$56,016","$218,626","$453,567",$0,"$218,626"
6,"Dec 18, 1996","Dec 18, 1996",La cÃ©rÃ©monie,New Yorker,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,6,17,"$49,843","$670,659","$1,364,001",$0,"$670,659"
7,"Nov 1, 1996","Nov 1, 1996",Mother Night,Fine Line,,,,,$0,8,30,"$48,661","$363,905","$754,975",$0,"$363,905"
8,"Oct 11, 1996","Oct 11, 1996",Trees Lounge,Orion Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$1,300,000",2,48,"$47,329","$749,741","$1,555,452",$0,"$749,741"
9,"Jul 17, 1996","Jul 17, 1996",Walking and Talking,Miramax,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$1,000,000",5,60,"$44,602","$1,287,480","$2,671,083","$328,307","$1,615,787"
10,"Oct 11, 1996","Oct 11, 1996",Love Is All There Is,Goldwyn Entertainment,,,,,$0,126,126,"$43,439","$43,439","$90,114",$0,"$43,439"
11,"Apr 6, 1996","Apr 6, 1996",Wallace & Gromit: The Best of Aardman…,Northern Arts Entertainment,Adventure,Compilation,Stop-Motion Animation,Kids Fiction,$0,3,17,"$42,154","$1,002,002","$2,075,556",$0,"$1,002,002"
12,"Nov 1, 1996","Nov 1, 1996",The Funeral,October Films,Drama,Original Screenplay,Live Action,Historical Fiction,"$12,500,000",2,70,"$41,768","$1,212,799","$2,516,138","$200,000","$1,412,799"
13,"Mar 8, 1996","Mar 8, 1996",L'uomo delle stelle,Miramax,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,11,29,"$40,915","$222,613","$461,838",$0,"$222,613"
14,"Jan 26, 1996","Jan 26, 1996",Angels and Insects,Goldwyn Entertainment,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,2,91,"$39,089","$3,390,811","$7,034,775",$0,"$3,390,811"
15,"Aug 2, 1996","Aug 2, 1996",Cyclo,Cinepix Film Properties,,,,,$0,6,6,"$38,109","$38,109","$79,055",$0,"$38,109"
16,"Dec 6, 1996","Dec 6, 1996",Adrenalin: Fear the Rush,Miramax,Action,Original Screenplay,Live Action,Science Fiction,$0,51,51,"$37,536","$37,536","$77,872",$0,"$37,536"
17,"Oct 18, 1996","Oct 18, 1996",Jude,Gramercy,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,6,20,"$31,850","$407,072","$844,529","$1,889,225","$2,296,297"
18,"Dec 6, 1996","Dec 6, 1996",Losing Chase,,,,,,$0,10,10,"$31,176","$31,176","$64,676",$0,"$31,176"
19,"Dec 13, 1996","Dec 13, 1996",Citizen Ruth,Miramax,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,6,10,"$26,709","$336,470","$687,108",$0,"$336,470"
20,"Mar 1, 1996","Mar 1, 1996",Man of the Year,Seventh Art Releasing,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,4,6,"$26,147","$209,935","$435,538",$0,"$209,935"
21,"Jul 12, 1996","Jul 12, 1996",Les Visiteurs,Miramax,Comedy,Original Screenplay,Live Action,Fantasy,"$7,000,000",4,14,"$24,792","$659,000","$1,367,201","$98,095,000","$98,754,000"
22,"Jun 28, 1996","Jun 28, 1996",Der Bewegte Mann,Orion Classics,Comedy,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,$0,2,29,"$18,115","$330,760","$686,209",$0,"$330,760"
23,"Dec 25, 1996","Dec 25, 1996",I'm Not Rappaport,Gramercy,,,,,$0,3,38,"$17,993","$222,525","$449,358",$0,"$222,525"
24,"Mar 1, 1996","Mar 1, 1996",From the Journals of Jean Seberg,PlanePlanet Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$8,868","$8,868","$18,395",$0,"$8,868"
25,"Feb 16, 1996","Feb 16, 1996",Headless Body in Topless Bar,Northern Arts Entertainment,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$4,708","$4,708","$9,766",$0,"$4,708"
26,"Mar 8, 1996","Mar 8, 1996",Lust och fÃ¤gring stor,PFM,Drama,Original Screenplay,Live Action,Historical Fiction,$0,1,1,"$4,530","$19,982","$41,448",$0,"$19,982"
27,"Dec 18, 1996","Dec 18, 1996",In Love and War,New Line,Drama,Based on Fiction Book/Short Story,Live Action,Dramatization,$0,1,"1,612","$2,515","$14,481,231","$28,932,368","$10,891,063","$25,372,294"
28,"Apr 1, 1996","Apr 1, 1996",Bang,JeTi Films,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$10,000",2,2,$527,$527,"$1,091",$0,$527
29,"Dec 31, 1996","Jul 24, 1996",Agigongryong Dulri - Eoreumbyeol Daem…,,Adventure,Original Screenplay,Digital Animation,Contemporary Fiction,$0,0,0,$0,$0,$0,$0,$0
30,"Sep 6, 1996","Sep 6, 1996",The Big Squeeze,First Look,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,0,0,$0,"$23,567","$48,885",$0,"$23,567"
31,"Dec 31, 1996","Dec 31, 1996",Unforgivable,,Drama,,Live Action,Contemporary Fiction,$0,0,0,$0,$0,$0,$0,$0
32,"Sep 20, 1996","Sep 20, 1996",Paradise Lost,,,,,,$0,0,11,$0,"$249,022","$516,629",$0,"$249,022"
33,"Nov 14, 1996","Nov 14, 1996",Blue Juice,Trimark,Comedy,Original Screenplay,Live Action,,$0,0,0,$0,"$5,000","$10,371",$0,"$5,000"
34,"Dec 31, 1996","Dec 31, 1996",A Step Toward Tomorrow,,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,0,0,$0,$0,$0,$0,$0
35,"Sep 6, 1996","Sep 6, 1996",Killer: A Journal of Murder,Legacy Releasing,,,,,$0,0,0,$0,"$65,682","$136,266",$0,"$65,682"
36,"Apr 26, 1996","Apr 26, 1996",Butterfly Kiss,Cinepix Film Properties,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,0,0,$0,"$5,000","$10,371",$0,"$5,000"
37,"Sep 10, 1996","Sep 10, 1996",Pure Danger,,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,0,0,$0,$0,$0,$0,$0
38,"Nov 10, 1996","Nov 10, 1996",Shakespeare's Children,,,,,,$0,0,0,$0,$0,$0,$0,$0
39,"Mar 8, 1996","Sep 2, 1995",Chung hing sam lam,Miramax,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,0,18,$0,"$332,003","$688,786","$920,284","$1,252,287"
40,"Dec 31, 1996","Dec 31, 1996",The Elevator,,Comedy,,,,$0,0,0,$0,$0,$0,$0,$0
41,"Nov 20, 1996","Nov 20, 1996",Sling Blade,Miramax,Drama,Based on Short Film,Live Action,Contemporary Fiction,"$4,833,610",0,"1,020",$0,"$24,475,416","$48,908,278","$9,699,584","$34,175,000"
42,"Apr 5, 1996","Apr 5, 1996",The Last Supper,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,0,27,$0,"$459,749","$953,818","$588,863","$1,048,612"
43,"Oct 25, 1996","Oct 25, 1996",The Sunchaser,Warner Bros.,,,,,$0,0,0,$0,"$5,000","$10,371",$0,"$5,000"
44,"Oct 11, 1996","Oct 11, 1996",Looking for Richard,20th Century Fox,Documentary,Based on Play,Live Action,Factual,$0,0,75,$0,"$1,266,417","$2,627,379",$0,"$1,266,417"
45,"Aug 16, 1996","Aug 24, 1995",Le confessionnal,Alliance Atlantis,Drama,Original Screenplay,Live Action,Historical Fiction,$0,0,0,$0,"$575,001","$1,192,925",$0,"$575,001"
46,"Oct 25, 1996","Oct 25, 1996",North Star,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,0,0,$0,$0,$0,$0,$0
47,"Mar 29, 1996","Mar 29, 1996",Denise Calls Up,Sony Pictures Classics,,,,,$0,0,0,$0,"$168,614","$349,808",$0,"$168,614"
