Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Aug 23, 2013","Aug 23, 2013",You're Next,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$1,000,000","2,437","2,437","$7,020,196","$18,494,006","$20,859,778","$8,393,171","$26,887,177"
2,"Jan 25, 2013","Jan 24, 2013",Parker,FilmDistrict,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$35,000,000","2,224","2,238","$7,008,222","$17,616,641","$19,870,180","$30,926,747","$48,543,388"
3,"Nov 27, 2013","Nov 27, 2013",Homefront,Open Road,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$22,000,000","2,570","2,570","$6,915,241","$20,158,492","$22,737,189","$31,536,870","$51,695,362"
4,"Aug 16, 2013","Aug 16, 2013",Jobs,Open Road,Drama,Based on Real Life Events,Live Action,Dramatization,"$18,000,000","2,381","2,381","$6,713,900","$16,131,410","$18,194,958","$27,271,105","$43,402,515"
5,"Jan 18, 2013","Jan 17, 2013",The Last Stand,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000","2,913","2,913","$6,281,433","$12,050,299","$13,591,783","$36,280,458","$48,330,757"
6,"Mar 22, 2013","Mar 22, 2013",Admission,Focus Features,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$13,000,000","2,160","2,161","$6,154,984","$18,007,317","$20,310,835","$726,349","$18,733,666"
7,"Mar 8, 2013","Mar 7, 2013",Dead Man Down,FilmDistrict,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000","2,188","2,188","$5,345,250","$10,895,295","$12,289,029","$8,704,679","$19,599,974"
8,"Dec 4, 2013","Dec 4, 2013",Out of the Furnace,Relativity,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$22,000,000","2,101","2,101","$5,220,288","$11,330,849","$12,779,505","$4,103,526","$15,434,375"
9,"Jan 25, 2013","Feb 8, 2012",Movie 43,Relativity,Comedy,Compilation,Multiple Production Methods,Multiple Creative Types,"$10,000,000","2,023","2,023","$4,805,878","$8,840,453","$9,971,330","$22,324,294","$31,164,747"
10,"May 10, 2013","May 10, 2013",Peeples,Lionsgate,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$11,000,000","2,041","2,041","$4,611,534","$9,177,065","$10,351,004","$130,101","$9,307,166"
11,"Sep 20, 2013","Sep 20, 2013",Battle of the Year,Sony Pictures,Drama,Based on Movie,Live Action,Contemporary Fiction,"$20,000,000","2,008","2,008","$4,603,177","$8,888,355","$10,025,359","$7,835,022","$16,723,377"
12,"Feb 1, 2013","Jan 31, 2013",Bullet to the Head,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,"$55,000,000","2,404","2,404","$4,548,201","$9,489,829","$10,703,774","$13,108,140","$22,597,969"
13,"Aug 30, 2013","Aug 30, 2013",Getaway,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000","2,130","2,135","$4,503,892","$10,501,938","$11,845,357","$1,312,051","$11,813,989"
14,"Oct 11, 2013","Oct 11, 2013",Machete Kills,Open Road,Action,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000","2,538","2,538","$3,837,183","$8,008,161","$9,032,569","$10,264,848","$18,273,009"
15,"Nov 27, 2013","Nov 27, 2013",Black Nativity,20th Century Fox,Musical,Based on Play,Live Action,Fantasy,"$17,500,000","1,516","1,525","$3,669,530","$7,018,188","$7,915,920","$435,996","$7,454,184"
16,"Aug 16, 2013","Aug 16, 2013",Paranoia,Relativity,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000","2,459","2,459","$3,528,376","$7,388,654","$8,333,815","$8,952,113","$16,340,767"
17,"Oct 4, 2013","Oct 4, 2013",Pulling Strings,Lionsgate,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,387,438,"$2,467,168","$5,842,961","$6,590,396","$7,882,858","$13,725,819"
