Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"May 19, 2004","May 19, 2004",Shrek 2,Dreamworks SKG,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$70,000,000","4,163","4,223","$108,037,878","$441,226,247","$651,536,982","$494,027,731","$935,253,978"
2,"Jun 4, 2004","May 31, 2004",Harry Potter and the Prisoner of Azkaban,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$130,000,000","3,855","3,855","$93,687,367","$249,757,726","$368,481,833","$539,834,982","$789,592,708"
3,"Jun 30, 2004","Jun 30, 2004",Spider-Man 2,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Live Action,Super Hero,"$200,000,000","4,152","4,166","$88,156,227","$373,524,485","$551,565,138","$421,173,072","$794,697,557"
4,"Feb 25, 2004","Feb 19, 2004",The Passion of the Christ,Newmarket Films,Drama,Based on Religious Text,Live Action,Dramatization,"$25,000,000","3,043","3,408","$83,848,082","$370,782,930","$547,493,401","$251,530,705","$622,313,635"
5,"Nov 5, 2004","Oct 22, 2004",The Incredibles,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$92,000,000","3,933","3,933","$70,467,623","$261,441,092","$385,606,340","$370,000,000","$631,441,092"
6,"May 28, 2004","May 27, 2004",The Day After Tomorrow,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$125,000,000","3,425","3,444","$68,743,584","$186,740,799","$275,750,905","$369,099,318","$555,840,117"
7,"Jul 23, 2004","Jul 23, 2004",The Bourne Supremacy,Universal,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$85,000,000","3,165","3,304","$52,521,865","$176,087,450","$260,019,623","$134,913,674","$311,001,124"
8,"Jul 16, 2004","Jul 16, 2004","I, Robot",20th Century Fox,Action,Based on Fiction Book/Short Story,Animation/Live Action,Science Fiction,"$105,000,000","3,420","3,494","$52,179,887","$144,801,023","$213,820,512","$203,828,562","$348,629,585"
9,"May 7, 2004","May 5, 2004",Van Helsing,Universal,Action,Original Screenplay,Live Action,Historical Fiction,"$170,000,000","3,575","3,580","$51,748,040","$120,150,546","$177,420,371","$180,000,000","$300,150,546"
10,"Jul 30, 2004","Jul 30, 2004",The Village,Walt Disney,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$71,682,975","3,730","3,733","$50,746,142","$114,197,520","$168,629,826","$143,444,114","$257,641,634"
